Date,^GSPC
2022-01-01,4677.02978515625
2022-01-08,4662.85009765625
2022-01-15,4397.93994140625
2022-01-22,4431.85009765625
2022-01-29,4500.52978515625
2022-02-05,4418.64013671875
2022-02-12,4348.8701171875
2022-02-19,4384.64990234375
2022-02-26,4328.8701171875
2022-03-05,4204.31005859375
2022-03-12,4463.1201171875
2022-03-19,4543.06005859375
2022-03-26,4545.85986328125
2022-04-02,4488.27978515625
2022-04-09,4392.58984375
2022-04-16,4271.77978515625
2022-04-23,4131.93017578125
2022-04-30,4123.33984375
2022-05-07,4023.889892578125
2022-05-14,3901.360107421875
2022-05-21,4158.240234375
2022-05-28,4108.5400390625
2022-06-04,3900.860107421875
2022-06-11,3674.840087890625
2022-06-18,3911.739990234375
2022-06-25,3825.330078125
2022-07-02,3899.3798828125
2022-07-09,3863.159912109375
2022-07-16,3961.6298828125
2022-07-23,4130.2900390625
2022-07-30,4145.18994140625
2022-08-06,4280.14990234375
2022-08-13,4228.47998046875
2022-08-20,4057.659912109375
2022-08-27,3924.260009765625
2022-09-03,4067.360107421875
2022-09-10,3873.330078125
2022-09-17,3693.22998046875
2022-09-24,3585.6201171875
2022-10-01,3639.659912109375
2022-10-08,3583.070068359375
2022-10-15,3752.75
2022-10-22,3901.06005859375
2022-10-29,3770.550048828125
2022-11-05,3992.929931640625
2022-11-12,3965.340087890625
2022-11-19,4026.1201171875
2022-11-26,4071.699951171875
2022-12-03,3934.3798828125
2022-12-10,3852.360107421875
2022-12-17,3844.820068359375
2022-12-24,3839.5
