Date,^GSPC
1994-01-01,469.8999938964844
1994-01-08,474.9100036621094
1994-01-15,474.7200012207031
1994-01-22,478.70001220703125
1994-01-29,469.80999755859375
1994-02-05,470.17999267578125
1994-02-12,467.69000244140625
1994-02-19,466.07000732421875
1994-02-26,464.739990234375
1994-03-05,466.44000244140625
1994-03-12,471.05999755859375
1994-03-19,460.5799865722656
1994-03-26,445.7699890136719
1994-04-02,447.1000061035156
1994-04-09,446.17999267578125
1994-04-16,447.6300048828125
1994-04-23,450.9100036621094
1994-04-30,447.82000732421875
1994-05-07,444.1400146484375
1994-05-14,454.9200134277344
1994-05-21,457.3299865722656
1994-05-28,460.1300048828125
1994-06-04,458.6700134277344
1994-06-11,458.45001220703125
1994-06-18,442.79998779296875
1994-06-25,446.20001220703125
1994-07-02,449.54998779296875
1994-07-09,454.1600036621094
1994-07-16,453.1099853515625
1994-07-23,458.260009765625
1994-07-30,457.0899963378906
1994-08-06,461.94000244140625
1994-08-13,463.67999267578125
1994-08-20,473.79998779296875
1994-08-27,470.989990234375
1994-09-03,468.17999267578125
1994-09-10,471.19000244140625
1994-09-17,459.6700134277344
1994-09-24,462.7099914550781
1994-10-01,455.1000061035156
1994-10-08,469.1000061035156
1994-10-15,464.8900146484375
1994-10-22,473.7699890136719
1994-10-29,462.2799987792969
1994-11-05,462.3500061035156
1994-11-12,461.4700012207031
1994-11-19,452.2900085449219
1994-11-26,453.29998779296875
1994-12-03,446.9599914550781
1994-12-10,458.79998779296875
1994-12-17,459.8299865722656
1994-12-24,459.2699890136719
