Date,^GSPC
1991-01-01,343.92999267578125
1991-02-01,367.07000732421875
1991-03-01,375.2200012207031
1991-04-01,375.3399963378906
1991-05-01,389.8299865722656
1991-06-01,371.1600036621094
1991-07-01,387.80999755859375
1991-08-01,395.42999267578125
1991-09-01,387.8599853515625
1991-10-01,392.45001220703125
1991-11-01,375.2200012207031
1991-12-01,417.0899963378906
