Date,^GSPC
2015-01-01,2025.9000244140625
2015-01-08,2011.27001953125
2015-01-15,2032.1199951171875
2015-01-22,2002.1600341796875
2015-01-29,2041.510009765625
2015-02-05,2068.530029296875
2015-02-12,2099.679931640625
2015-02-19,2113.860107421875
2015-02-26,2098.530029296875
2015-03-05,2040.239990234375
2015-03-12,2099.5
2015-03-19,2061.050048828125
2015-03-26,2059.68994140625
2015-04-02,2081.89990234375
2015-04-09,2106.6298828125
2015-04-16,2107.9599609375
2015-04-23,2106.85009765625
2015-04-30,2080.14990234375
2015-05-07,2098.47998046875
2015-05-14,2125.85009765625
2015-05-21,2123.47998046875
2015-05-28,2114.070068359375
2015-06-04,2105.199951171875
2015-06-11,2100.43994140625
2015-06-18,2108.580078125
2015-06-25,2077.419921875
2015-07-02,2046.6800537109375
2015-07-09,2107.39990234375
2015-07-16,2114.14990234375
2015-07-23,2108.570068359375
2015-07-30,2099.840087890625
2015-08-06,2086.050048828125
2015-08-13,2079.610107421875
2015-08-20,1940.510009765625
2015-08-27,1948.8599853515625
2015-09-03,1942.0400390625
2015-09-10,1995.31005859375
2015-09-17,1938.760009765625
2015-09-24,1920.030029296875
2015-10-01,1995.8299560546875
2015-10-08,1994.239990234375
2015-10-15,2018.93994140625
2015-10-22,2090.35009765625
2015-10-29,2102.31005859375
2015-11-05,2075.0
2015-11-12,2083.580078125
2015-11-19,2088.8701171875
2015-11-26,2079.510009765625
2015-12-03,2047.6199951171875
2015-12-10,2073.070068359375
2015-12-17,2064.2900390625
2015-12-24,2063.360107421875
