Date,^GSPC
2010-01-01,1141.68994140625
2010-01-08,1148.4599609375
2010-01-15,1116.47998046875
2010-01-22,1084.530029296875
2010-01-29,1063.1099853515625
2010-02-05,1078.469970703125
2010-02-12,1106.75
2010-02-19,1102.93994140625
2010-02-26,1122.969970703125
2010-03-05,1150.239990234375
2010-03-12,1165.8299560546875
2010-03-19,1165.72998046875
2010-03-26,1178.0999755859375
2010-04-02,1186.43994140625
2010-04-09,1211.6700439453125
2010-04-16,1208.6700439453125
2010-04-23,1206.780029296875
2010-04-30,1128.1500244140625
2010-05-07,1157.43994140625
2010-05-14,1071.5899658203125
2010-05-21,1103.06005859375
2010-05-28,1102.8299560546875
2010-06-04,1086.8399658203125
2010-06-11,1116.0400390625
2010-06-18,1073.68994140625
2010-06-25,1027.3699951171875
2010-07-02,1070.25
2010-07-09,1096.47998046875
2010-07-16,1093.6700439453125
2010-07-23,1101.530029296875
2010-07-30,1125.81005859375
2010-08-06,1083.6099853515625
2010-08-13,1075.6300048828125
2010-08-20,1047.219970703125
2010-08-27,1090.0999755859375
2010-09-03,1104.1800537109375
2010-09-10,1124.6600341796875
2010-09-17,1124.8299560546875
2010-09-24,1141.199951171875
2010-10-01,1158.06005859375
2010-10-08,1173.81005859375
2010-10-15,1180.260009765625
2010-10-22,1183.780029296875
2010-10-29,1221.06005859375
2010-11-05,1213.5400390625
2010-11-12,1196.68994140625
2010-11-19,1198.3499755859375
2010-11-26,1221.530029296875
2010-12-03,1233.0
2010-12-10,1242.8699951171875
2010-12-17,1256.77001953125
2010-12-24,1257.8800048828125
