Date,^GSPC
2021-01-01,3803.7900390625
2021-01-08,3795.5400390625
2021-01-15,3853.070068359375
2021-01-22,3787.3798828125
2021-01-29,3871.739990234375
2021-02-05,3916.3798828125
2021-02-12,3913.969970703125
2021-02-19,3829.340087890625
2021-02-26,3768.469970703125
2021-03-05,3939.340087890625
2021-03-12,3915.4599609375
2021-03-19,3909.52001953125
2021-03-26,4019.8701171875
2021-04-02,4097.169921875
2021-04-09,4170.419921875
2021-04-16,4134.97998046875
2021-04-23,4211.47021484375
2021-04-30,4201.6201171875
2021-05-07,4112.5
2021-05-14,4159.1201171875
2021-05-21,4200.8798828125
2021-05-28,4192.85009765625
2021-06-04,4239.18017578125
2021-06-11,4221.85986328125
2021-06-18,4266.490234375
2021-06-25,4319.93994140625
2021-07-02,4320.81982421875
2021-07-09,4360.02978515625
2021-07-16,4367.47998046875
2021-07-23,4419.14990234375
2021-07-30,4429.10009765625
2021-08-06,4460.830078125
2021-08-13,4405.7998046875
2021-08-20,4470.0
2021-08-27,4536.9501953125
2021-09-03,4493.27978515625
2021-09-10,4473.75
2021-09-17,4448.97998046875
2021-09-24,4307.5400390625
2021-10-01,4399.759765625
2021-10-08,4438.259765625
2021-10-15,4549.77978515625
2021-10-22,4596.419921875
2021-10-29,4680.06005859375
2021-11-05,4649.27001953125
2021-11-12,4704.5400390625
2021-11-19,4701.4599609375
2021-11-26,4577.10009765625
2021-12-03,4667.4501953125
2021-12-10,4668.669921875
2021-12-17,4725.7900390625
2021-12-24,4778.72998046875
