Date,^GSPC
2003-01-01,922.9299926757812
2003-01-08,931.6599731445312
2003-01-15,887.6199951171875
2003-01-22,858.5399780273438
2003-01-29,848.2000122070312
2003-02-05,829.2000122070312
2003-02-12,851.1699829101562
2003-02-19,838.5700073242188
2003-02-26,821.989990234375
2003-03-05,800.72998046875
2003-03-12,866.4500122070312
2003-03-19,874.739990234375
2003-03-26,858.47998046875
2003-04-02,878.2899780273438
2003-04-09,890.8099975585938
2003-04-16,911.3699951171875
2003-04-23,917.8400268554688
2003-04-30,934.3900146484375
2003-05-07,942.2999877929688
2003-05-14,919.72998046875
2003-05-21,951.47998046875
2003-05-28,971.5599975585938
2003-06-04,984.8400268554688
2003-06-11,1011.6599731445312
2003-06-18,983.4500122070312
2003-06-25,982.3200073242188
2003-07-02,1007.8400268554688
2003-07-09,1000.4199829101562
2003-07-16,988.1099853515625
2003-07-23,989.280029296875
2003-07-30,965.4600219726562
2003-08-06,990.3499755859375
2003-08-13,1002.3499755859375
2003-08-20,996.72998046875
2003-08-27,1021.989990234375
2003-09-03,1023.1699829101562
2003-09-10,1029.3199462890625
2003-09-17,1029.030029296875
2003-09-24,995.969970703125
2003-10-01,1039.25
2003-10-08,1049.47998046875
2003-10-15,1046.030029296875
2003-10-22,1046.7900390625
2003-10-29,1053.25
2003-11-05,1046.5699462890625
2003-11-12,1034.1500244140625
2003-11-19,1053.8900146484375
2003-11-26,1066.6199951171875
2003-12-03,1060.1800537109375
2003-12-10,1075.1300048828125
2003-12-17,1096.02001953125
2003-12-24,1109.6400146484375
