Date,^GSPC
2023-01-01,3895.080078125
2023-01-08,3999.090087890625
2023-01-15,3972.610107421875
2023-01-22,4070.56005859375
2023-01-29,4136.47998046875
2023-02-05,4090.4599609375
2023-02-12,4079.090087890625
2023-02-19,3970.0400390625
2023-02-26,4045.639892578125
2023-03-05,3861.590087890625
2023-03-12,3916.639892578125
2023-03-19,3970.989990234375
2023-03-26,4109.31005859375
2023-04-02,4105.02001953125
2023-04-09,4137.64013671875
2023-04-16,4133.52001953125
2023-04-23,4169.47998046875
2023-04-30,4136.25
2023-05-07,4124.080078125
2023-05-14,4191.97998046875
2023-05-21,4205.4501953125
2023-05-28,4282.3701171875
2023-06-04,4298.85986328125
2023-06-11,4409.58984375
2023-06-18,4348.330078125
2023-06-25,4450.3798828125
2023-07-02,4398.9501953125
2023-07-09,4505.419921875
2023-07-16,4536.33984375
2023-07-23,4582.22998046875
2023-07-30,4478.02978515625
2023-08-06,4464.0498046875
2023-08-13,4369.7099609375
2023-08-20,4405.7099609375
2023-08-27,4515.77001953125
2023-09-03,4457.490234375
2023-09-10,4450.31982421875
2023-09-17,4320.06005859375
2023-09-24,4288.0498046875
2023-10-01,4308.5
2023-10-08,4327.77978515625
2023-10-15,4224.16015625
2023-10-22,4117.3701171875
2023-10-29,4358.33984375
2023-11-05,4415.240234375
2023-11-12,4514.02001953125
2023-11-19,4559.33984375
2023-11-26,4594.6298828125
2023-12-03,4604.3701171875
2023-12-10,4719.18994140625
2023-12-17,4754.6298828125
2023-12-24,4769.830078125
