Date,^GSPC
2025-01-01,5909.02978515625
2025-01-08,5842.91015625
2025-01-15,6049.240234375
2025-01-22,6067.7001953125
2025-01-29,6037.8798828125
2025-02-05,6068.5
2025-02-12,6129.580078125
2025-02-19,5955.25
2025-02-26,5778.14990234375
2025-03-05,5572.06982421875
2025-03-12,5614.66015625
2025-03-19,5776.64990234375
2025-03-26,5633.06982421875
2025-04-02,4982.77001953125
2025-04-09,5396.6298828125
2025-04-16,5287.759765625
2025-04-23,5560.830078125
2025-04-30,5606.91015625
2025-05-07,5886.5498046875
2025-05-14,5940.4599609375
2025-05-21,5921.5400390625
2025-05-28,5970.3701171875
2025-06-04,6038.81005859375
2025-06-11,5982.72021484375
2025-06-18,6092.18017578125
2025-06-25,6198.009765625
2025-07-02,6225.52001953125
2025-07-09,6243.759765625
2025-07-16,6309.6201171875
2025-07-23,6370.85986328125
2025-07-30,6299.18994140625
2025-08-06,6445.759765625
2025-08-13,6411.3701171875
2025-08-20,6465.93994140625
2025-08-27,6415.5400390625
2025-09-03,6512.60986328125
2025-09-10,6606.759765625
2025-09-17,6656.919921875
2025-09-24,6688.4599609375
2025-10-01,6714.58984375
2025-10-08,6644.31005859375
2025-10-15,6735.35009765625
2025-10-22,6890.89013671875
2025-10-29,6771.5498046875
2025-11-05,6846.60986328125
2025-11-12,6617.31982421875
2025-11-19,6765.8798828125
2025-11-26,6829.3701171875
2025-12-03,6840.509765625
2025-12-10,6800.259765625
2025-12-17,6909.7900390625
2025-12-24,6896.240234375
