Date,^GSPC
1995-01-01,460.67999267578125
1995-01-08,465.9700012207031
1995-01-15,464.7799987792969
1995-01-22,470.3900146484375
1995-01-29,478.6499938964844
1995-02-05,481.4599914550781
1995-02-12,481.9700012207031
1995-02-19,488.1099853515625
1995-02-26,485.4200134277344
1995-03-05,489.57000732421875
1995-03-12,495.5199890136719
1995-03-19,500.9700012207031
1995-03-26,500.7099914550781
1995-04-02,506.4200134277344
1995-04-09,509.2300109863281
1995-04-16,508.489990234375
1995-04-23,514.7100219726562
1995-04-30,520.1199951171875
1995-05-07,525.5499877929688
1995-05-14,519.1900024414062
1995-05-21,523.6500244140625
1995-05-28,532.510009765625
1995-06-04,527.9400024414062
1995-06-11,539.8300170898438
1995-06-18,549.7100219726562
1995-06-25,544.75
1995-07-02,556.3699951171875
1995-07-09,559.8900146484375
1995-07-16,553.6199951171875
1995-07-23,562.9299926757812
1995-07-30,558.9400024414062
1995-08-06,555.1099853515625
1995-08-13,559.2100219726562
1995-08-20,560.0999755859375
1995-08-27,563.8400268554688
1995-09-03,572.6799926757812
1995-09-10,583.3499755859375
1995-09-17,581.72998046875
1995-09-24,584.4099731445312
1995-10-01,582.489990234375
1995-10-08,584.5
1995-10-15,587.4600219726562
1995-10-22,579.7000122070312
1995-10-29,590.5700073242188
1995-11-05,592.719970703125
1995-11-12,600.0700073242188
1995-11-19,599.969970703125
1995-11-26,606.97998046875
1995-12-03,617.47998046875
1995-12-10,616.3400268554688
1995-12-17,611.9500122070312
1995-12-24,615.9299926757812
