Date,^GSPC
1999-01-01,1279.6400146484375
1999-02-01,1238.3299560546875
1999-03-01,1286.3699951171875
1999-04-01,1335.1800537109375
1999-05-01,1301.8399658203125
1999-06-01,1372.7099609375
1999-07-01,1328.719970703125
1999-08-01,1320.4100341796875
1999-09-01,1282.7099609375
1999-10-01,1362.9300537109375
1999-11-01,1388.9100341796875
1999-12-01,1469.25
