Date,^GSPC
2014-01-01,1837.8800048828125
2014-01-08,1838.8800048828125
2014-01-15,1843.800048828125
2014-01-22,1792.5
2014-01-29,1755.199951171875
2014-02-05,1819.75
2014-02-12,1840.760009765625
2014-02-19,1845.1199951171875
2014-02-26,1873.9100341796875
2014-03-05,1867.6300048828125
2014-03-12,1872.25
2014-03-19,1865.6199951171875
2014-03-26,1885.52001953125
2014-04-02,1851.9599609375
2014-04-09,1842.97998046875
2014-04-16,1879.550048828125
2014-04-23,1878.3299560546875
2014-04-30,1867.719970703125
2014-05-07,1897.449951171875
2014-05-14,1872.8299560546875
2014-05-21,1911.9100341796875
2014-05-28,1924.239990234375
2014-06-04,1950.7900390625
2014-06-11,1941.989990234375
2014-06-18,1949.97998046875
2014-06-25,1973.3199462890625
2014-07-02,1963.7099609375
2014-07-09,1973.280029296875
2014-07-16,1983.530029296875
2014-07-23,1969.949951171875
2014-07-30,1920.2099609375
2014-08-06,1933.75
2014-08-13,1981.5999755859375
2014-08-20,2000.02001953125
2014-08-27,2002.280029296875
2014-09-03,1988.43994140625
2014-09-10,1998.97998046875
2014-09-17,1982.77001953125
2014-09-24,1972.2900390625
2014-10-01,1935.0999755859375
2014-10-08,1877.699951171875
2014-10-15,1941.280029296875
2014-10-22,1985.050048828125
2014-10-29,2012.0999755859375
2014-11-05,2039.6800537109375
2014-11-12,2051.800048828125
2014-11-19,2067.030029296875
2014-11-26,2066.550048828125
2014-12-03,2059.820068359375
2014-12-10,1972.739990234375
2014-12-17,2082.169921875
2014-12-24,2080.35009765625
