Date,^GSPC
2007-01-01,1409.7099609375
2007-01-08,1430.72998046875
2007-01-15,1430.5
2007-01-22,1422.1800537109375
2007-01-29,1448.3900146484375
2007-02-05,1438.06005859375
2007-02-12,1455.5400390625
2007-02-19,1451.18994140625
2007-02-26,1387.1700439453125
2007-03-05,1402.8399658203125
2007-03-12,1386.949951171875
2007-03-19,1436.1099853515625
2007-03-26,1420.8599853515625
2007-04-02,1443.760009765625
2007-04-09,1452.8499755859375
2007-04-16,1484.3499755859375
2007-04-23,1494.0699462890625
2007-04-30,1505.6199951171875
2007-05-07,1505.8499755859375
2007-05-14,1522.75
2007-05-21,1515.72998046875
2007-05-28,1536.3399658203125
2007-06-04,1507.6700439453125
2007-06-11,1532.9100341796875
2007-06-18,1502.56005859375
2007-06-25,1503.3499755859375
2007-07-02,1530.43994140625
2007-07-09,1552.5
2007-07-16,1534.0999755859375
2007-07-23,1458.949951171875
2007-07-30,1433.06005859375
2007-08-06,1453.6400146484375
2007-08-13,1445.93994140625
2007-08-20,1479.3699951171875
2007-08-27,1473.989990234375
2007-09-03,1453.550048828125
2007-09-10,1484.25
2007-09-17,1525.75
2007-09-24,1526.75
2007-10-01,1557.5899658203125
2007-10-08,1561.800048828125
2007-10-15,1500.6300048828125
2007-10-22,1535.280029296875
2007-10-29,1509.6500244140625
2007-11-05,1453.699951171875
2007-11-12,1458.739990234375
2007-11-19,1440.699951171875
2007-11-26,1481.1400146484375
2007-12-03,1504.6600341796875
2007-12-10,1467.949951171875
2007-12-17,1484.4599609375
2007-12-24,1478.489990234375
