Date,^GSPC
2013-01-01,1461.8900146484375
2013-01-08,1470.6800537109375
2013-01-15,1485.97998046875
2013-01-22,1500.1800537109375
2013-01-29,1495.7099609375
2013-02-05,1517.010009765625
2013-02-12,1519.7900390625
2013-02-19,1487.8499755859375
2013-02-26,1525.199951171875
2013-03-05,1556.219970703125
2013-03-12,1552.0999755859375
2013-03-19,1551.68994140625
2013-03-26,1562.1700439453125
2013-04-02,1563.0699462890625
2013-04-09,1552.3599853515625
2013-04-16,1562.5
2013-04-23,1593.6099853515625
2013-04-30,1617.5
2013-05-07,1633.77001953125
2013-05-14,1666.2900390625
2013-05-21,1649.5999755859375
2013-05-28,1640.4200439453125
2013-06-04,1642.81005859375
2013-06-11,1639.0400390625
2013-06-18,1573.0899658203125
2013-06-25,1614.9599609375
2013-07-02,1640.4599609375
2013-07-09,1682.5
2013-07-16,1695.530029296875
2013-07-23,1685.3299560546875
2013-07-30,1707.1400146484375
2013-08-06,1689.469970703125
2013-08-13,1646.06005859375
2013-08-20,1656.780029296875
2013-08-27,1632.969970703125
2013-09-03,1671.7099609375
2013-09-10,1697.5999755859375
2013-09-17,1701.8399658203125
2013-09-24,1681.550048828125
2013-10-01,1676.1199951171875
2013-10-08,1710.1400146484375
2013-10-15,1744.6600341796875
2013-10-22,1762.1099853515625
2013-10-29,1767.9300537109375
2013-11-05,1771.8900146484375
2013-11-12,1791.530029296875
2013-11-19,1802.47998046875
2013-11-26,1800.9000244140625
2013-12-03,1808.3699951171875
2013-12-10,1786.5400390625
2013-12-17,1827.989990234375
2013-12-24,1841.0699462890625
