Date,^GSPC
2012-01-01,1277.81005859375
2012-01-08,1289.0899658203125
2012-01-15,1315.3800048828125
2012-01-22,1316.3299560546875
2012-01-29,1344.9000244140625
2012-02-05,1342.6400146484375
2012-02-12,1361.22998046875
2012-02-19,1365.739990234375
2012-02-26,1369.6300048828125
2012-03-04,1370.8699951171875
2012-03-11,1404.1700439453125
2012-03-18,1397.1099853515625
2012-03-25,1408.469970703125
2012-04-01,1398.0799560546875
2012-04-08,1370.260009765625
2012-04-15,1378.530029296875
2012-04-22,1403.3599853515625
2012-04-29,1369.0999755859375
2012-05-06,1353.3900146484375
2012-05-13,1295.219970703125
2012-05-20,1317.8199462890625
2012-05-27,1278.0400390625
2012-06-03,1325.6600341796875
2012-06-10,1342.8399658203125
2012-06-17,1335.02001953125
2012-06-24,1362.1600341796875
2012-07-01,1354.6800537109375
2012-07-08,1356.780029296875
2012-07-15,1362.6600341796875
2012-07-22,1385.969970703125
2012-07-29,1390.989990234375
2012-08-05,1405.8699951171875
2012-08-12,1418.1600341796875
2012-08-19,1411.1300048828125
2012-08-26,1406.5799560546875
2012-09-02,1437.9200439453125
2012-09-09,1465.77001953125
2012-09-16,1460.1500244140625
2012-09-23,1440.6700439453125
2012-09-30,1460.9300537109375
2012-10-07,1428.5899658203125
2012-10-14,1433.18994140625
2012-10-21,1411.93994140625
2012-10-28,1414.199951171875
2012-11-04,1379.8499755859375
2012-11-11,1359.8800048828125
2012-11-18,1409.1500244140625
2012-11-25,1416.1800537109375
2012-12-02,1418.0699462890625
2012-12-09,1413.5799560546875
2012-12-16,1430.1500244140625
2012-12-23,1402.4300537109375
2012-12-30,1426.18994140625
