Date,^GSPC
1998-01-01,964.0
1998-01-08,957.9400024414062
1998-01-15,970.8099975585938
1998-01-22,977.4600219726562
1998-01-29,1006.9000244140625
1998-02-05,1020.010009765625
1998-02-12,1032.0799560546875
1998-02-19,1042.9000244140625
1998-02-26,1047.3299560546875
1998-03-05,1068.469970703125
1998-03-12,1085.52001953125
1998-03-19,1101.9300537109375
1998-03-26,1108.1500244140625
1998-04-02,1101.6500244140625
1998-04-09,1119.3199462890625
1998-04-16,1130.5400390625
1998-04-23,1094.6199951171875
1998-04-30,1104.9200439453125
1998-05-07,1118.8599853515625
1998-05-14,1119.06005859375
1998-05-21,1092.22998046875
1998-05-28,1082.72998046875
1998-06-04,1112.280029296875
1998-06-11,1107.1099853515625
1998-06-18,1132.8800048828125
1998-06-25,1148.56005859375
1998-07-02,1166.3800048828125
1998-07-09,1174.81005859375
1998-07-16,1164.0799560546875
1998-07-23,1125.2099609375
1998-07-30,1081.4300537109375
1998-08-06,1084.219970703125
1998-08-13,1098.06005859375
1998-08-20,1084.18994140625
1998-08-27,990.47998046875
1998-09-03,1006.2000122070312
1998-09-10,1045.47998046875
1998-09-17,1066.0899658203125
1998-09-24,1017.010009765625
1998-10-01,970.6799926757812
1998-10-08,1005.530029296875
1998-10-15,1069.9200439453125
1998-10-22,1068.0899658203125
1998-10-29,1118.6700439453125
1998-11-05,1120.969970703125
1998-11-12,1144.47998046875
1998-11-19,1186.8699951171875
1998-11-26,1171.25
1998-12-03,1183.489990234375
1998-12-10,1161.93994140625
1998-12-17,1228.5400390625
1998-12-24,1231.9300537109375
