Date,^GSPC
2024-01-01,4697.240234375
2024-01-08,4783.830078125
2024-01-15,4839.81005859375
2024-01-22,4890.97021484375
2024-01-29,4958.60986328125
2024-02-05,5026.60986328125
2024-02-12,5005.56982421875
2024-02-19,5088.7998046875
2024-02-26,5137.080078125
2024-03-04,5123.68994140625
2024-03-11,5117.08984375
2024-03-18,5234.18017578125
2024-03-25,5254.35009765625
2024-04-01,5204.33984375
2024-04-08,5123.41015625
2024-04-15,4967.22998046875
2024-04-22,5099.9599609375
2024-04-29,5127.7900390625
2024-05-06,5222.68017578125
2024-05-13,5303.27001953125
2024-05-20,5304.72021484375
2024-05-27,5277.509765625
2024-06-03,5346.990234375
2024-06-10,5431.60009765625
2024-06-17,5464.6201171875
2024-06-24,5460.47998046875
2024-07-01,5567.18994140625
2024-07-08,5615.35009765625
2024-07-15,5505.0
2024-07-22,5459.10009765625
2024-07-29,5346.56005859375
2024-08-05,5344.16015625
2024-08-12,5554.25
2024-08-19,5634.60986328125
2024-08-26,5648.39990234375
2024-09-02,5408.419921875
2024-09-09,5626.02001953125
2024-09-16,5702.5498046875
2024-09-23,5738.169921875
2024-09-30,5751.06982421875
2024-10-07,5815.02978515625
2024-10-14,5864.669921875
2024-10-21,5808.1201171875
2024-10-28,5728.7998046875
2024-11-04,5995.5400390625
2024-11-11,5870.6201171875
2024-11-18,5969.33984375
2024-11-25,6032.3798828125
2024-12-02,6090.27001953125
2024-12-09,6051.08984375
2024-12-16,5930.85009765625
2024-12-23,5970.83984375
2024-12-30,5881.6298828125
