Date,^GSPC
1996-01-01,616.7100219726562
1996-01-08,601.8099975585938
1996-01-15,611.8300170898438
1996-01-22,621.6199951171875
1996-01-29,635.8400268554688
1996-02-05,656.3699951171875
1996-02-12,647.97998046875
1996-02-19,659.0800170898438
1996-02-26,644.3699951171875
1996-03-04,633.5
1996-03-11,641.4299926757812
1996-03-18,650.6199951171875
1996-03-25,645.5
1996-04-01,655.8599853515625
1996-04-08,636.7100219726562
1996-04-15,645.0700073242188
1996-04-22,653.4600219726562
1996-04-29,641.6300048828125
1996-05-06,652.0900268554688
1996-05-13,668.9099731445312
1996-05-20,678.510009765625
1996-05-27,669.1199951171875
1996-06-03,673.3099975585938
1996-06-10,665.8499755859375
1996-06-17,666.8400268554688
1996-06-24,670.6300048828125
1996-07-01,657.4400024414062
1996-07-08,646.1900024414062
1996-07-15,638.72998046875
1996-07-22,635.9000244140625
1996-07-29,662.489990234375
1996-08-05,662.0999755859375
1996-08-12,665.2100219726562
1996-08-19,667.030029296875
1996-08-26,651.989990234375
1996-09-02,655.6799926757812
1996-09-09,680.5399780273438
1996-09-16,687.030029296875
1996-09-23,686.1900024414062
1996-09-30,701.4600219726562
1996-10-07,700.6599731445312
1996-10-14,710.8200073242188
1996-10-21,700.9199829101562
1996-10-28,703.77001953125
1996-11-04,730.8200073242188
1996-11-11,737.6199951171875
1996-11-18,748.72998046875
1996-11-25,757.02001953125
1996-12-02,739.5999755859375
1996-12-09,728.6400146484375
1996-12-16,748.8699951171875
1996-12-23,756.7899780273438
1996-12-30,740.739990234375
