Date,^GSPC
2016-01-01,1943.0899658203125
2016-01-08,1921.8399658203125
2016-01-15,1868.989990234375
2016-01-22,1893.3599853515625
2016-01-29,1915.449951171875
2016-02-05,1829.0799560546875
2016-02-12,1917.8299560546875
2016-02-19,1951.699951171875
2016-02-26,1993.4000244140625
2016-03-04,1989.5699462890625
2016-03-11,2040.5899658203125
2016-03-18,2035.93994140625
2016-03-25,2059.739990234375
2016-04-01,2041.9100341796875
2016-04-08,2082.780029296875
2016-04-15,2091.47998046875
2016-04-22,2075.81005859375
2016-04-29,2050.6298828125
2016-05-06,2064.110107421875
2016-05-13,2040.0400390625
2016-05-20,2090.10009765625
2016-05-27,2105.260009765625
2016-06-03,2115.47998046875
2016-06-10,2077.989990234375
2016-06-17,2113.320068359375
2016-06-24,2098.860107421875
2016-07-01,2097.89990234375
2016-07-08,2163.75
2016-07-15,2165.169921875
2016-07-22,2170.06005859375
2016-07-29,2164.25
2016-08-05,2185.7900390625
2016-08-12,2187.02001953125
2016-08-19,2172.469970703125
2016-08-26,2170.860107421875
2016-09-02,2181.300048828125
2016-09-09,2147.260009765625
2016-09-16,2177.179931640625
2016-09-23,2151.1298828125
2016-09-30,2160.77001953125
2016-10-07,2132.550048828125
2016-10-14,2141.340087890625
2016-10-21,2133.0400390625
2016-10-28,2088.659912109375
2016-11-04,2167.47998046875
2016-11-11,2187.1201171875
2016-11-18,2204.719970703125
2016-11-25,2191.080078125
2016-12-02,2246.18994140625
2016-12-09,2262.030029296875
2016-12-16,2260.9599609375
2016-12-23,2249.260009765625
2016-12-30,2238.830078125
