Date,AAPL,AMZN,AVGO,BRK-A,COST,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PG,TSLA,UNH,V,WMT,XOM
2023-01-01,142.01266479492188,103.12999725341797,55.81645584106445,473000.0,489.9096374511719,98.02977752685547,298.3698425292969,148.38465881347656,128.7447509765625,335.5121154785156,362.97198486328125,147.81004333496094,241.4723358154297,19.516408920288086,130.08468627929688,173.22000122070312,468.9216613769531,224.60206604003906,46.13946533203125,103.9463119506836
2023-02-01,145.08343505859375,94.2300033569336,56.701873779296875,463525.0,464.06927490234375,89.3217544555664,272.93890380859375,139.15943908691406,132.83712768554688,303.4086608886719,348.54180908203125,173.5778350830078,243.0411376953125,23.191524505615234,126.46955108642578,205.7100067138672,447.0813903808594,214.5822296142578,45.581443786621094,98.48063659667969
2023-03-01,162.54518127441406,103.29000091552734,61.210052490234375,465600.0,477.061279296875,102.87969970703125,271.63189697265625,141.75160217285156,120.75347137451172,335.8836669921875,356.5075988769531,210.2897491455078,281.63043212890625,27.747718811035156,136.70223999023438,207.4600067138672,443.9344787597656,220.3986053466797,47.2875862121582,99.01272583007812
2023-04-01,167.25692749023438,105.44999694824219,60.205299377441406,502880.0,483.1580810546875,106.46011352539062,278.623779296875,149.70799255371094,128.10191345214844,387.1728210449219,372.8119201660156,238.4487762451172,300.15185546875,27.72445297241211,143.7722625732422,164.30999755859375,463.8985900878906,227.50537109375,48.61490249633789,106.84993743896484
2023-05-01,174.71884155273438,120.58000183105469,77.6432113647461,488024.0,491.1656799316406,121.86280059814453,262.77996826171875,141.80645751953125,126.74439239501953,420.03546142578125,358.6488037109375,262.6587829589844,320.79302978515625,37.80052947998047,131.83152770996094,203.92999267578125,459.3263854980469,216.0680389404297,47.29462814331055,92.25897216796875
2023-06-01,191.46453857421875,130.36000061035156,83.35813903808594,517810.0,517.99462890625,118.71878814697266,290.0604553222656,152.5145263671875,135.83157348632812,459.88134765625,386.4351806640625,284.7455139160156,333.38916015625,42.26457977294922,140.3797607421875,261.7699890136719,453.1045837402344,232.60134887695312,50.80689239501953,97.67699432373047
2023-07-01,193.9124755859375,133.67999267578125,86.81840515136719,535400.0,539.4406127929688,131.63206481933594,311.7235412597656,154.36656188964844,147.5244598388672,445.73126220703125,387.3980712890625,316.1192626953125,328.8661804199219,46.6925048828125,144.59837341308594,267.42999267578125,479.3200378417969,232.84620666503906,51.67317199707031,97.66790008544922
2023-08-01,185.44332885742188,138.00999450683594,89.16022491455078,546725.0,528.4818725585938,135.05377197265625,308.41802978515625,148.97622680664062,137.60133361816406,543.4480590820312,406.0238952636719,293.58612060546875,320.87750244140625,49.31644821166992,143.6847381591797,258.0799865722656,451.12139892578125,240.63287353515625,52.56208419799805,101.26530456542969
2023-09-01,169.22674560546875,127.12000274658203,80.24217224121094,531477.0,544.59521484375,129.7873077392578,283.9440002441406,144.5541229248047,136.36952209472656,527.8382568359375,389.5621032714844,297.8724670410156,309.7742004394531,43.46501922607422,135.79017639160156,250.22000122070312,477.2564697265625,225.7084197998047,51.879573822021484,107.9627914428711
2023-10-01,168.7918243408203,133.08999633789062,81.727294921875,517825.0,532.5264892578125,123.0628890991211,267.5271911621094,137.6768035888672,130.7649688720703,544.3475952148438,370.31573486328125,298.9242248535156,331.7110290527344,40.75150680541992,139.6722869873047,200.83999633789062,508.9242858886719,230.7032470703125,53.008453369140625,97.19220733642578
2023-11-01,187.7496337890625,146.08999633789062,89.92168426513672,545900.0,571.3738403320312,131.44361877441406,294.5909118652344,143.54248046875,147.8527069091797,580.815673828125,407.7851257324219,324.6026611328125,371.7387390136719,46.73732376098633,143.82342529296875,240.0800018310547,525.4683837890625,251.87965393066406,50.5041618347168,94.33657836914062
2023-12-01,190.5504608154297,151.94000244140625,108.42803192138672,542625.0,637.4541625976562,138.54493713378906,327.84466552734375,146.63795471191406,161.1337127685547,573.8945922851562,420.2799377441406,351.2039489746094,369.67193603515625,49.48739242553711,137.28427124023438,248.47999572753906,500.2862854003906,256.02490234375,51.13996505737305,92.64181518554688
