Date,AIG,BAC,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,JPM,KO,MSFT,PFE,PG,UPS,VZ,WFC,WMT,XOM
2004-01-01,822.2069091796875,24.322776794433594,294.8017578125,16.546031951904297,18.620214462280273,94.26954650878906,20.972583770751953,50.04450225830078,17.53168296813965,28.6126766204834,21.25845718383789,12.687148094177246,17.000736236572266,13.875450134277344,27.359169006347656,35.71013641357422,10.63918685913086,15.495528221130371,11.689311981201172,19.645946502685547
2004-02-01,876.0734252929688,24.46013069152832,301.90191650390625,14.90494441986084,19.051496505737305,91.15802764892578,21.469253540039062,48.667640686035156,16.7734317779541,28.875123977661133,22.632291793823242,12.872665405273438,16.312097549438477,13.883033752441406,27.874771118164062,35.38945007324219,11.180232048034668,15.479339599609375,12.928791999816895,20.31060791015625
2004-03-01,844.70068359375,24.179466247558594,310.5518493652344,15.16880989074707,19.08797836303711,86.07391357421875,22.090091705322266,46.392574310302734,15.64449691772461,27.28634262084961,23.14540672302246,12.96026611328125,15.328337669372559,13.336549758911133,28.519229888916016,35.1318244934082,10.658113479614258,15.415478706359863,12.957009315490723,20.155643463134766
2004-04-01,848.9989013671875,24.268489837646484,288.86724853515625,13.456924438476562,19.896896362304688,84.46641540527344,20.846233367919922,44.53870391845703,14.799003601074219,29.067054748535156,20.74534034729004,13.095451354980469,16.06615447998047,13.606706619262695,28.76667594909668,35.287750244140625,11.008140563964844,15.35835075378418,12.400894165039062,20.620880126953125
2004-05-01,868.5499267578125,25.064476013183594,281.21868896484375,14.396529197692871,19.65770149230957,87.76609802246094,21.27867317199707,44.750858306884766,16.420976638793945,29.970840454101562,20.490877151489258,13.297429084777832,16.127641677856445,13.4468994140625,29.459474563598633,36.0775032043457,10.19062328338623,15.994893074035645,12.124594688415527,20.960119247436523
2004-06-01,844.6142578125,25.51371955871582,281.64251708984375,15.25247573852539,20.626907348632812,91.3759994506836,20.852153778076172,44.61888122558594,15.898762702941895,30.121761322021484,21.564361572265625,13.072141647338867,17.56024932861328,13.105606079101562,29.74911117553711,37.965248107910156,10.665084838867188,15.691583633422852,11.44883918762207,21.66138458251953
2004-07-01,838.0106201171875,25.88063621520996,267.0455627441406,13.46336555480957,20.96445083618164,94.33776092529297,20.022905349731445,44.07221221923828,14.04390811920166,29.88922119140625,20.763412475585938,11.413113594055176,17.517208099365234,12.218648910522461,28.49772071838379,36.34400939941406,11.357620239257812,15.74094295501709,11.560052871704102,22.58324432373047
2004-08-01,845.0089721679688,27.38762092590332,284.7089538574219,12.073259353637695,21.36991310119629,93.0326156616211,21.70928955078125,42.86750793457031,12.263937950134277,31.419647216796875,22.209672927856445,11.634297370910645,16.78553581237793,12.490083694458008,30.726131439208984,36.89453125,11.691689491271973,16.10834312438965,11.485908508300781,22.485692977905273
2004-09-01,806.4593505859375,26.382965087890625,269.6728210449219,11.648507118225098,23.7097225189209,95.2740478515625,23.33121681213379,43.49089813232422,11.57455825805664,30.61745834350586,22.29383087158203,10.421686172485352,17.050886154174805,11.762223243713379,29.710525512695312,38.49533462524414,11.7304048538208,16.4873104095459,11.62899398803711,23.714773178100586
2004-10-01,720.8668823242188,27.54753303527832,271.2008972167969,12.362865447998047,23.453351974487305,97.38011932373047,24.450157165527344,45.52494430541992,12.843958854675293,31.7316951751709,21.659761428833008,10.642345428466797,17.24822425842285,11.127985954284668,28.096548080444336,40.14830780029297,11.647005081176758,16.512191772460938,11.786376953125,24.151477813720703
2004-11-01,752.2137451171875,28.457805633544922,276.0357666015625,12.066824913024902,24.134050369262695,100.91915130615234,24.84892463684082,47.80247497558594,12.913191795349121,32.786155700683594,21.306259155273438,10.288999557495117,16.532886505126953,10.674409866333008,29.498334884643555,42.66836166381836,12.39738941192627,17.07900619506836,11.379794120788574,25.147567749023438
2004-12-01,779.761474609375,28.9006290435791,297.1935119628906,12.433655738830566,23.386842727661133,104.17279052734375,25.488506317138672,50.100563049316406,13.519879341125488,34.634002685546875,22.07589340209961,10.96764087677002,18.36470603942871,10.3983736038208,30.380855560302734,43.47786331176758,12.180890083312988,17.3231143951416,11.545924186706543,25.288572311401367
