Date,AAPL,AMZN,BAC,BRK-A,CVX,GOOGL,HD,INTC,JNJ,JPM,META,MSFT,PFE,PG,UNH,V,VZ,WFC,WMT,XOM
2017-01-01,27.943252563476562,41.17399978637695,18.365110397338867,245980.0,75.08936309814453,40.6733283996582,109.99462890625,30.05938148498535,87.81417083740234,65.84201049804688,129.30528259277344,58.02912139892578,19.96483039855957,67.73004913330078,139.41925048828125,77.53978729248047,29.435842514038086,43.625362396240234,19.04115104675293,55.67565155029297
2017-02-01,31.54468536376953,42.25199890136719,20.019908905029297,257100.0,75.86486053466797,41.90019607543945,115.85494995117188,29.55321502685547,94.76178741455078,70.892333984375,134.48463439941406,57.42771911621094,21.468643188476562,70.97099304199219,142.2403106689453,82.44287872314453,30.126924514770508,44.82575988769531,20.236574172973633,53.970008850097656
2017-03-01,33.22401809692383,44.32699966430664,19.13572883605957,249850.0,73.0985107421875,42.04252243041992,117.38998413085938,29.65732192993164,97.21525573730469,68.7175064086914,140.94395446777344,59.473575592041016,21.744569778442383,70.02023315429688,141.06198120117188,83.47333526611328,29.592737197875977,43.39923095703125,20.564666748046875,54.92563247680664
2017-04-01,33.2216796875,46.2495002746582,18.990642547607422,247780.0,72.64234161376953,45.847076416015625,125.56083679199219,29.723085403442383,96.37227630615234,68.06037902832031,149.08010864257812,61.82146072387695,21.560245513916016,68.05643463134766,150.97171020507812,85.68061828613281,27.868770599365234,41.98015213012695,21.6068172454834,54.68453598022461
2017-05-01,35.32854461669922,49.73099899291992,18.233949661254883,248440.0,70.45014190673828,48.94993209838867,123.47759246826172,29.690200805664062,100.10323333740234,64.63546752929688,150.2806854248047,63.06763458251953,20.753007888793945,69.17436218261719,151.23072814941406,89.4471206665039,28.649709701538086,39.87490463256836,22.589731216430664,53.9143180847168
2017-06-01,33.444740295410156,48.400001525878906,19.804035186767578,254700.0,71.75135803222656,46.10295486450195,124.10213470458984,27.94792366027832,103.94131469726562,71.91336059570312,149.8043975830078,62.602664947509766,21.55714225769043,68.43620300292969,160.0708465576172,88.24146270751953,27.433456420898438,43.50743865966797,21.896076202392578,54.57894515991211
2017-07-01,34.53851318359375,49.388999938964844,19.68975067138672,262786.0,75.09376525878906,46.88747787475586,121.02787780761719,29.380939483642578,104.2791748046875,72.22805786132812,167.93215942382812,66.026611328125,21.28118324279785,71.31812286376953,166.27101135253906,93.68010711669922,29.730838775634766,42.35320281982422,23.143064498901367,54.11246871948242
2017-08-01,38.08454513549805,49.029998779296875,19.50199317932129,271450.0,74.0140151977539,47.3704833984375,121.24636840820312,29.04960823059082,104.0041732788086,71.90542602539062,170.63096618652344,67.90660858154297,21.768932342529297,73.02522277832031,172.41697692871094,97.40624237060547,29.853160858154297,40.099700927734375,22.58755874633789,51.604248046875
2017-09-01,35.93073654174805,48.067501068115234,20.791471481323242,274740.0,81.6207504272461,48.28690719604492,133.1041717529297,31.779680252075195,102.7996826171875,75.56044006347656,169.53953552246094,68.01274871826172,23.135080337524414,72.00428771972656,169.7731170654297,99.18412017822266,30.799097061157227,43.617835998535156,22.75002098083496,55.96125793457031
2017-10-01,39.409114837646484,55.263999938964844,22.47350311279297,280470.0,80.50236511230469,51.228599548339844,134.91082763671875,37.96369934082031,110.23233032226562,79.59518432617188,178.657958984375,75.94711303710938,22.720325469970703,68.33204650878906,182.92137145996094,103.65135955810547,29.790912628173828,44.40082550048828,25.419816970825195,56.896446228027344
2017-11-01,40.06422805786133,58.837501525878906,23.113494873046875,291500.0,82.6557388305664,51.383811950683594,146.33645629882812,37.42123031616211,110.16907501220703,83.1718521118164,175.80039978027344,76.85102081298828,23.497987747192383,71.75444030761719,198.54042053222656,106.1111831665039,32.050296783447266,44.66182327270508,28.307964324951172,56.855472564697266
2017-12-01,39.5952262878418,58.4734992980957,24.324373245239258,297600.0,87.7766342163086,52.23824691772461,155.01976013183594,38.75112533569336,111.15402221679688,85.09756469726562,175.0860137939453,78.49413299560547,23.686546325683594,73.26146697998047,192.47930908203125,107.64928436279297,33.3350830078125,48.31882095336914,28.750507354736328,57.62279510498047
