Date,AAPL,BAC,BRK-A,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,PM,T,VZ,WFC,WMT,XOM
2012-01-01,13.677509307861328,5.541703701019287,117925.0,57.593536376953125,68.96900939941406,14.39826488494873,109.21110534667969,43.95817947387695,25.24515151977539,21.757375717163086,23.07431983947754,22.988420486450195,11.295209884643555,41.55646514892578,38.25796890258789,8.056337356567383,18.0250186920166,19.645511627197266,15.381010055541992,47.912601470947266
2012-02-01,16.253131866455078,6.194582939147949,117934.0,60.94458770751953,70.22230529785156,15.344897270202637,111.55290985107422,43.404598236083984,26.74934196472168,22.508071899414062,24.801176071166992,23.889142990112305,11.152700424194336,44.9316291809082,42.73514175415039,8.543292999267578,18.477659225463867,21.04444694519043,14.809496879577637,49.49176025390625
2012-03-01,17.964311599731445,7.447335720062256,121900.0,60.336788177490234,74.63658905029297,15.915504455566406,118.772705078125,44.38008117675781,31.343894958496094,23.84514617919922,25.373451232910156,23.815641403198242,12.079154014587402,44.65920639038086,45.33957290649414,8.72203254699707,18.53583335876465,23.055957794189453,15.340914726257324,49.89497756958008
2012-04-01,17.4977970123291,6.311168670654297,120800.0,59.970970153808594,72.81437683105469,15.012309074401855,117.87898254394531,43.801448822021484,29.298851013183594,24.769485473632812,25.1846866607666,24.01165199279785,12.212475776672363,42.287044525146484,46.203670501708984,9.191229820251465,19.57826805114746,22.63625144958496,14.865717887878418,49.67060470581055
2012-05-01,17.310527801513672,5.7197418212890625,118850.0,55.327945709228516,70.99214172363281,14.41688060760498,109.8071060180664,42.0049934387207,22.745798110961914,24.253448486328125,22.958805084228516,21.662628173828125,11.663186073303223,41.740116119384766,43.62274169921875,9.72253704071045,20.45560073852539,21.70831871032715,16.609424591064453,45.235103607177734
2012-06-01,17.498394012451172,6.374208927154541,124945.0,59.90878677368164,77.50009155273438,14.397273063659668,111.79908752441406,45.899147033691406,24.516061782836914,25.376394271850586,24.217815399169922,24.306007385253906,12.387362480163574,41.0432243347168,45.04225158691406,10.146489143371582,21.83110237121582,22.796918869018555,17.71297264099121,49.56675720214844
2012-07-01,18.30021095275879,5.71964693069458,127445.0,62.22560501098633,78.04126739501953,15.710246086120605,112.02772521972656,47.02693176269531,24.701322555541992,26.402511596679688,23.33112335205078,24.71519660949707,12.94748592376709,43.24783706665039,47.62627410888672,10.789539337158203,22.174970626831055,23.049163818359375,18.909576416015625,50.30821228027344
2012-08-01,19.932588577270508,6.2261552810668945,126560.0,63.6906852722168,77.89083099365234,17.003856658935547,111.3818359375,45.810829162597656,25.69601058959961,24.441932678222656,24.39990234375,25.95546531677246,12.850542068481445,45.41413116455078,46.511661529541016,10.597936630249023,21.331819534301758,23.199134826660156,18.44466209411621,50.56886672973633
2012-09-01,20.074134826660156,6.880717754364014,132700.0,66.71914672851562,85.41288757324219,18.726604461669922,119.09063720703125,47.241729736328125,28.006853103637695,24.788301467895508,23.716793060302734,25.799646377563477,13.507345199584961,46.880859375,46.84502410888672,10.904536247253418,22.638357162475586,23.69348907470703,18.85093116760254,53.31703186035156
2012-10-01,17.914169311523438,7.2716383934021,129505.0,63.10154724121094,79.81214141845703,16.884971618652344,111.67365264892578,48.5511474609375,28.837093353271484,24.463319778442383,22.74453353881836,25.488012313842773,13.518217086791992,46.79973602294922,46.55575942993164,10.004982948303223,22.176353454589844,23.117101669311523,19.162561416625977,53.15379333496094
2012-11-01,17.612043380737305,7.692956924438477,131916.0,60.497108459472656,80.07737731933594,17.333465576171875,109.11329650878906,47.80389404296875,28.63189125061035,24.950212478637695,21.214420318603516,26.441862106323242,13.599759101867676,47.58612060546875,47.24968338012695,10.024250030517578,22.159500122070312,22.6505126953125,18.396259307861328,51.38724899291992
2012-12-01,16.087017059326172,9.05833625793457,134060.0,62.4332160949707,79.54682159423828,17.557090759277344,110.44419860839844,48.4825325012207,30.646156311035156,24.01506233215332,21.4610538482666,27.378576278686523,13.754828453063965,46.264095306396484,43.969329833984375,9.90089225769043,21.732585906982422,23.604652404785156,17.428173065185547,50.776180267333984
