Date,AAPL,AMZN,BAC,BRK-A,CVX,GOOGL,INTC,JNJ,JPM,KO,META,MSFT,PFE,PG,T,V,VZ,WFC,WMT,XOM
2016-01-01,21.926631927490234,29.350000381469727,11.293313980102539,194360.0,55.825767517089844,37.75545120239258,24.515548706054688,78.75700378417969,44.96506118774414,31.130414962768555,111.33628845214844,48.12754821777344,18.485515594482422,61.151058197021484,13.073830604553223,69.30653381347656,28.71734619140625,37.689815521240234,18.398469924926758,49.90437316894531
2016-02-01,21.780208587646484,27.625999450683594,9.999456405639648,202555.0,53.869571685791016,35.56703567504883,23.385398864746094,79.33767700195312,42.832191467285156,31.282724380493164,106.08748626708984,44.449607849121094,17.988367080688477,60.626914978027344,13.647242546081543,67.35266876220703,29.51271629333496,35.20616912841797,18.392927169799805,51.37873458862305
2016-03-01,24.684106826782227,29.68199920654297,10.798133850097656,213450.0,62.37226486206055,37.83231735229492,25.791690826416016,82.18367004394531,45.053680419921875,33.64724349975586,113.21157836914062,48.59626770019531,18.150842666625977,62.152217864990234,14.467184066772461,71.29845428466797,31.46161651611328,36.567501068115234,18.9890193939209,54.07024002075195
2016-04-01,21.230276107788086,32.97949981689453,11.67301082611084,219000.0,66.80500793457031,35.1038703918457,24.141345977783203,85.13075256347656,48.08159255981445,32.747406005859375,116.66447448730469,43.88006591796875,20.03083610534668,60.49852752685547,14.337921142578125,72.0069808959961,29.6348819732666,37.79246139526367,18.677120208740234,57.18159484863281
2016-05-01,22.6163387298584,36.13949966430664,11.857406616210938,211695.0,66.03353881835938,37.13557434082031,25.185771942138672,85.59407043457031,50.02406692504883,32.60120391845703,117.8849105834961,46.634117126464844,21.24946403503418,61.694515228271484,14.698152542114258,73.591796875,29.9241886138916,38.352027893066406,19.76919937133789,57.5826416015625
2016-06-01,21.783357620239258,35.78099822998047,10.6387939453125,216975.0,69.26207733154297,34.88814926147461,26.3763484954834,92.79163360595703,47.62517166137695,33.13481903076172,113.39017486572266,45.33883285522461,21.754865646362305,64.45797729492188,16.222402572631836,69.26739501953125,32.828433990478516,36.062740325927734,20.54417610168457,61.14536666870117
2016-07-01,23.745222091674805,37.94049835205078,11.656298637390137,216000.0,67.70941162109375,39.24265670776367,28.032907485961914,95.79800415039062,49.02771759033203,32.13673782348633,122.9749526977539,50.220947265625,22.792879104614258,65.15837097167969,16.252437591552734,72.89094543457031,32.575618743896484,36.550376892089844,20.530105590820312,58.02092361450195
2016-08-01,24.175874710083008,38.45800018310547,12.98361873626709,225760.0,66.4540786743164,39.16876983642578,28.861190795898438,91.29228973388672,52.13589859008789,31.989439010620117,125.13798522949219,50.91204071044922,21.501550674438477,66.98863983154297,15.575998306274414,75.55257415771484,31.075475692749023,38.706668853759766,20.09964370727539,56.84028625488281
2016-09-01,25.8990478515625,41.865501403808594,12.648033142089844,216220.0,68.71662902832031,39.87344741821289,30.5870304107666,90.96952819824219,51.433021545410156,31.171829223632812,127.27124786376953,51.35417938232422,21.100887298583984,68.86071014404297,15.473118782043457,77.36759948730469,30.86763572692871,34.00975799560547,20.429859161376953,57.417091369628906
2016-10-01,26.01130485534668,39.49100112915039,13.334988594055176,215700.0,69.93846130371094,40.163055419921875,28.25350570678711,89.3215560913086,53.49528884887695,31.485910415649414,129.97007751464844,53.42261505126953,19.755220413208008,66.59732818603516,14.0176362991333,77.18986511230469,28.563549041748047,35.3385009765625,19.834980010986328,54.8120002746582
2016-11-01,25.319440841674805,37.528499603271484,17.068788528442383,237000.0,74.48527526855469,38.47599792480469,28.115772247314453,85.70986938476562,62.37214279174805,29.963590621948242,117.49794006347656,53.72575759887695,20.023103713989258,63.75593948364258,14.956936836242676,72.3344955444336,29.970396041870117,40.64579772949219,19.95111656188965,57.430240631103516
2016-12-01,26.66987419128418,37.493499755859375,17.92706871032715,244121.0,79.37152099609375,39.297706604003906,29.610366821289062,89.33396911621094,67.13349151611328,31.04815673828125,114.1541748046875,55.77616882324219,20.436742782592773,65.00847625732422,16.466957092285156,73.1429672241211,32.060508728027344,42.68050765991211,19.58003807067871,59.90327072143555
