Date,^GSPC
2001-01-01,1366.010009765625
2001-02-01,1239.93994140625
2001-03-01,1160.3299560546875
2001-04-01,1249.4599609375
2001-05-01,1255.8199462890625
2001-06-01,1224.3800048828125
2001-07-01,1211.22998046875
2001-08-01,1133.5799560546875
2001-09-01,1040.93994140625
2001-10-01,1059.780029296875
2001-11-01,1139.449951171875
2001-12-01,1148.0799560546875
