Date,AAPL,AMZN,BAC,BRK-A,CVX,DIS,GE,GOOGL,JNJ,JPM,KO,META,MSFT,PFE,PG,V,VZ,WFC,WMT,XOM
2015-01-01,25.949108123779297,17.726499557495117,11.953944206237793,215865.0,63.32249450683594,82.82545471191406,97.64842224121094,26.657182693481445,73.34080505371094,40.011409759521484,28.89912986755371,75.31893157958984,34.358741760253906,18.334074020385742,61.09788513183594,58.879520416259766,25.04800796508789,37.9322624206543,22.923511505126953,54.18046569824219
2015-02-01,28.45189094543457,19.007999420166016,12.474709510803223,221180.0,65.88556671142578,94.77213287353516,106.23200988769531,27.900901794433594,75.0765380859375,45.378299713134766,30.39426612854004,78.35511016845703,37.29283905029297,20.135221481323242,62.14567184448242,62.66759490966797,27.418010711669922,40.029056549072266,22.6402645111084,54.87460708618164
2015-03-01,27.668079376220703,18.604999542236328,12.143316268920898,217500.0,65.47261047363281,95.50968933105469,102.34105682373047,27.50765037536621,74.19341278076172,44.85993957519531,28.463916778564453,81.57980346679688,34.82595443725586,20.591020584106445,59.81692886352539,60.54388427734375,26.963354110717773,40.00608444213867,22.187082290649414,53.07714080810547
2015-04-01,27.828174591064453,21.089000701904297,12.608696937561035,213400.0,69.26454162597656,98.99717712402344,111.70477294921875,27.213579177856445,73.16090393066406,46.84450912475586,28.707185745239258,78.15666198730469,41.66094970703125,20.082015991210938,58.04300308227539,61.136253356933594,27.96693229675293,40.52088165283203,21.180585861206055,54.55705261230469
2015-05-01,28.968875885009766,21.46150016784668,13.059854507446289,214800.0,64.23776245117188,100.4996109008789,112.48854064941406,27.042491912841797,73.85418701171875,49.03433609008789,28.990299224853516,78.57341003417969,40.1363639831543,20.56734848022461,57.685699462890625,63.570579528808594,27.721933364868164,41.153324127197266,20.15479850769043,53.20204544067383
2015-06-01,28.006933212280273,21.704500198364258,13.471440315246582,204850.0,60.764739990234375,103.9324722290039,109.60104370117188,26.78066062927246,72.40177917480469,50.51028823852539,27.765846252441406,85.10215759277344,38.060951232910156,20.009477615356445,57.57529830932617,62.2631950378418,26.135086059570312,41.63948440551758,19.36989402770996,52.38285827636719
2015-07-01,27.08475112915039,26.8075008392334,14.194581985473633,214000.0,55.73197555541992,109.26841735839844,108.57807159423828,32.60551452636719,74.44473266601562,51.08427810668945,29.31510353088379,93.27800750732422,40.2592658996582,21.51927947998047,56.44204330444336,69.85719299316406,26.236024856567383,42.846309661865234,19.65663719177246,49.87074279785156
2015-08-01,25.177879333496094,25.644500732421875,12.972006797790527,202531.0,51.0141487121582,93.30840301513672,103.25315856933594,32.12548065185547,69.81653594970703,48.094322204589844,28.05913734436035,88.73365783691406,37.517822265625,19.227720260620117,52.430538177490234,66.11119079589844,26.10250473022461,39.484954833984375,17.676773071289062,47.3712272644043
2015-09-01,24.74007797241211,25.594499588012695,12.368659019470215,195240.0,50.31114959716797,93.60147857666016,104.91719818115234,31.656856536865234,69.87903594970703,45.74588394165039,28.630029678344727,89.20001220703125,38.40739059448242,18.890817642211914,53.372764587402344,64.69637298583984,24.6841983795166,38.26715087890625,17.827716827392578,47.248870849609375
2015-10-01,26.803617477416992,31.295000076293945,13.364203453063965,204596.0,57.96497344970703,104.17058563232422,121.38621520996094,36.56726837158203,75.62805938720703,48.206886291503906,30.483211517333984,101.176025390625,45.679298400878906,20.34025764465332,56.66682815551758,72.05203247070312,26.5960750579834,40.34632873535156,15.738100051879883,52.580657958984375
2015-11-01,26.534461975097656,33.2400016784668,13.881890296936035,201360.0,58.24560546875,103.92330932617188,125.66744995117188,37.829837799072266,75.78526306152344,50.391090393066406,30.677541732788086,103.42835235595703,47.16315460205078,19.708757400512695,56.023319244384766,73.38013458251953,26.11974334716797,41.061737060546875,16.178024291992188,51.894317626953125
2015-12-01,23.710676193237305,33.794498443603516,13.40402603149414,197800.0,58.07893753051758,96.23918914794922,130.74623107910156,38.58161926269531,77.4599609375,49.899879455566406,31.159433364868164,103.8450927734375,48.46824264526367,19.570756912231445,59.444305419921875,72.15359497070312,26.562255859375,40.78872299194336,16.854398727416992,49.96847915649414
