Date,AAPL,AMZN,BAC,BRK-A,DIS,GOOGL,HD,JNJ,JPM,MA,META,MSFT,NVDA,PG,PYPL,TSLA,UNH,V,VZ,WMT
2020-01-01,74.60855865478516,100.43599700927734,28.175914764404297,335996.0,135.12782287597656,71.05175018310547,195.97911071777344,125.07469940185547,111.10240173339844,304.4913330078125,200.33786010742188,161.2621307373047,5.884145736694336,105.76226043701172,113.28433990478516,43.371334075927734,245.1555633544922,190.3179168701172,40.87175750732422,34.998878479003906
2020-02-01,65.89446258544922,94.1875,24.459747314453125,309096.0,114.94316101074219,66.41358947753906,187.16392517089844,112.98477172851562,98.08794403076172,280.10528564453125,190.97137451171875,153.47518920898438,6.7213616371154785,96.66673278808594,107.41570281982422,44.53266525268555,229.4176483154297,173.8562774658203,37.62872314453125,32.9171028137207
2020-03-01,61.44304275512695,97.48600006103516,18.220365524291992,272000.0,94.37745666503906,57.62126541137695,160.4176788330078,110.872802734375,76.0559310913086,233.11720275878906,165.50123596191406,149.80979919433594,6.564263820648193,93.90922546386719,95.23085021972656,34.93333435058594,224.39671325683594,154.33697509765625,37.329978942871094,34.73292541503906
2020-04-01,70.98970031738281,123.69999694824219,20.772289276123047,281700.0,105.66172790527344,66.78303527832031,190.13734436035156,126.8614730834961,80.89656066894531,265.3594665527344,203.1160430908203,170.23272705078125,7.2784624099731445,100.62801361083984,122.34588623046875,52.12533187866211,264.3097839355469,171.19601440429688,39.91451644897461,37.321475982666016
2020-05-01,76.82255554199219,122.11849975585938,20.8327579498291,278640.0,114.60120391845703,71.08846282958984,214.91758728027344,125.77081298828125,83.06021118164062,290.822509765625,223.3373260498047,174.07037353515625,8.840838432312012,99.62322235107422,154.18565368652344,55.66666793823242,275.4978332519531,187.02056884765625,40.29462432861328,38.092166900634766
2020-06-01,88.38373565673828,137.9409942626953,20.513181686401367,267300.0,108.94442749023438,70.3212890625,216.67335510253906,119.72943115234375,80.28611755371094,285.8062744140625,225.30197143554688,193.85391235351562,9.46065616607666,102.76009368896484,173.30345153808594,71.98733520507812,266.551025390625,185.34756469726562,38.7145881652832,36.93979263305664
2020-07-01,102.97868347167969,158.23399353027344,21.639041900634766,293631.0,114.24949645996094,73.78763580322266,231.00119018554688,124.0970230102539,82.4883041381836,298.2069091796875,251.69480895996094,195.28274536132812,10.578117370605469,112.68631744384766,195.02731323242188,95.38400268554688,274.8056640625,182.689697265625,40.36485290527344,39.90657043457031
2020-08-01,125.05523681640625,172.54800415039062,22.38701629638672,327560.0,128.83599853515625,80.80862426757812,248.011474609375,130.6100616455078,86.35182189941406,346.6677551269531,290.9169921875,214.82907104492188,13.328346252441406,119.63288116455078,203.05438232421875,166.10667419433594,283.6730041503906,203.40542602539062,42.08926773071289,42.820926666259766
2020-09-01,112.43614196777344,157.43649291992188,20.951950073242188,320001.0,121.22522735595703,72.6792984008789,241.6336669921875,127.5969467163086,82.9732437133789,327.2917785644531,259.8607177734375,200.8346405029297,13.483808517456055,120.20369720458984,195.98219299316406,143.00332641601562,282.9649658203125,192.1622772216797,42.24550247192383,43.325218200683594
2020-10-01,105.6886215209961,151.8074951171875,20.75634765625,302500.0,118.4603271484375,80.14311218261719,233.28646850585938,117.50953674316406,84.49877166748047,279.3550109863281,261.061279296875,193.3294219970703,12.494483947753906,118.56912994384766,185.14016723632812,129.34666442871094,278.08880615234375,174.61520385742188,40.470176696777344,42.965999603271484
2020-11-01,115.58174133300781,158.40199279785156,24.66238784790039,343688.0,144.60462951660156,87.00093841552734,242.6455535888672,123.99735260009766,102.5412368774414,326.0643005371094,274.81341552734375,204.40577697753906,13.359248161315918,120.76673126220703,212.98130798339844,189.1999969482422,306.5227966308594,202.1370086669922,43.355567932128906,47.313697814941406
2020-12-01,129.04666137695312,162.84649658203125,26.545352935791016,347815.0,177.01145935058594,86.91365051269531,232.3330535888672,135.81910705566406,110.5354232788086,345.8602294921875,271.0330810546875,212.93482971191406,13.013842582702637,121.00154876708984,232.9545135498047,235.22332763671875,319.591552734375,210.50648498535156,42.164207458496094,44.638187408447266
