Date,AIG,AMGN,BAC,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,JPM,KO,MSFT,PEP,PFE,PG,WFC,WMT,XOM
2005-01-01,788.056396484375,42.09843063354492,28.79938507080078,302.5599060058594,11.60989761352539,24.22861671447754,103.73074340820312,24.605899810791016,47.47813034057617,12.976537704467773,35.33302688598633,21.125165939331055,10.928130149841309,18.062297821044922,29.405847549438477,9.342679977416992,29.360445022583008,17.086193084716797,11.482008934020996,25.45630645751953
2005-02-01,794.1192626953125,41.67230987548828,28.973289489746094,294.35601806640625,11.210887908935547,27.64911460876465,101.06070709228516,23.866405487060547,47.05125427246094,13.866691589355469,35.82451629638672,20.864967346191406,11.273175239562988,17.292524337768555,29.493459701538086,10.166349411010742,29.41455078125,16.551034927368164,11.308905601501465,31.233320236206055
2005-03-01,658.7146606445312,39.372596740722656,27.389535903930664,279.68487548828125,11.513360023498535,26.149898529052734,104.17958068847656,22.804882049560547,46.52996063232422,13.475140571594238,36.835205078125,19.75179100036621,10.97554874420166,16.663333892822266,29.038936614990234,10.234726905822754,29.36468505859375,16.7985782623291,10.980218887329102,29.547027587890625
2005-04-01,605.6430053710938,39.372596740722656,28.243318557739258,292.2563781738281,11.114351272583008,23.320091247558594,104.58406066894531,21.14634895324707,38.89208221435547,13.643362998962402,37.64142990112305,20.259851455688477,11.51661491394043,17.442394256591797,30.5988826751709,10.585359573364258,30.001834869384766,16.837909698486328,10.359882354736328,28.27293586730957
2005-05-01,661.621826171875,42.32841110229492,29.045970916748047,295.9576416015625,12.48514461517334,24.11833953857422,105.39297485351562,23.52581787109375,38.469459533691406,15.638815879821777,36.80229568481445,20.61290168762207,11.832108497619629,17.78709602355957,30.939849853515625,10.869771003723145,30.71419334411621,16.969932556152344,10.379658699035645,27.861454010009766
2005-06-01,691.9933471679688,40.894474029541016,28.600749969482422,290.4290466308594,12.279202461242676,25.303499221801758,100.10600280761719,23.25679588317871,37.882408142089844,15.144391059875488,35.825260162353516,20.364965438842773,11.068572998046875,17.179580688476562,29.658489227294922,10.819414138793945,29.377588272094727,17.437429428100586,10.626748085021973,28.63618278503418
2005-07-01,718.6221313476562,53.95552444458008,27.608543395996094,273.2785949707031,12.324250221252441,26.249202728271484,100.29035186767578,26.078218460083008,42.61002731323242,15.796256065368652,35.25205612182617,20.261194229125977,11.675844192504883,17.71212387084961,30.128591537475586,10.395742416381836,30.98151206970215,17.369470596313477,10.880290985107422,29.27398109436035
2005-08-01,706.68505859375,54.0434684753418,27.24761199951172,277.72772216796875,11.339597702026367,27.78316307067871,97.7031478881836,24.16624641418457,41.16008377075195,14.969778060913086,34.93790817260742,19.730390548706055,11.739877700805664,18.936281204223633,30.305389404296875,9.995601654052734,31.05643081665039,16.882427215576172,9.9124174118042,29.846996307373047
2005-09-01,741.5079956054688,53.88789749145508,26.971601486206055,288.83172607421875,11.532669067382812,29.507862091064453,97.87757110595703,22.916160583496094,41.05437469482422,14.388772964477539,35.05731201171875,19.75366973876953,11.523755073547363,17.847902297973633,31.33306312561035,9.865740776062012,33.28435516357422,16.726015090942383,9.69163703918457,31.815908432006836
2005-10-01,775.495849609375,51.14851760864258,28.02229118347168,290.48150634765625,11.230194091796875,26.01596450805664,99.2259292602539,24.658615112304688,41.90391540527344,13.717497825622559,34.69168472290039,21.319765090942383,11.48704719543457,17.82710075378418,32.797035217285156,8.589556694030762,31.341907501220703,17.19150161743164,10.463523864746094,28.110557556152344
2005-11-01,803.4998168945312,54.7401123046875,29.399681091308594,308.0575866699219,11.288117408752441,26.125375747680664,104.52224731445312,25.103239059448242,45.496543884277344,15.573731422424316,34.209693908691406,22.492868423461914,11.46288013458252,19.20053482055664,32.863643646240234,8.376200675964355,32.17641067504883,17.948272705078125,10.739982604980469,29.05692481994629
2005-12-01,818.3480834960938,53.34001541137695,29.885692596435547,310.9342956542969,11.01781940460205,26.08628273010254,102.56172180175781,24.38068199157715,42.16854476928711,14.619773864746094,33.46996307373047,23.33965301513672,10.89512825012207,18.19240951538086,32.797035217285156,9.293105125427246,32.56462478637695,18.099714279174805,10.350727081298828,28.269140243530273
