Date,AIG,BAC,BMY,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,KO,MRK,MSFT,PFE,PG,T,VZ,WMT,XOM
2001-01-01,997.78564453125,14.345197677612305,22.387863159179688,294.1540832519531,24.093429565429688,16.14960479736328,120.36679077148438,27.94717025756836,55.37631607055664,21.045421600341797,23.85009002685547,14.093469619750977,30.93986701965332,18.60772705078125,16.373674392700195,18.17812728881836,6.54716682434082,14.233513832092285,12.113240242004395,18.815698623657227
2001-02-01,959.9966430664062,13.51359748840332,23.026256561279297,258.4686279296875,15.244429588317871,16.61113166809082,121.72805786132812,24.64222526550293,49.39370346069336,16.24620819091797,24.925691604614258,12.8858003616333,30.19440269470215,17.97921371459961,16.319278717041016,17.92627716064453,6.502710342407227,12.912932395935059,10.682258605957031,18.122547149658203
2001-03-01,945.1532592773438,14.753727912902832,21.570100784301758,236.9881134033203,10.17635726928711,17.15577507019043,109.58145904541016,24.990108489990234,47.60862731933594,14.974822044372559,22.475780487060547,10.973466873168945,28.57550048828125,16.66506004333496,14.886917114257812,15.917519569396973,6.084190845489502,12.860758781433105,10.769695281982422,18.20635414123535
2001-04-01,960.4166259765625,15.090561866760254,20.33544921875,258.9585876464844,10.92772102355957,18.867448806762695,127.4998779296875,27.335765838623047,56.99372863769531,17.591320037841797,24.790950775146484,11.264219284057617,28.727968215942383,20.645620346069336,15.74122428894043,15.269118309020996,5.623412132263184,14.365964889526367,11.050296783447266,19.91460609436035
2001-05-01,951.023681640625,15.966358184814453,19.794414520263672,270.0231018066406,12.395048141479492,18.767797470092773,128.73475646972656,28.606794357299805,55.34043502807617,15.371777534484863,24.911706924438477,11.55929946899414,27.601091384887695,21.081398010253906,15.592180252075195,16.43473243713379,5.913905143737793,14.420731544494629,11.052430152893066,19.94832992553711
2001-06-01,998.5545043945312,16.329978942871094,19.086427688598633,279.1728515625,11.712869644165039,17.804651260375977,128.73475646972656,27.41702651977539,56.249874114990234,16.657032012939453,25.76699447631836,10.974018096923828,24.2801456451416,22.245458602905273,14.597094535827637,16.32217025756836,5.5031561851501465,14.065796852111816,10.422389030456543,19.73040771484375
2001-07-01,977.8809204101562,17.30657958984375,21.58262825012207,265.277587890625,12.369294166564941,17.97975730895996,114.28489685058594,29.25666618347168,52.141395568847656,16.975927352905273,27.902204513549805,10.919281005859375,25.82639503479004,20.170238494873047,15.023528099060059,18.169282913208008,6.185901165008545,14.236692428588867,11.955885887145996,18.869535446166992
2001-08-01,918.5617065429688,16.729877471923828,21.637121200561523,241.97784423828125,10.509403228759766,17.853839874267578,107.80249786376953,26.68937110900879,49.53460693359375,15.922410011291504,27.185327529907227,11.915725708007812,24.732240676879883,17.384984970092773,13.96291446685791,19.073701858520508,5.666428089141846,13.239998817443848,10.276934623718262,18.142047882080078
2001-09-01,916.6854858398438,15.886576652526855,21.413578033447266,214.65438842773438,7.838610649108887,16.791746139526367,98.05020141601562,22.30487060546875,45.51582717895508,11.647242546081543,28.666696548461914,11.470141410827637,25.434701919555664,15.593155860900879,14.654571533203125,18.723865509033203,6.526575565338135,14.328332901000977,10.587059020996094,17.902976989746094
2001-10-01,923.7366943359375,16.193553924560547,20.600360870361328,241.2609405517578,10.889103889465332,17.544658660888672,96.4024658203125,22.223474502563477,53.62948226928711,13.915143966674805,29.965490341186523,11.850115776062012,24.369199752807617,17.720191955566406,15.312382698059082,18.978511810302734,5.278601169586182,13.189693450927734,11.010433197021484,17.925697326660156
2001-11-01,968.3956909179688,16.84964370727539,20.81854248046875,253.8751678466797,13.154446601867676,16.843263626098633,101.93604278564453,27.118106842041016,57.36125946044922,18.610511779785156,30.141422271728516,11.622418403625488,25.873884201049805,19.56687355041504,15.827674865722656,20.03244400024414,5.216159820556641,12.533417701721191,11.813711166381836,16.994203567504883
2001-12-01,933.1383056640625,17.280628204345703,19.749740600585938,268.4930114746094,11.654949188232422,17.893585205078125,106.11943817138672,29.719505310058594,60.100162506103516,17.934654235839844,30.673280715942383,11.713377952575684,22.455852508544922,20.188522338867188,14.600922584533691,20.46434211730957,5.465945720672607,12.656089782714844,12.32783031463623,17.962215423583984
