Date,AAPL,BAC,BRK-A,C,CVX,DIS,GOOGL,INTC,JNJ,JPM,KO,META,MSFT,ORCL,PFE,PG,VZ,WFC,WMT,XOM
2014-01-01,15.512838363647461,13.121081352233887,169511.0,35.114322662353516,66.56890106201172,65.28669738769531,29.31154441833496,18.24922752380371,63.04591369628906,39.66788864135742,25.77507972717285,62.08280944824219,31.323829650878906,30.717348098754883,17.229093551635742,53.83808898925781,25.1879940032959,32.228397369384766,19.65278434753418,55.54325866699219
2014-02-01,16.30738067626953,12.948745727539062,173708.0,36.01023864746094,68.77535247802734,72.65966033935547,30.172300338745117,18.412826538085938,65.64698791503906,40.9803352355957,26.034055709838867,67.92694854736328,31.712888717651367,32.660621643066406,18.19822883605957,55.68965148925781,25.228429794311523,32.996089935302734,19.658048629760742,58.02029800415039
2014-03-01,16.73232650756836,13.473583221435547,187350.0,35.24751663208008,71.54007720947266,71.99430084228516,27.66201400756836,19.3767032623291,70.50484466552734,43.78592300415039,26.347549438476562,59.77095031738281,34.185821533203125,34.16380310058594,18.35569953918457,57.06311798095703,25.223119735717773,35.594512939453125,20.113317489624023,59.28706359863281
2014-04-01,18.395456314086914,11.866981506347656,193275.0,35.47707748413086,75.51687622070312,71.33792877197266,26.5247745513916,20.037349700927734,72.7011489868164,40.37449645996094,28.019447326660156,59.31452560424805,33.693756103515625,34.138755798339844,17.87565803527832,58.443668365478516,24.777729034423828,35.522945404052734,21.11180305480957,62.15792465209961
2014-05-01,19.733135223388672,11.866981506347656,192000.0,35.225303649902344,73.8744125366211,75.53691864013672,28.348203659057617,20.510318756103516,72.82318115234375,40.33140563964844,28.10187530517578,62.80712127685547,34.14411926269531,35.19539260864258,16.93273162841797,57.65463638305664,26.7853946685791,36.33872985839844,20.333127975463867,61.016868591308594
2014-06-01,20.392253875732422,12.04726505279541,189900.0,34.884552001953125,79.21351623535156,77.0924301147461,28.993864059448242,23.397315979003906,75.6146240234375,41.819244384765625,29.09791374206543,66.76605224609375,35.02332305908203,33.94736862182617,17.112489700317383,56.084598541259766,26.233177185058594,37.882633209228516,20.00596809387207,61.52276611328125
2014-07-01,20.9781494140625,11.960894584655762,188124.0,36.22512435913086,78.41867065429688,77.21832275390625,28.739967346191406,25.661331176757812,72.34051513671875,41.85552978515625,27.192033767700195,72.0843276977539,36.249534606933594,33.830116271972656,16.547447204589844,55.17831039428711,27.03201675415039,36.68618392944336,19.60888671875,60.459510803222656
2014-08-01,22.49226188659668,12.619725227355957,205880.0,38.262168884277344,78.54608917236328,80.81488800048828,28.879314422607422,26.441232681274414,74.97137451171875,43.44905090332031,28.873811721801758,74.23741149902344,38.156097412109375,34.88622283935547,17.09478187561035,59.784053802490234,26.997957229614258,37.07538604736328,20.120559692382812,60.77728271484375
2014-09-01,22.21821403503418,13.372672080993652,206900.0,38.388099670410156,73.01490020751953,80.05061340332031,29.179330825805664,26.540895462036133,77.5595474243164,44.026424407958984,29.52437400817871,78.424560546875,39.18037796020508,32.156131744384766,17.199474334716797,60.237220764160156,27.09007453918457,37.6467399597168,20.51331901550293,57.8717155456543
2014-10-01,23.817047119140625,13.50044059753418,210000.0,39.65485382080078,73.40040588378906,82.16358947753906,28.160749435424805,25.923492431640625,78.4254150390625,44.20182418823242,29.195711135864258,74.40608978271484,39.67900848388672,32.8029670715332,17.420501708984375,62.776493072509766,27.230972290039062,38.53221130371094,20.459671020507812,59.508487701416016
2014-11-01,26.227413177490234,13.40603256225586,223065.0,39.98841094970703,66.62027740478516,83.17961883544922,27.228952407836914,28.39311981201172,78.76741790771484,44.264183044433594,31.252235412597656,77.09500122070312,40.40583801269531,35.735713958740234,18.118488311767578,65.54850006103516,27.722135543823242,39.54105758666992,23.482887268066406,55.711917877197266
2014-12-01,24.447452545166016,14.074755668640137,226000.0,40.09213638305664,69.28235626220703,84.6901626586914,26.31550407409668,27.84275245666504,76.58525085449219,46.04476547241211,29.63617515563965,77.41250610351562,39.50404739379883,37.89282989501953,18.275407791137695,66.02688598632812,25.634334564208984,40.05096435546875,23.037586212158203,57.29790115356445
