Date,AAPL,AMZN,BAC,BRK-A,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,MA,META,MSFT,PG,UNH,V,VZ,WMT,XOM
2019-01-01,39.527103424072266,85.9365005493164,23.89048194885254,311500.0,107.63871002197266,55.833038330078125,153.5045166015625,40.55247116088867,108.74317932128906,84.2470932006836,38.543678283691406,202.35325622558594,165.39208984375,97.48707580566406,79.63241577148438,239.08763122558594,128.31582641601562,36.322608947753906,28.713117599487305,52.57761764526367
2019-02-01,41.120628356933594,81.99150085449219,24.402360916137695,302200.0,108.91277313232422,55.86577224731445,154.85113525390625,45.5785026550293,111.65211486816406,85.6369857788086,36.30936813354492,215.7986297607422,160.19288635253906,104.58182525634766,81.99276733398438,214.32940673828125,140.7758026123047,37.9415283203125,29.659936904907227,56.70318603515625
2019-03-01,45.303863525390625,89.0374984741211,23.27023696899414,301215.0,107.165771484375,58.36213302612305,160.49679565429688,46.508296966552734,114.98363494873047,83.06851196289062,37.52661895751953,226.0523681640625,165.39208984375,110.56909942626953,86.5687484741211,218.78904724121094,148.70469665527344,39.414649963378906,29.222482681274414,58.61677932739258
2019-04-01,47.86063003540039,96.32599639892578,25.79209327697754,325080.0,132.2029571533203,59.45659255981445,171.6433868408203,44.20454406738281,116.14344787597656,95.22968292236328,39.63142395019531,244.0924072265625,191.8941192626953,122.43791961669922,88.5904769897461,207.02012634277344,156.5498809814453,38.121498107910156,30.979291915893555,58.23955154418945
2019-05-01,41.75492858886719,88.75350189208984,22.43524742126465,297060.0,127.44453430175781,54.87148666381836,159.9729766845703,38.142005920410156,107.87686920166016,87.61526489257812,39.68796920776367,241.7893524169922,176.08816528320312,115.95034790039062,86.22471618652344,214.77435302734375,153.59840393066406,36.60167694091797,30.55755043029785,51.34046173095703
2019-06-01,47.386512756347656,94.68150329589844,24.459474563598633,318350.0,134.78004455566406,53.69620132446289,175.2414093017578,41.712982177734375,115.34807586669922,92.44417572021484,41.13395309448242,254.3263397216797,191.49722290039062,126.05279541015625,91.87191772460938,216.7373504638672,165.4868927001953,38.47385787963867,33.460575103759766,56.22884750366211
2019-07-01,51.006595611572266,93.33899688720703,26.016260147094727,308666.0,138.0327606201172,60.41070556640625,181.32424926757812,44.04827880859375,107.84481048583984,95.91703033447266,42.84721755981445,261.7677307128906,192.7176513671875,128.22640991210938,98.90159606933594,222.15802001953125,169.73016357421875,37.221256256103516,33.427249908447266,54.56318283081055
2019-08-01,49.97706985473633,88.81449890136719,23.328136444091797,303078.0,133.3032989501953,59.03854751586914,193.3905029296875,41.31214141845703,106.30442810058594,91.483154296875,44.809242248535156,270.8451843261719,184.22430419921875,129.72254943847656,101.38890075683594,208.76661682128906,172.41915893554688,39.57977294921875,34.602256774902344,50.24862289428711
2019-09-01,53.827213287353516,86.79550170898438,24.735797882080078,311832.0,126.56339263916016,60.55650329589844,196.87799072265625,45.20539474487305,107.95207977294922,98.00340270996094,44.320777893066406,261.41180419921875,176.6934051513672,131.25914001464844,104.88855743408203,193.8853302001953,164.25509643554688,41.076942443847656,36.11772918701172,52.45575714111328
2019-10-01,59.785064697265625,88.83300018310547,26.691343307495117,318939.0,126.1749038696289,62.424068450927734,200.2657928466797,49.59172058105469,110.17147064208984,104.02400207519531,44.63661575317383,266.4557800292969,190.15774536132812,135.3565673828125,104.99818420410156,226.51329040527344,170.79629516601562,41.151817321777344,35.685585021972656,50.19736099243164
2019-11-01,64.22880554199219,90.04000091552734,28.44116973876953,330495.0,147.2105255126953,64.66999816894531,188.25390625,50.9251594543457,114.71886444091797,110.59877014160156,43.79194641113281,281.6404113769531,200.06997680664062,142.91883850097656,103.58963775634766,250.86776733398438,176.19154357910156,41.42185592651367,36.24250030517578,50.61338806152344
2019-12-01,70.78544616699219,92.39199829101562,30.062965393066406,339590.0,140.4608917236328,66.4205322265625,186.43551635742188,52.793209075927734,122.55419921875,117.01171875,45.73013687133789,287.76995849609375,203.65184020996094,149.39222717285156,105.9998779296875,263.5155029296875,179.72927856445312,42.219478607177734,36.16641616821289,52.46432113647461
