Date,AAPL,AMZN,BAC,BRK-A,CVX,GOOGL,INTC,JNJ,JPM,KO,META,MSFT,PFE,PG,UNH,V,VZ,WFC,WMT,XOM
2018-01-01,39.17407989501953,72.54450225830078,26.36788558959961,323375.0,87.88880920410156,58.62644958496094,40.413326263427734,109.93680572509766,92.04447937011719,36.837158203125,185.43479919433594,87.1841049194336,24.222789764404297,68.84407043457031,206.72799682617188,117.28880310058594,34.053043365478516,52.38854217529297,31.19955062866211,60.14430618286133
2018-02-01,41.675254821777344,75.62249755859375,26.450286865234375,310250.0,78.47240447998047,54.7435417175293,41.378753662109375,103.3258285522461,92.38797760009766,33.45454406738281,176.93153381347656,86.04622650146484,23.74540138244629,63.08603286743164,197.45587158203125,116.0708999633789,30.408893585205078,46.51891326904297,26.34400749206543,52.18019104003906
2018-03-01,39.41603088378906,72.36699676513672,24.711654663085938,299100.0,80.75480651855469,51.43191146850586,44.01756286621094,102.60234832763672,87.96456146240234,33.61710739135742,158.5458221435547,84.14556884765625,23.424171447753906,63.69663619995117,186.8391876220703,113.13300323486328,30.459850311279297,41.989341735839844,26.039621353149414,51.92732238769531
2018-04-01,38.82401657104492,78.30650329589844,24.74648666381836,290650.0,88.59378051757812,50.51152801513672,43.628780364990234,101.27328491210938,87.01265716552734,33.742061614990234,170.66075134277344,86.2199478149414,24.16339683532715,58.12077331542969,207.0795440673828,119.99927520751953,31.43441390991211,41.628814697265625,26.044719696044922,54.112693786621094
2018-05-01,43.900787353515625,81.48100280761719,24.018648147583008,287200.0,88.02019500732422,54.54914855957031,46.654571533203125,95.77286529541016,86.03092956542969,33.57808303833008,190.28671264648438,91.12466430664062,23.714580535888672,59.33161926269531,211.55577087402344,123.6310806274414,30.746360778808594,43.25519561767578,24.30173110961914,56.54167175292969
2018-06-01,43.654998779296875,84.98999786376953,23.4108829498291,282040.0,90.30919647216797,55.99668502807617,42.25693893432617,97.8704833984375,83.77183532714844,34.24964141845703,192.80697631835938,91.30667877197266,24.179340362548828,63.29679489135742,214.91075134277344,125.46853637695312,32.44912338256836,44.751304626464844,25.376258850097656,58.16230392456055
2018-07-01,44.87661361694336,88.87200164794922,25.64484214782715,301550.0,90.19490814208984,60.858009338378906,40.888328552246094,106.88805389404297,92.41429138183594,36.73698043823242,171.23622131347656,98.22341918945312,26.611927032470703,65.58345031738281,222.59803771972656,129.5324249267578,33.30696105957031,46.24462127685547,26.43693733215332,57.304588317871094
2018-08-01,53.68260955810547,100.635498046875,25.686365127563477,315800.0,84.61621856689453,61.08513259887695,41.16885757446289,108.6383285522461,92.61743927001953,35.114044189453125,174.3616943359375,104.01052856445312,27.671613693237305,67.87242889404297,235.99505615234375,139.14736938476562,35.47431182861328,47.205204010009766,28.401262283325195,56.362525939941406
2018-09-01,53.4235954284668,100.1500015258789,24.46558380126953,320000.0,88.18223571777344,59.8592643737793,40.444252014160156,112.18791961669922,91.2109375,36.39033126831055,163.17947387695312,106.3069839477539,29.621187210083008,68.10151672363281,233.86769104003906,142.3924560546875,34.83491134643555,42.737030029296875,27.98511505126953,60.38877487182617
2018-10-01,51.795379638671875,79.90049743652344,22.94826316833496,307705.0,80.51641082763672,54.08201599121094,40.09361267089844,113.66571044921875,88.1231689453125,38.04264831542969,150.6081085205078,99.27995300292969,28.94232749938965,72.56090545654297,230.52000427246094,130.78021240234375,37.249019622802734,43.28181838989258,29.883377075195312,56.59584426879883
2018-11-01,42.26271438598633,84.50849914550781,23.699291229248047,326000.0,85.77361297607422,55.02769470214844,42.17183303833008,119.27627563476562,90.50660705566406,40.044898986816406,139.51515197753906,103.07232666015625,31.073009490966797,78.01451110839844,248.1695556640625,134.4422607421875,39.77938461303711,44.13557815551758,29.099641799926758,56.467994689941406
2018-12-01,37.460975646972656,75.09850311279297,20.5616455078125,306000.0,79.22067260742188,51.81970977783203,40.38895034790039,105.4501724243164,79.46089935302734,37.919029235839844,130.0692596435547,94.8172378540039,29.565288543701172,75.87654113769531,220.4348907470703,125.39803314208984,37.08784866333008,37.771217346191406,27.758642196655273,48.92560958862305
