Date,AAPL,AIG,BAC,C,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,PFE,PG,T,VZ,WMT,XOM
2007-01-01,2.568727970123291,828.9923706054688,35.52524185180664,367.9620056152344,17.13167381286621,34.56969451904297,109.41436767578125,12.447173118591309,51.54680252075195,12.529813766479492,38.07646179199219,30.920480728149414,13.309548377990723,21.779727935791016,10.851744651794434,37.2675666809082,7.228812217712402,13.196317672729492,10.735909461975098,38.01858139038086
2007-02-01,2.535169839859009,812.7634887695312,34.342857360839844,336.191650390625,16.694053649902344,32.50157928466797,105.95439910888672,11.15529727935791,48.31828308105469,11.872238159179688,35.87052917480469,30.198095321655273,12.975977897644043,19.8812313079834,10.3223876953125,36.6495361328125,7.168582439422607,12.952964782714844,10.87547779083252,36.77695846557617
2007-03-01,2.783862829208374,816.1124877929688,34.85546875,346.0555114746094,16.430198669433594,35.33427429199219,108.16354370117188,11.371479034423828,49.152217864990234,11.497040748596191,34.54859924316406,29.580547332763672,13.342904090881348,19.737712860107422,10.56060791015625,36.459049224853516,7.680903434753418,13.133062362670898,10.56932258605957,38.876102447509766
2007-04-01,2.9903080463409424,848.7719116210938,34.77349853515625,361.423583984375,17.208898544311523,37.16404342651367,112.75200653076172,11.699599266052246,53.29777145385742,12.921403884887695,36.8189811706543,31.85504150390625,14.61123275756836,21.203702926635742,11.062302589416504,37.17483901977539,7.542600154876709,13.223105430603027,10.839324951171875,40.90104293823242
2007-05-01,3.631216287612915,878.2744140625,34.64368438720703,367.2879638671875,17.324745178222656,38.931705474853516,114.95437622070312,12.358070373535156,55.58698654174805,13.330076217651367,36.27430725097656,31.91488265991211,14.835204124450684,21.7348575592041,11.492919921875,36.8867301940918,8.150618553161621,15.238336563110352,10.766939163208008,42.853878021240234
2007-06-01,3.6566848754882812,852.1844482421875,33.76974105834961,349.1910705566406,17.923263549804688,40.53673553466797,117.09559631347656,12.973355293273926,55.096649169921875,14.341531753540039,35.559593200683594,29.833616256713867,14.644827842712402,20.938440322875977,10.804783821105957,35.51691818237305,8.182167053222656,14.4121732711792,10.93281078338623,43.40629196166992
2007-07-01,3.9479267597198486,780.996826171875,32.754364013671875,317.0564880371094,18.60544204711914,41.027591705322266,119.41976165771484,12.658143997192383,57.92341613769531,14.26904010772705,34.913265228271484,27.099645614624023,14.686478614807129,20.5974063873291,9.93431282043457,35.90581512451172,7.720813751220703,14.91977310180664,10.441961288452148,44.05315017700195
2007-08-01,4.1492767333984375,803.1439208984375,35.00613784790039,319.1669616699219,20.542566299438477,42.230587005615234,119.75862884521484,12.788446426391602,61.08527374267578,15.555785179138184,35.657711029052734,27.627283096313477,15.157146453857422,20.412675857543945,10.496307373046875,38.121177673339844,7.952045917510986,14.803540229797363,9.914749145507812,44.363643646240234
2007-09-01,4.598424434661865,823.222900390625,34.722923278808594,321.4422912597656,21.3212833404541,45.350215911865234,127.55357360839844,14.079578399658203,61.88440704345703,15.695220947265625,38.169105529785156,28.433998107910156,16.197126388549805,21.004709243774414,10.44748592376709,41.05717086791992,8.438705444335938,15.65187931060791,9.969340324401855,48.08951950073242
2007-10-01,5.691474914550781,770.4126586914062,33.771514892578125,288.5885314941406,21.27623176574707,44.347084045410156,127.66999053955078,17.54766273498535,61.001827239990234,16.326431274414062,37.86119079589844,29.166269302368164,17.5131778717041,26.245189666748047,10.524470329284668,40.57854461669922,8.334990501403809,16.284597396850586,10.325636863708496,47.79336929321289
2007-11-01,5.459859848022461,709.5069580078125,32.26762008666992,229.35565185546875,18.032665252685547,42.534629821777344,118.76783752441406,17.20018196105957,55.254669189453125,15.82874584197998,39.35428237915039,28.539857864379883,17.609590530395508,23.956493377685547,10.160964965820312,43.40804672241211,7.707236289978027,15.41964340209961,10.940013885498047,46.32304763793945
2007-12-01,5.935073375701904,711.582275390625,28.861085891723633,205.4170684814453,17.42127799987793,45.53321075439453,114.98359680175781,17.16245460510254,56.99006271362305,16.249284744262695,38.99108123779297,27.307422637939453,17.49704360961914,25.466392517089844,9.839731216430664,43.067806243896484,8.382951736450195,15.590929985046387,10.855507850646973,48.86585235595703
