Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-A,GOOGL,JNJ,JPM,LLY,MA,META,MSFT,NVDA,ORCL,PLTR,TSLA,V,WMT,XOM
2025-01-01,234.71778869628906,174.8185272216797,237.67999267578125,218.82940673828125,44.99755096435547,702614.0,203.08111572265625,146.85025024414062,259.2566223144531,803.733642578125,550.482666015625,686.4259033203125,411.0823059082031,120.03067016601562,167.3567352294922,82.48999786376953,404.6000061035156,338.6910400390625,97.03019714355469,102.3656997680664
2025-02-01,240.5260772705078,200.5813751220703,212.27999877929688,197.2302703857422,44.80317306518555,775000.0,169.4963836669922,159.2719268798828,258.0120849609375,912.2913208007812,572.0184936523438,665.5297241210938,393.18548583984375,124.87908172607422,163.82200622558594,84.91999816894531,292.9800109863281,359.41082763671875,97.47500610351562,106.67765045166016
2025-03-01,221.16607666015625,201.0515899658203,190.25999450683594,165.58323669433594,40.55610656738281,798442.0,153.92837524414062,161.34461975097656,239.14736938476562,819.8397827148438,544.0383911132812,574.0567626953125,372.5379943847656,108.34449768066406,137.92578125,84.4000015258789,259.1600036621094,347.8565979003906,86.77954864501953,114.97938537597656
2025-04-01,211.57786560058594,187.21441650390625,184.4199981689453,190.92303466796875,39.002742767333984,800540.0,158.2512664794922,152.0729522705078,238.4844207763672,892.343017578125,543.9789428710938,547.2926025390625,392.2570495605469,108.89433288574219,138.82351684570312,118.44000244140625,282.1600036621094,342.9334411621094,96.39464569091797,102.1211929321289
2025-05-01,199.97842407226562,180.23817443847656,205.00999450683594,240.12437438964844,43.15925598144531,757400.0,171.1465606689453,151.00277709960938,258.9636535644531,732.248291015625,582.1612548828125,645.4761962890625,456.8624267578125,135.09817504882812,163.88575744628906,131.77999877929688,346.4599914550781,362.4771728515625,97.85172271728516,98.90180206298828
2025-06-01,204.54754638671875,179.7636260986328,219.38999938964844,273.4344787597656,46.27907943725586,728800.0,175.62103271484375,149.8834686279297,284.3793640136719,775.3868408203125,558.6402587890625,735.7944946289062,494.5372009277344,157.95278930664062,216.45831298828125,136.32000732421875,317.6600036621094,352.997802734375,97.1543197631836,105.17898559570312
2025-07-01,206.9402618408203,183.05638122558594,234.11000061035156,292.025146484375,46.50261306762695,719850.0,191.46839904785156,161.64846801757812,290.588623046875,736.1365356445312,563.1436157226562,771.6278076171875,530.4187622070312,177.84043884277344,251.24925231933594,158.35000610351562,308.2699890136719,343.47314453125,97.35303497314453,108.92561340332031
2025-08-01,231.43572998046875,205.521728515625,229.0,295.6941223144531,49.91628646850586,755280.0,212.43115234375,173.84519958496094,297.09423828125,728.6864013671875,592.5950927734375,736.9691772460938,503.7635803222656,174.1510467529297,224.35952758789062,156.7100067138672,333.8699951171875,349.7467041015625,96.35943603515625,111.51118469238281
2025-09-01,254.14559936523438,226.17156982421875,219.57000732421875,328.02862548828125,50.75248718261719,754200.0,242.5532684326172,183.2758331298828,310.9031677246094,760.611572265625,566.2349243164062,732.6593627929688,515.8051147460938,186.5489959716797,279.03802490234375,182.4199981689453,444.7200012207031,340.0040283203125,102.63969421386719,111.03230285644531
2025-10-01,269.85565185546875,212.9845733642578,244.22000122070312,368.15185546875,52.87476348876953,715740.0,280.80853271484375,186.68594360351562,306.655029296875,860.1589965820312,549.4910888671875,647.2674560546875,515.6656494140625,202.4677734375,260.55389404296875,200.47000122070312,456.55999755859375,339.3666076660156,100.76736450195312,112.6177749633789
2025-11-01,278.31951904296875,224.02406311035156,233.22000122070312,401.3485107421875,53.07261276245117,770100.0,319.74560546875,204.52720642089844,310.0871887207031,1072.103515625,548.7612915039062,646.8681640625,489.9725341796875,176.98056030273438,200.71653747558594,168.4499969482422,430.1700134277344,333.0920104980469,110.05931854248047,114.15400695800781
2025-12-01,271.6058349609375,224.8013153076172,230.82000732421875,344.7159423828125,54.408077239990234,754800.0,312.57537841796875,205.85565185546875,319.1398010253906,1072.889404296875,569.0458984375,658.9879150390625,482.5186767578125,186.4795379638672,193.71954345703125,177.75,449.7200012207031,349.98828125,110.95565032958984,119.54319763183594
