Date,AAPL,AMZN,BAC,BRK-A,C,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,VZ,WFC,WMT,XOM
2013-01-01,13.769051551818848,13.274999618530273,8.840995788574219,145875.0,31.18625259399414,66.48039245605469,85.20611572265625,18.756141662597656,117.08636474609375,51.12449645996094,32.792850494384766,24.670915603637695,22.055641174316406,29.34138298034668,14.961392402648926,51.218284606933594,21.903350830078125,24.053539276123047,17.96666145324707,52.78257369995117
2013-02-01,13.343123435974121,13.213500022888184,8.770707130432129,152600.0,31.053125381469727,67.63502502441406,88.80101776123047,19.885698318481445,115.79485321044922,52.639156341552734,34.3304328918457,25.65139389038086,22.336851119995117,28.29199981689453,15.14194393157959,52.33424377441406,23.64238929748535,24.39913558959961,18.17984962463379,52.536197662353516
2013-03-01,13.459197044372559,13.32450008392334,9.52121639251709,156280.0,32.732669830322266,69.13327026367188,89.14207458496094,19.711706161499023,123.5024642944336,56.838768005371094,33.30584716796875,26.790868759155273,23.178001403808594,26.71380043029785,15.966259956359863,52.93880081176758,24.973634719848633,25.727584838867188,19.2200927734375,53.20243835449219
2013-04-01,13.462844848632812,12.690500259399414,9.622838020324707,159000.0,34.52320098876953,70.98932647705078,85.94188690185547,20.46573829650879,117.2723159790039,59.41824722290039,34.39358139038086,28.245962142944336,26.815515518188477,27.08562660217285,16.082441329956055,52.739559173583984,27.39223861694336,26.41615867614746,20.091182708740234,52.54118347167969
2013-05-01,13.674160957336426,13.460000038146973,10.67814826965332,171300.0,38.46680450439453,71.41988372802734,89.91319274902344,21.623584747314453,120.44527435302734,58.68622589111328,38.548973083496094,26.684526443481445,28.273765563964844,27.911914825439453,15.064491271972656,53.12015151977539,24.89186668395996,28.20366668701172,19.346683502197266,53.41498947143555
2013-06-01,12.136406898498535,13.884499549865723,10.052779197692871,168600.0,35.500186920166016,69.40925598144531,89.41197204589844,21.850683212280273,111.1729507446289,60.3073844909668,37.27790451049805,26.764598846435547,28.178321838378906,25.37521743774414,15.625190734863281,53.27930450439453,25.846872329711914,28.930471420288086,19.3716983795166,53.71315002441406
2013-07-01,13.850372314453125,15.060999870300293,11.421499252319336,173900.0,38.5861930847168,73.8375244140625,94.7120361328125,22.033857345581055,113.45909881591797,65.67366790771484,39.3539924621582,26.92943572998047,25.97562026977539,26.730331420898438,16.30575942993164,55.56991195678711,25.405302047729492,30.493711471557617,20.26889991760254,55.734458923339844
2013-08-01,14.912115097045898,14.048999786376953,11.045997619628906,167050.0,35.766605377197266,70.63511657714844,89.93174743652344,21.01996612548828,106.0305404663086,60.69370651245117,35.942195892333984,25.652843475341797,27.24830436706543,26.42605972290039,15.865092277526855,54.3058967590332,24.573766708374023,28.797271728515625,18.97901725769043,51.81671142578125
2013-09-01,14.688003540039062,15.631999969482422,10.79566764831543,170410.0,35.90670394897461,71.85138702392578,92.84651184082031,21.739990234375,108.26183319091797,61.349159240722656,36.767303466796875,25.451274871826172,27.341712951660156,27.512624740600586,16.157543182373047,52.702293395996094,24.205535888671875,29.164220809936523,19.350664138793945,51.504417419433594
2013-10-01,16.103660583496094,18.201499938964844,10.936331748962402,172994.0,36.10655212402344,70.94068908691406,102.37340545654297,25.578882217407227,104.77159118652344,65.53861999511719,36.66061019897461,26.780139923095703,29.091636657714844,27.786348342895508,17.25982666015625,56.29988479614258,26.19715118408203,30.131183624267578,20.080636978149414,53.647422790527344
2013-11-01,17.131744384765625,19.680999755859375,12.38459300994873,174750.0,39.17880630493164,72.40728759765625,104.40990447998047,26.298904418945312,105.04637908935547,66.98939514160156,41.00066375732422,27.199726104736328,31.32630729675293,29.377105712890625,17.844715118408203,59.1783332824707,26.027254104614258,31.069931030273438,21.195201873779297,55.95807647705078
2013-12-01,17.38515853881836,19.93950080871582,12.188881874084473,177900.0,38.57912826538086,74.48822021484375,109.77529907226562,27.81589698791504,110.24797821044922,65.26931762695312,41.90351867675781,28.153581619262695,30.96786880493164,31.849472045898438,17.359445571899414,57.203834533691406,25.775470733642578,32.27105712890625,20.588211059570312,60.99153137207031
