Date,AAPL,AMZN,AVGO,BRK-A,COST,GOOGL,HD,JPM,LLY,MA,META,MSFT,NVDA,ORCL,PG,TSLA,UNH,V,WMT,XOM
2024-03-11,171.06317138671875,174.4199981689453,120.56334686279297,618134.0,717.7462768554688,140.022705078125,355.1962890625,181.38052368164062,743.7944946289062,469.6184387207031,480.8403015136719,410.1250915527344,87.78746032714844,122.52479553222656,152.14181518554688,163.57000732421875,469.84539794921875,278.8570251464844,59.271148681640625,104.06135559082031
2024-03-18,170.72625732421875,178.8699951171875,132.07516479492188,623040.0,726.8167114257812,149.53411865234375,371.4225158691406,187.40431213378906,760.0083618164062,475.38226318359375,506.1487121582031,422.25885009765625,94.23580932617188,124.72074890136719,152.40576171875,170.8300018310547,469.1274108886719,279.0737609863281,59.65923309326172,106.13753509521484
2024-03-25,169.93345642089844,180.3800048828125,129.88783264160156,634440.0,724.6702880859375,149.6927947998047,365.06524658203125,190.91183471679688,767.2572631835938,475.2835693359375,482.310302734375,414.360107421875,90.30504608154297,122.59310913085938,152.9619903564453,175.7899932861328,473.55963134765625,274.9555358886719,58.9731559753418,108.7093734741211
2024-04-01,168.05059814453125,185.07000732421875,131.26173400878906,631255.0,705.9656372070312,151.2499237060547,340.5784912109375,188.19540405273438,773.4212646484375,470.9212646484375,523.7890625,419.0875244140625,87.95836639404297,121.90017700195312,147.16404724121094,164.89999389648438,436.2644348144531,273.044189453125,58.65951919555664,113.50703430175781
2024-04-08,174.95774841308594,186.1300048828125,131.71646118164062,608091.0,723.3646240234375,156.43704223632812,326.30322265625,175.23876953125,741.29931640625,459.3049011230469,508.4530334472656,415.52227783203125,88.13626098632812,118.2011947631836,146.4381103515625,171.0500030517578,420.43133544921875,271.8816833496094,58.94375228881836,112.57182312011719
2024-04-15,163.51190185546875,174.6300048828125,118.05943298339844,611244.0,701.801513671875,152.82687377929688,319.1561279296875,178.1244354248047,716.3177490234375,450.06787109375,477.8306579589844,393.0866394042969,76.15702056884766,112.4826431274414,149.08729553222656,147.0500030517578,479.7148742675781,265.7929992675781,58.34587860107422,112.11356353759766
2024-04-22,167.7731170654297,179.6199951171875,131.71646118164062,606920.0,721.2578125,170.5404815673828,318.8991394042969,185.4967498779297,723.4188232421875,457.0157470703125,440.3050537109375,400.1778259277344,87.68553161621094,114.76403045654297,153.03880310058594,168.2899932861328,474.1818542480469,270.4629211425781,58.963356018066406,110.31795501708984
2024-04-29,181.72613525390625,186.2100067138672,125.25250244140625,603000.0,736.9989624023438,165.8690948486328,326.2842102050781,182.63986206054688,724.858642578125,438.3958435058594,448.9166564941406,400.51263427734375,88.73892211914062,113.38346099853516,156.046630859375,181.19000244140625,471.40582275390625,264.52203369140625,58.63011932373047,108.48491668701172
2024-05-06,181.3991241455078,187.47999572753906,130.6120147705078,622000.0,779.8872680664062,167.26751708984375,329.69122314453125,190.55862426757812,749.5443115234375,451.6392517089844,472.9934997558594,408.4704895019531,89.82730102539062,114.23529815673828,158.31436157226562,168.47000122070312,490.8956604003906,276.5909729003906,59.2769889831543,110.31795501708984
2024-05-13,188.41282653808594,184.6999969482422,136.73593139648438,629375.0,788.4273071289062,174.6167755126953,327.5784912109375,196.32994079589844,759.40673828125,454.8907470703125,468.73236083984375,413.8578186035156,92.42684173583984,120.92276763916016,159.06394958496094,177.4600067138672,502.2105712890625,275.9604797363281,63.58335876464844,111.88910675048828
2024-05-20,188.52195739746094,180.75,137.96578979492188,615900.0,802.2181396484375,173.55555725097656,309.3918151855469,192.41848754882812,797.67919921875,445.9070129394531,474.9998779296875,424.42156982421875,106.40894317626953,120.3450927734375,156.87210083007812,179.24000549316406,486.4539489746094,270.933837890625,64.30132293701172,106.93363952636719
2024-05-27,190.77455139160156,176.44000244140625,130.19552612304688,627400.0,802.3766479492188,171.08595275878906,318.6897888183594,194.25917053222656,810.4332885742188,441.8450622558594,463.6865234375,409.5920715332031,109.57115936279297,114.74444580078125,156.12252807617188,178.0800018310547,474.200927734375,268.93011474609375,64.675048828125,110.55403137207031
2024-06-03,195.37893676757812,184.3000030517578,137.84820556640625,622291.0,837.7355346679688,173.0299072265625,313.3921813964844,191.6898956298828,839.72509765625,444.5332946777344,489.6405334472656,418.19580078125,120.81981658935547,123.2922592163086,158.51361083984375,177.47999572753906,469.720947265625,275.0596923828125,64.79307556152344,106.30195617675781
2024-06-10,210.85922241210938,183.66000366210938,170.0308074951172,610900.0,847.73193359375,175.3408203125,332.37603759765625,185.7747802734375,867.8414306640625,439.4335632324219,500.7651672363281,436.666015625,131.80560302734375,135.24746704101562,158.25743103027344,178.00999450683594,475.8761901855469,267.1534118652344,65.91427612304688,102.8701171875
2024-06-17,205.89759826660156,189.0800018310547,162.54275512695312,615001.0,840.440185546875,178.3620147705078,340.96240234375,188.19068908691406,873.205810546875,449.5341796875,491.9363098144531,443.7798156738281,126.5090103149414,138.54713439941406,159.6522216796875,183.00999450683594,461.9671630859375,271.6544189453125,66.78958892822266,104.42576599121094
2024-06-24,209.00355529785156,193.25,157.3390655517578,612241.0,842.1046142578125,180.8642120361328,329.88446044921875,193.90444946289062,894.4462280273438,436.0041809082031,501.322021484375,440.98760986328125,123.48046875,138.25338745117188,156.4830780029297,197.8800048828125,489.56549072265625,259.069580078125,66.59288024902344,108.53641510009766
2024-07-01,224.60292053222656,200.0,167.45135498046875,618545.0,877.4536743164062,189.2545623779297,320.6272888183594,196.32994079589844,903.5252685546875,444.2367858886719,536.806884765625,461.3226318359375,125.76935577392578,141.80763244628906,156.75827026367188,251.52000427246094,469.1372985839844,266.8573303222656,68.88443756103516,106.88650512695312
2024-07-08,228.77069091796875,194.49000549316406,167.19183349609375,639500.0,835.0803833007812,183.76358032226562,344.7668151855469,197.56243896484375,936.9467163085938,434.96636962890625,496.00274658203125,447.4995422363281,129.177734375,141.74891662597656,158.08665466308594,248.22999572753906,491.74774169921875,262.2972106933594,68.09764099121094,106.7922134399414
2024-07-15,222.58848571777344,183.1300048828125,154.68983459472656,652040.0,830.354736328125,176.4058837890625,348.2071533203125,202.2281951904297,847.1148071289062,439.1541442871094,474.0496826171875,431.27880859375,117.8731689453125,136.05154418945312,159.3675537109375,239.1999969482422,543.4671630859375,262.0208740234375,69.58272552490234,109.43209075927734
2024-07-22,216.28724670410156,182.5,149.0665283203125,657180.0,810.0150146484375,165.82115173339844,344.5176696777344,204.5996551513672,794.9031372070312,433.7004089355469,463.0234375,419.5967712402344,113.00550842285156,136.49337768554688,161.42379760742188,219.8000030517578,547.6873168945312,256.0986022949219,68.62873840332031,110.62003326416016
2024-07-29,218.1726531982422,167.89999389648438,141.38856506347656,641435.0,815.613037109375,165.4835662841797,340.6078186035156,191.97120666503906,794.7449951171875,457.2966613769531,485.33447265625,403.0406494140625,107.21829223632812,130.8671417236328,162.3497314453125,207.6699981689453,567.0196533203125,263.1263122558594,67.33051300048828,110.19577026367188
2024-08-05,214.58045959472656,166.94000244140625,145.75347900390625,647523.0,848.2046508789062,162.51467895507812,334.10101318359375,198.3914794921875,880.91162109375,452.1102600097656,514.794189453125,400.60357666015625,104.69951629638672,129.66920471191406,162.78880310058594,200.0,537.1511840820312,256.3946533203125,66.82892608642578,112.05309295654297
2024-08-12,224.31515502929688,177.05999755859375,162.91830444335938,667130.0,863.7415161132812,161.80967712402344,346.9613342285156,206.26734924316406,910.9840698242188,464.0865783691406,524.388671875,412.8874816894531,124.51995849609375,134.9812774658203,160.25924682617188,216.1199951171875,555.3394775390625,264.4451904296875,72.23817443847656,111.41199493408203
2024-08-19,225.35963439941406,177.0399932861328,163.54750061035156,680330.0,872.2936401367188,164.45091247558594,359.9271240234375,210.4511260986328,942.5494995117188,461.6715087890625,524.9653930664062,411.97113037109375,129.30763244628906,136.67013549804688,161.48106384277344,220.32000732421875,561.9053955078125,264.5045471191406,74.66327667236328,110.55070495605469
2024-08-26,227.5055389404297,178.5,160.06736755371094,715300.0,885.3600463867188,162.22671508789062,353.1327819824219,216.70751953125,949.7516479492188,478.3987731933594,518.3138427734375,412.3171081542969,119.31246948242188,138.7321014404297,163.74334716796875,214.11000061035156,567.3753051757812,273.3365173339844,76.17232513427734,112.09036254882812
2024-09-02,219.37893676757812,171.38999938964844,134.68386840820312,689287.0,869.7835693359375,149.85464477539062,347.1308288574219,204.81173706054688,893.0546264648438,471.2525634765625,497.39471435546875,397.05560302734375,102.78044891357422,139.2427215576172,167.6092529296875,210.72999572753906,573.7970581054688,276.3035888671875,75.59039306640625,107.05323028564453
2024-09-09,221.04795837402344,186.49000549316406,164.8550262451172,671750.0,908.794189453125,156.3485107421875,366.3553771972656,196.9647674560547,913.8300170898438,488.3162841796875,521.6046752929688,425.611572265625,119.04259490966797,159.0966339111328,166.16790771484375,230.2899932861328,571.3359985351562,284.19598388671875,79.49617004394531,105.63713836669922
2024-09-16,226.71075439453125,191.60000610351562,168.20736694335938,685490.0,899.84521484375,162.6507568359375,375.8712158203125,203.4910430908203,911.6337280273438,487.70263671875,558.1235961914062,430.2374572753906,115.95401763916016,164.95858764648438,166.3015594482422,238.25,552.76318359375,281.6443176269531,77.97725677490234,109.55278015136719
2024-09-23,226.3034210205078,187.97000122070312,170.32884216308594,686182.0,878.6531982421875,163.00869750976562,385.1942443847656,202.9222869873047,868.401123046875,488.5934753417969,564.63720703125,423.0712890625,121.35187530517578,165.6851806640625,165.66197204589844,260.4599914550781,561.3316650390625,272.14971923828125,78.68739318847656,110.07550811767578
2024-09-30,225.31988525390625,186.50999450683594,174.22483825683594,693839.0,876.1629028320312,166.10084533691406,393.7074279785156,203.61634826660156,877.6709594726562,492.6119689941406,593.080078125,411.2496032714844,124.87047576904297,167.76678466796875,161.20428466796875,250.0800018310547,570.3519287109375,274.87939453125,79.83151245117188,118.63863372802734
2024-10-07,226.0650177001953,188.82000732421875,178.99868774414062,691500.0,882.036376953125,162.30279541015625,397.1203918457031,215.6009979248047,922.0906982421875,497.12530517578125,587.118896484375,411.5066223144531,134.74656677246094,172.58790588378906,163.31381225585938,217.8000030517578,576.9603271484375,274.7904052734375,79.0030288696289,117.47913360595703
2024-10-14,233.46636962890625,188.99000549316406,177.43040466308594,698500.0,882.562255859375,162.48171997070312,400.10919189453125,218.5883026123047,908.1513061523438,511.7408752441406,573.7035522460938,413.3253173828125,137.94529724121094,171.91314697265625,163.4951629638672,220.6999969482422,549.5232543945312,287.4301452636719,80.19644165039062,114.05769348144531
2024-10-21,229.89981079101562,187.8300018310547,170.63462829589844,681999.0,884.2091674804688,164.3211212158203,384.5965270996094,215.62042236328125,883.1517333984375,502.8408508300781,570.4990234375,423.19976806640625,141.48388671875,170.76174926757812,161.51832580566406,269.19000244140625,544.6514282226562,278.6377258300781,81.38001251220703,113.5634765625
2024-10-28,221.4552764892578,197.92999267578125,166.61041259765625,678000.0,870.4086303710938,170.30654907226562,378.5032043457031,216.23143005371094,810.170654296875,503.5544128417969,564.4381713867188,405.6253967285156,135.34632873535156,167.3173828125,158.5226593017578,248.97999572753906,547.5455932617188,287.54876708984375,81.06439208984375,109.2486572265625
2024-11-04,225.47885131835938,208.17999267578125,181.12913513183594,695878.0,937.6196899414062,177.32603454589844,391.3356628417969,229.84896850585938,822.6458129882812,520.0859375,586.5118408203125,417.6546936035156,147.5714569091797,186.24169921875,161.02867126464844,321.2200012207031,594.0941162109375,304.4907531738281,83.6682357788086,115.10313415527344
2024-11-11,223.77755737304688,202.61000061035156,162.58619689941406,705999.0,901.1302490234375,171.4996795654297,393.5338439941406,237.92831420898438,738.2186889648438,517.2415161132812,551.4210815429688,410.2017822265625,141.92369079589844,180.8192901611328,162.78573608398438,320.7200012207031,571.3456420898438,306.24139404296875,83.09617614746094,113.39241027832031
2024-11-18,228.62110900878906,197.1199951171875,161.9845428466797,714280.0,957.6974487304688,163.8140411376953,404.92974853515625,241.07083129882812,741.2349243164062,516.2205200195312,556.4567260742188,412.1787109375,141.89373779296875,189.23338317871094,169.25723266601562,352.55999755859375,570.0335083007812,307.10101318359375,89.20140838623047,116.70053100585938
2024-11-25,236.04058837890625,207.88999938964844,159.8639373779297,724040.0,965.515869140625,167.97998046875,413.732177734375,242.2056121826172,788.1460571289062,528.1930541992188,571.5639038085938,419.40179443359375,138.19520568847656,181.90179443359375,172.1185302734375,345.1600036621094,588.6819458007812,312.2140808105469,91.23320007324219,113.03057861328125
2024-12-02,241.52064514160156,227.02999877929688,177.07534790039062,705237.0,986.1101684570312,173.70692443847656,418.08184814453125,239.91664123535156,819.2220458984375,523.8619384765625,620.7765502929688,439.319091796875,142.383544921875,188.64292907714844,166.89524841308594,389.2200012207031,530.2381591796875,308.1811218261719,94.38937377929688,108.82404327392578
2024-12-09,246.7819061279297,227.4600067138672,221.7263641357422,685934.0,982.8714599609375,188.7301788330078,404.1351318359375,232.71990966796875,781.9725341796875,524.2881469726562,617.3729248046875,442.983642578125,134.20602416992188,170.63381958007812,164.2451934814453,436.2300109863281,502.1258239746094,311.8771667480469,92.95923614501953,106.20811462402344
2024-12-16,253.10736083984375,224.9199981689453,217.7711944580078,682500.0,947.822509765625,190.52915954589844,380.5061340332031,230.45033264160156,760.8059692382812,523.3267822265625,582.44140625,432.4158630371094,134.65586853027344,166.96311950683594,161.36473083496094,421.05999755859375,484.3440856933594,314.8201904296875,91.1783218383789,101.44581604003906
2024-12-23,254.20138549804688,223.75,238.44461059570312,684909.0,933.5465698242188,191.8729248046875,380.7581481933594,233.9128875732422,776.076416015625,527.4596557617188,597.4130249023438,426.404052734375,136.96511840820312,166.27423095703125,162.77613830566406,431.6600036621094,493.8927917480469,315.76153564453125,90.6050033569336,102.03031921386719
2024-12-30,249.05947875976562,219.38999938964844,229.28280639648438,680920.0,910.27001953125,188.4288787841797,377.00732421875,232.49684143066406,765.0076293945312,521.8796997070312,583.170166015625,417.46063232421875,134.2460174560547,163.9911346435547,160.97103881835938,403.8399963378906,489.8931884765625,313.1654052734375,89.31006622314453,103.07477569580078
