Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-A,GOOGL,JNJ,JPM,LLY,MA,META,MSFT,NVDA,ORCL,PLTR,TSLA,V,WMT,XOM
2025-01-01,240.89407348632812,170.66432189941406,222.11000061035156,226.11810302734375,44.78374481201172,678560.0,194.5903778076172,141.1364288330078,235.85272216796875,766.285888671875,506.8448791503906,615.4208374023438,418.3222961425781,140.09408569335938,159.45437622070312,69.98999786376953,394.3599853515625,308.8351135253906,89.7647705078125,104.20545959472656
2025-01-08,232.01258850097656,166.880859375,217.75999450683594,222.2215576171875,44.49217987060547,675760.0,188.78720092773438,139.70799255371094,241.262939453125,738.1629638671875,504.4860534667969,591.875244140625,411.6865234375,131.71682739257812,153.8253173828125,65.91000366210938,396.3599853515625,306.278564453125,89.7450180053711,105.13493347167969
2025-01-15,221.43040466308594,164.08604431152344,230.7100067138672,237.6593780517578,45.34742736816406,702553.0,197.1385955810547,142.98956298828125,256.4327087402344,735.6260986328125,524.1278686523438,613.9964599609375,424.3935546875,140.78387451171875,170.2442626953125,73.06999969482422,424.07000732421875,320.6863098144531,92.00865936279297,106.81179809570312
2025-01-22,236.96551513671875,167.7444610595703,238.14999389648438,205.0728302001953,45.522361755371094,705000.0,194.4012451171875,145.14190673828125,260.4395751953125,797.6987915039062,543.2841186523438,671.6353759765625,442.914306640625,128.94775390625,161.78977966308594,80.2300033569336,398.0899963378906,331.4376220703125,96.17019653320312,103.52513122558594
2025-01-29,231.53518676757812,182.27255249023438,242.05999755859375,219.97659301757812,45.396018981933594,702179.0,205.43028259277344,148.14356994628906,261.219482421875,818.5878295898438,554.9465942382812,701.3759155273438,408.4180908203125,118.61112976074219,165.62733459472656,103.83000183105469,392.2099914550781,342.01055908203125,99.61014556884766,105.36489868164062
2025-02-05,231.35617065429688,184.07656860351562,232.75999450683594,232.44749450683594,45.4737663269043,709489.0,184.46719360351562,150.6916046142578,268.0926513671875,857.165283203125,560.4949951171875,716.9235229492188,407.49700927734375,132.7565155029297,174.802001953125,112.62000274658203,328.5,347.5298767089844,101.29058074951172,107.0034408569336
2025-02-12,243.4091339111328,188.3179168701172,226.64999389648438,226.00930786132812,45.2210807800293,725000.0,182.92430114746094,149.59132385253906,272.92828369140625,849.4358520507812,564.3759155273438,713.5072021484375,405.7142639160156,139.35433959960938,177.3768310546875,124.62000274658203,354.1099853515625,354.0800476074219,102.58549499511719,105.53736877441406
2025-02-19,245.9679718017578,195.88902282714844,212.8000030517578,200.3059844970703,42.70393753051758,750041.0,174.61273193359375,161.58786010742188,250.94387817382812,895.1719970703125,559.830078125,654.8724975585938,394.0867614746094,126.58851623535156,166.2685546875,87.83999633789062,302.79998779296875,349.4744873046875,96.56558990478516,106.08499908447266
2025-02-26,234.9061737060547,199.36270141601562,203.8000030517578,185.412109375,41.46966552734375,742800.0,170.13343811035156,160.93601989746094,243.9732208251953,904.364013671875,550.9367065429688,637.4424438476562,385.65753173828125,115.9520034790039,155.34776306152344,84.4000015258789,272.0400085449219,349.6134948730469,93.87689971923828,103.96774291992188
2025-03-05,219.8816680908203,204.95704650878906,196.58999633789062,187.99330139160156,38.49574279785156,744708.0,163.28509521484375,161.36407470703125,223.3927001953125,818.0033569335938,521.8845825195312,603.2894897460938,377.5595397949219,108.72437286376953,142.2368621826172,78.05000305175781,230.5800018310547,329.6726989746094,86.43357849121094,105.53394317626953
2025-03-12,211.76702880859375,205.20655822753906,192.82000732421875,186.58895874023438,40.73380661010742,783684.0,160.1147918701172,159.7977294921875,229.0764617919922,816.46484375,526.2420043945312,580.0327758789062,380.6062316894531,115.3921890258789,147.4358673095703,83.88999938964844,225.30999755859375,332.28314208984375,84.6048583984375,109.8651123046875
2025-03-19,222.77902221679688,193.2021942138672,205.7100067138672,186.18348693847656,42.32794952392578,792966.0,169.97064208984375,156.65530395507812,244.83116149902344,846.0855102539062,541.1005249023438,624.3621826171875,392.1578063964844,120.66156768798828,151.85548400878906,96.5,288.1400146484375,342.05999755859375,83.78441619873047,112.71710968017578
2025-03-26,222.22145080566406,197.9329376220703,192.1699981689453,167.16554260253906,40.57732391357422,800300.0,156.52725219726562,149.0959014892578,237.5485076904297,799.311767578125,544.4255981445312,584.1774291992188,379.286376953125,110.1240463256836,140.02706909179688,84.68000030517578,268.4599914550781,343.77716064453125,88.0487060546875,115.08573913574219
2025-04-02,171.6717987060547,168.5697479248047,170.66000366210938,154.7759246826172,34.25942611694336,739101.0,144.19998168945312,145.9340057373047,211.43045043945312,720.9022827148438,476.3463134765625,508.86248779296875,351.8662414550781,96.27731323242188,122.82210540771484,77.31999969482422,221.86000061035156,305.9800109863281,81.07062530517578,97.42262268066406
2025-04-09,201.2628173828125,169.654052734375,179.58999633789062,177.51168823242188,37.15431594848633,792500.0,155.7698516845703,149.45587158203125,228.6825714111328,751.6149291992188,513.5274047851562,519.8980712890625,382.7994384765625,112.1735610961914,132.1348876953125,98.4000015258789,254.11000061035156,333.3154602050781,93.14349365234375,99.67522430419922
2025-04-16,198.87322998046875,168.2971954345703,173.17999267578125,168.21701049804688,37.477054595947266,780000.0,150.94659423828125,153.4739227294922,231.09564208984375,821.4578247070312,524.2334594726562,498.72412109375,364.0331115722656,98.86669921875,125.97608947753906,93.98999786376953,237.97000122070312,328.9382019042969,94.0157470703125,104.70249938964844
2025-04-23,210.29347229003906,187.40469360351562,187.38999938964844,189.63348388671875,39.110321044921875,801340.0,159.60658264160156,151.68380737304688,239.95338439941406,878.694091796875,536.5108642578125,552.7156982421875,391.0462951660156,108.99431610107422,139.39149475097656,116.08000183105469,292.0299987792969,338.9830322265625,95.1952896118164,104.76051330566406
2025-04-30,197.6485595703125,181.245361328125,185.00999450683594,198.48179626464844,39.94162368774414,768000.0,162.6659698486328,150.2828369140625,244.49505615234375,769.423095703125,555.70751953125,585.4833984375,430.0179443359375,113.51325988769531,146.23284912109375,108.86000061035156,275.3500061035156,345.1171569824219,97.68321990966797,101.23174285888672
2025-05-07,212.0059814453125,182.0685577392578,211.3699951171875,230.55194091796875,43.30595016479492,767000.0,158.978759765625,144.41629028320312,257.9925537109375,740.57666015625,573.2041625976562,653.98974609375,445.72772216796875,129.89938354492188,160.65814208984375,128.10000610351562,334.07000732421875,353.49444580078125,95.03668975830078,105.82396697998047
2025-05-14,206.232421875,179.01792907714844,204.07000732421875,229.81788635253906,43.70693588256836,762320.0,163.4133758544922,149.4947967529297,260.61163330078125,741.5196533203125,577.6976928710938,635.1185913085938,454.6890869140625,134.3483428955078,158.7176055908203,125.58999633789062,343.82000732421875,364.7196350097656,97.1741943359375,101.46377563476562
