Date,AAPL,AMZN,BAC,BRK-A,CVX,GOOGL,INTC,JNJ,JPM,KO,META,MSFT,PFE,PG,UNH,V,VZ,WFC,WMT,XOM
2018-01-01,40.945255279541016,61.457000732421875,24.991817474365234,301525.0,89.67675018310547,55.0594367980957,37.559059143066406,112.7371597290039,86.21163177490234,35.66061019897461,185.39512634277344,80.92581939697266,24.10508155822754,72.75112915039062,199.69964599609375,112.21885681152344,33.051666259765625,49.97538375854492,29.305917739868164,59.76538848876953
2018-01-08,41.43428039550781,65.26000213623047,25.70045280456543,315225.0,93.67328643798828,56.069087982177734,36.29981994628906,115.95907592773438,90.12427520751953,35.72251510620117,177.9733428955078,82.21971893310547,23.895811080932617,71.45146942138672,199.62112426757812,113.38011932373047,32.66119384765625,49.816097259521484,29.52250099182129,60.295860290527344
2018-01-15,41.75481033325195,64.72899627685547,26.137168884277344,320238.0,92.06065368652344,56.70631790161133,37.6262092590332,117.23201751708984,90.39622497558594,36.50431823730469,179.87841796875,82.58676147460938,24.157400131225586,72.61563110351562,212.46414184570312,115.84429931640625,33.06505584716797,51.14612579345703,30.61127281188965,60.04098129272461
2018-01-22,40.128692626953125,70.10250091552734,26.53268814086914,325915.0,91.98351287841797,58.891265869140625,42.04195785522461,115.61703491210938,93.04389190673828,37.56477355957031,188.5205841064453,86.31233215332031,25.51109504699707,70.48570251464844,216.93423461914062,119.26204681396484,34.85493087768555,52.507991790771484,31.72344970703125,61.31550216674805
2018-01-29,37.552650451660156,71.49749755859375,26.326696395874023,314340.0,83.1420669555664,55.501285552978516,38.74273681640625,109.53107452392578,91.41210174560547,36.17147445678711,188.7983856201172,84.22016906738281,23.94158172607422,67.689697265625,202.44992065429688,114.15433502197266,33.74660873413086,51.02665710449219,30.57907485961914,58.23595428466797
2018-02-05,36.595703125,66.9800033569336,24.991817474365234,294140.0,79.58023834228516,51.88467025756836,36.895851135253906,103.04737091064453,88.02056884765625,33.3848876953125,174.73873901367188,80.91666412353516,22.546344757080078,64.2108383178711,192.9158477783203,109.8207778930664,31.772010803222656,44.96969223022461,29.083492279052734,52.207733154296875
2018-02-12,40.50844192504883,72.43450164794922,26.343164443969727,306000.0,78.62665557861328,54.325992584228516,38.50691223144531,105.92725372314453,91.73207092285156,34.8168830871582,175.97900390625,84.4220199584961,23.932390213012695,66.36405181884766,200.2584686279297,115.04177856445312,31.943986892700195,48.03016662597656,30.66687774658203,53.270545959472656
2018-02-19,41.22965621948242,75.0,26.392610549926758,304020.0,79.72801971435547,55.942134857177734,40.340980529785156,105.02828216552734,93.83578491210938,34.089271545410156,181.8628387451172,86.71780395507812,23.932390213012695,65.11872863769531,200.94818115234375,116.26351928710938,30.75922966003418,47.40525436401367,27.186931610107422,53.95957946777344
2018-02-26,41.39646530151367,75.01249694824219,26.063007354736328,303100.0,79.05528259277344,53.76264572143555,41.3974723815918,102.4825210571289,90.64419555664062,33.84156799316406,175.24476623535156,85.7866439819336,23.7277774810791,63.873409271240234,196.60894775390625,114.22064208984375,30.740114212036133,45.99519729614258,25.981088638305664,52.5815315246582
2018-03-05,42.28213119506836,78.94450378417969,27.06233024597168,319600.0,83.00666046142578,57.566219329833984,44.11053466796875,107.12596130371094,94.4197006225586,34.69303512573242,183.78770446777344,89.00421142578125,24.26899528503418,64.50810241699219,196.8184814453125,117.75785827636719,31.217838287353516,46.65215301513672,25.966455459594727,51.89249801635742
2018-03-12,41.821678161621094,78.58399963378906,26.60743522644043,310630.0,81.7178726196289,56.256046295166016,43.24843978881836,107.02986907958984,92.33997344970703,33.64032745361328,183.6488037109375,87.21563720703125,24.275592803955078,63.447566986083984,199.5987548828125,117.7767562866211,30.93120574951172,44.78542709350586,26.25375747680664,52.28224563598633
2018-03-19,38.74883270263672,74.77799987792969,24.126171112060547,288755.0,80.00418853759766,50.906761169433594,41.71864318847656,100.1603775024414,85.59685516357422,33.05487823486328,158.14889526367188,80.37483978271484,22.764150619506836,60.989051818847656,186.1876220703125,110.65509796142578,29.48529052734375,40.84367370605469,25.149669647216797,50.73020935058594
2018-03-26,39.4160270690918,72.36699676513672,24.804380416870117,299100.0,80.75482177734375,51.43191146850586,44.01755905151367,102.60233306884766,87.96455383300781,33.913848876953125,158.5458221435547,84.14557647705078,23.424165725708008,63.6966552734375,187.4578399658203,113.13301849365234,30.459848403930664,41.989349365234375,26.19487762451172,51.92729949951172
2018-04-02,39.55699157714844,70.2614974975586,24.50663185119629,294000.0,81.26466369628906,50.083560943603516,41.23687744140625,102.56230926513672,87.26062774658203,34.2964973449707,155.97598266601562,83.18675231933594,23.212963104248047,63.01371383666992,196.1824951171875,111.317138671875,30.2432804107666,41.845130920410156,25.523591995239258,52.1082649230957
2018-04-09,41.04876708984375,71.53949737548828,24.647233963012695,295891.0,84.91860961914062,51.37736129760742,43.83162307739258,104.57992553710938,88.6759262084961,34.7572135925293,163.23898315429688,85.81430053710938,23.971988677978516,62.96549987792969,196.46279907226562,114.20174407958984,30.357940673828125,40.771568298339844,25.32632064819336,54.175315856933594
2018-04-16,38.932064056396484,76.37449645996094,25.027698516845703,300140.0,86.61100769042969,53.42445373535156,43.552703857421875,101.40938568115234,89.61653900146484,34.15593338012695,164.9852752685547,87.58444213867188,24.17659568786621,59.29378128051758,205.9057159423828,117.46463775634766,30.894723892211914,42.10951614379883,25.608972549438477,54.982666015625
2018-04-23,38.13333511352539,78.63099670410156,24.936721801757812,295995.0,89.66303253173828,51.14974594116211,44.56694412231445,102.69843292236328,87.9523696899414,33.82015609741211,172.2383575439453,88.34040832519531,24.420799255371094,59.039703369140625,210.39073181152344,119.17650604248047,33.261802673339844,41.949283599853516,25.700244903564453,54.14052200317383
2018-04-30,43.186607360839844,79.04750061035156,24.233692169189453,292600.0,88.89118957519531,52.11922836303711,44.60919952392578,99.4317855834961,87.17253875732422,33.078311920166016,175.23484802246094,87.7319564819336,22.995153427124023,58.73157501220703,206.64157104492188,121.20989227294922,31.081762313842773,41.989349365234375,25.77090835571289,53.521114349365234
2018-05-07,44.30485153198242,80.14550018310547,25.573572158813477,298770.0,91.94322204589844,54.71676254272461,46.47328567504883,101.8737564086914,91.53800201416016,32.906517028808594,185.53402709960938,90.07365417480469,23.430767059326172,59.493812561035156,208.7263946533203,124.67144775390625,31.35910987854004,43.95217514038086,24.549049377441406,56.569496154785156
2018-05-14,43.93800354003906,78.71849822998047,25.027698516845703,294380.0,90.54113006591797,53.04359817504883,45.47869873046875,99.47180938720703,89.34320831298828,32.93775177001953,181.25758361816406,88.83826446533203,23.75279998779297,59.55867004394531,214.2975616455078,122.88390350341797,30.791513442993164,43.346778869628906,24.78073501586914,57.1569709777832
2018-05-21,44.47334289550781,80.50749969482422,24.944988250732422,290886.0,87.28054809570312,53.75967025756836,47.127838134765625,97.2540512084961,88.9653549194336,33.109554290771484,183.4801483154297,91.07520294189453,23.779457092285156,60.25602722167969,214.5691375732422,124.36024475097656,31.29461097717285,44.315406799316406,24.431129455566406,55.33610153198242
2018-05-28,44.86483383178711,82.0770034790039,24.316402435302734,289200.0,88.46627807617188,56.28480529785156,48.52195739746094,97.80594635009766,87.1484146118164,33.67177963256836,192.47952270507812,93.32520294189453,24.159337997436523,59.55867004394531,213.1675262451172,123.9529037475586,30.83666229248047,44.1458854675293,24.588153839111328,57.52957534790039
2018-06-04,45.20914077758789,84.19950103759766,24.922338485717773,294055.0,90.31632232666016,56.171241760253906,46.79631805419922,100.06436157226562,89.3271255493164,34.319908142089844,187.6276092529297,94.10299682617188,24.439252853393555,62.5832405090332,219.5884246826172,127.63784790039062,31.72029685974121,44.94503402709961,24.994054794311523,58.7739372253418
2018-06-11,44.5346565246582,85.79850006103516,24.316099166870117,287626.0,88.60197448730469,57.48836135864258,46.847320556640625,98.89482116699219,86.74644470214844,34.45267105102539,194.32504272460938,92.71407318115234,24.232650756835938,62.74541473388672,224.2310791015625,127.97883605957031,30.997920989990234,44.37997817993164,24.798511505126953,56.7070198059082
2018-06-18,43.61019515991211,85.78350067138672,24.075260162353516,286541.0,89.35917663574219,57.985260009765625,44.62863540649414,99.08036041259766,85.0179443359375,34.07408905029297,200.16917419433594,92.97338104248047,24.332624435424805,62.78596115112305,223.6089630126953,128.19674682617188,32.09438705444336,43.540504455566406,25.130348205566406,57.21319580078125
2018-06-25,43.65500259399414,84.98999786376953,23.410884857177734,282040.0,90.3092041015625,55.99668884277344,42.2569465637207,97.87046813964844,83.77180480957031,34.55467987060547,192.8069610595703,91.30667877197266,24.17934226989746,63.296791076660156,215.6709747314453,125.46852111816406,32.44912338256836,44.75130081176758,25.376253128051758,58.16230773925781
