Date,AAPL,AMZN,BAC,BRK-A,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,MA,META,MSFT,PG,UNH,V,VZ,WMT,XOM
2019-01-01,35.13124084472656,81.47550201416016,21.448570251464844,295400.0,106.7121353149414,53.35502243041992,148.07627868652344,40.8278694152832,103.78321075439453,82.01676940917969,37.59870910644531,183.27090454101562,136.97508239746094,95.274658203125,76.04163360595703,212.43577575683594,129.31375122070312,37.417686462402344,28.326602935791016,51.31485366821289
2019-01-08,35.62282943725586,80.8604965209961,22.128280639648438,292371.0,108.50738525390625,52.14452362060547,149.55674743652344,41.61103820800781,104.82098388671875,82.83053588867188,37.758880615234375,187.30593872070312,144.25791931152344,95.26531219482422,75.24095153808594,219.49693298339844,130.30218505859375,38.281890869140625,28.449445724487305,51.39375305175781
2019-01-15,37.242496490478516,84.80999755859375,24.586977005004883,306500.0,107.1754150390625,54.911163330078125,150.2008056640625,42.333953857421875,106.79022979736328,85.82569122314453,38.12725067138672,193.93746948242188,148.87171936035156,100.54901885986328,75.46381378173828,234.9287872314453,131.6327667236328,38.05483627319336,29.282405853271484,52.36955261230469
2019-01-22,37.11899185180664,81.89450073242188,24.863887786865234,301000.0,106.95342254638672,53.55040740966797,150.4098663330078,40.19961929321289,105.40111541748047,85.24310302734375,37.7748908996582,192.17092895507812,146.32177734375,98.0938720703125,77.80786895751953,236.05259704589844,129.24720764160156,36.70834732055664,29.081653594970703,51.11395263671875
2019-01-29,40.66940689086914,81.66549682617188,24.234533309936523,312000.0,107.90897369384766,56.603172302246094,155.9301300048828,42.359779357910156,108.5797348022461,85.54669952392578,39.44059371948242,206.3322296142578,167.9321746826172,98.70999908447266,81.56016540527344,237.3267822265625,134.48403930664062,36.02177810668945,28.395511627197266,53.682579040527344
2019-02-05,40.23717498779297,79.55000305175781,23.840131759643555,304884.0,105.63111877441406,54.65428161621094,152.9943084716797,41.97249984741211,107.86067199707031,82.78129577636719,39.72889709472656,208.43479919433594,164.49908447265625,98.2525634765625,81.75984191894531,227.5314178466797,133.81874084472656,36.028438568115234,28.8239803314209,53.16596221923828
2019-02-12,40.6458740234375,80.39749908447266,24.42753791809082,308139.0,108.67147064208984,55.52259826660156,160.91500854492188,44.74150848388672,111.43970489501953,86.61347961425781,36.22929382324219,213.24484252929688,161.23472595214844,101.02511596679688,81.93453979492188,239.91058349609375,137.72494506835938,36.768348693847656,29.959558486938477,56.375125885009766
2019-02-19,41.5545768737793,81.6500015258789,24.561800003051758,303300.0,109.63667297363281,55.40855026245117,158.8993377685547,45.9886589050293,111.2926025390625,87.06481170654297,35.98904037475586,214.40650939941406,163.3381805419922,104.17105865478516,82.84140014648438,234.13247680664062,139.06021118164062,37.848201751708984,29.698888778686523,56.948219299316406
2019-02-26,41.94094467163086,84.80850219726562,24.360408782958984,303400.0,110.35091400146484,57.19825744628906,153.73876953125,46.716156005859375,113.9061279296875,85.49745178222656,36.55764389038086,217.25796508789062,166.06678771972656,105.24407958984375,82.259033203125,208.84329223632812,140.86912536621094,37.488258361816406,29.318361282348633,58.261295318603516
2019-03-05,42.66838836669922,83.53099822998047,24.408870697021484,303279.0,110.75630950927734,58.479671478271484,152.59288024902344,46.205169677734375,113.971923828125,85.6287612915039,36.982078552246094,216.6339569091797,170.73020935058594,105.7784652709961,82.8497314453125,215.15231323242188,143.4492645263672,38.3814582824707,29.507118225097656,57.87681198120117
2019-03-12,44.843544006347656,87.10749816894531,25.15108871459961,309996.0,109.18303680419922,58.94035720825195,153.41250610351562,46.854732513427734,112.82861328125,87.95925903320312,36.36543273925781,221.19432067871094,159.22052001953125,110.22222137451172,84.45548248291016,226.4990234375,147.53372192382812,38.70808410644531,29.860681533813477,58.819908142089844
2019-03-19,45.01527786254883,88.71299743652344,22.637662887573242,299380.0,104.03853607177734,59.37823486328125,159.82974243164062,45.711517333984375,112.36795043945312,81.18118286132812,37.18374252319336,221.22308349609375,164.99517822265625,110.30657958984375,84.82987213134766,219.26881408691406,145.69613647460938,40.04790496826172,29.572509765625,57.97836685180664
2019-03-26,45.61153030395508,90.70950317382812,24.07149314880371,307800.0,108.59425354003906,59.45758819580078,164.85183715820312,47.20981979370117,114.31737518310547,85.86675262451172,37.74113464355469,229.5086669921875,167.3864288330078,111.58159637451172,86.22761535644531,218.0963897705078,149.72344970703125,39.387996673583984,29.467079162597656,59.29145812988281
2019-04-02,47.724674224853516,92.49299621582031,24.602855682373047,307461.0,110.95899200439453,59.91877365112305,171.5170440673828,48.22313690185547,111.98138427734375,86.6955337524414,37.60380554199219,226.83963012695312,173.56793212890625,112.4347152709961,87.33416748046875,220.9475860595703,150.18995666503906,39.41465759277344,29.891820907592773,60.2127799987793
2019-04-09,47.51716995239258,92.24349975585938,25.16794776916504,314500.0,127.44454193115234,60.823787689208984,172.62086486816406,48.7427864074707,112.29395294189453,90.90619659423828,37.96733093261719,229.92530822753906,178.25115966796875,113.48472595214844,87.96649169921875,204.47091674804688,152.7510528564453,39.13468933105469,30.855785369873047,58.507957458496094
2019-04-16,48.78125,94.3655014038086,25.345075607299805,314100.0,127.09708404541016,62.174129486083984,172.55345153808594,50.94261932373047,113.37147521972656,93.93254089355469,38.29045867919922,233.6749267578125,180.02725219726562,116.0253677368164,88.19944763183594,201.72625732421875,152.7129669189453,39.30892562866211,30.837709426879883,60.14022445678711
2019-04-23,48.80032730102539,96.92150115966797,25.952350616455078,324921.0,134.45187377929688,64.27873229980469,170.3457489013672,44.26517105102539,115.0247802734375,96.01626586914062,39.11442184448242,237.59750366210938,193.26336669921875,121.6597671508789,87.79150390625,210.91055297851562,156.2832794189453,38.27855682373047,30.59370994567871,58.01466369628906
2019-04-30,49.72334671020508,97.52749633789062,25.699316024780273,320000.0,130.30152893066406,59.18384552001953,168.21388244628906,44.36042022705078,116.87554931640625,95.1645736694336,39.15481185913086,239.04928588867188,192.37037658691406,120.14099884033203,88.54560852050781,213.61968994140625,154.50289916992188,38.32569885253906,30.86481285095215,55.954341888427734
2019-05-07,44.29499053955078,91.13400268554688,23.826906204223633,308360.0,126.76891326904297,56.36365509033203,160.3858642578125,39.00299835205078,112.85328674316406,90.50101470947266,38.81553268432617,232.06932067871094,180.12644958496094,115.64098358154297,88.90586853027344,212.77584838867188,149.79010009765625,38.21794128417969,30.09063148498535,54.92420196533203
2019-05-14,43.835880279541016,92.94850158691406,23.953420639038086,305362.0,129.2494659423828,56.76384735107422,160.8998565673828,37.95732879638672,113.8567886352539,92.07209014892578,39.46177673339844,243.7122039794922,181.29727172851562,118.33161926269531,89.9280776977539,218.49609375,155.63584899902344,39.739925384521484,30.744115829467773,55.69318389892578
2019-05-21,42.84946060180664,91.16400146484375,23.767858505249023,303000.0,128.16845703125,56.46383285522461,163.12442016601562,38.837425231933594,114.21050262451172,90.71602630615234,40.07572555541992,241.77975463867188,179.6501922607422,118.78846740722656,89.391845703125,219.95278930664062,155.08377075195312,39.948692321777344,31.09237289428711,54.372413635253906
2019-05-28,41.491943359375,84.6344985961914,22.502714157104492,299742.0,127.85958862304688,51.51126480102539,159.73707580566406,37.87019348144531,108.85517883300781,88.02867126464844,40.374610900878906,232.91534423828125,162.8718719482422,112.7662353515625,86.97041320800781,210.1200408935547,151.23147583007812,37.96877670288086,30.877355575561523,52.743431091308594
2019-06-04,46.108009338378906,93.03150177001953,23.675081253051758,311524.0,132.29949951171875,53.6942253112793,166.88255310058594,40.78060531616211,115.13275909423828,91.23693084716797,41.50555419921875,255.8358154296875,173.45880126953125,124.7730484008789,91.09269714355469,220.4058074951172,162.88375854492188,37.81388473510742,32.56114196777344,54.96674728393555
2019-06-11,46.42164993286133,94.30149841308594,23.684293746948242,305480.0,136.06375122070312,54.24615478515625,175.6305694580078,40.196773529052734,115.48058319091797,90.31084442138672,41.093570709228516,249.20193481445312,187.53831481933594,125.00830841064453,92.99462890625,218.4783172607422,161.6823272705078,38.810569763183594,33.057796478271484,55.098819732666016
2019-06-18,47.54454040527344,95.69499969482422,23.72669792175293,310650.0,134.3746795654297,55.37730407714844,174.374755859375,41.50384521484375,118.47856903076172,89.84780883789062,42.26919174194336,255.066650390625,191.10035705566406,129.64723205566406,94.11739349365234,222.72006225585938,165.77297973632812,39.241580963134766,33.68770217895508,56.463645935058594
2019-06-25,48.2556266784668,96.1094970703125,24.94779396057129,321891.0,136.72007751464844,54.54915237426758,178.43075561523438,41.86982727050781,115.41431427001953,93.99868774414062,42.0086669921875,256.47991943359375,191.4972381591797,127.67123413085938,92.57571411132812,216.4748992919922,165.8587646484375,38.15734100341797,33.499942779541016,56.177467346191406
2019-07-02,47.889305114746094,97.61599731445312,24.761240005493164,322451.0,136.11203002929688,55.381771087646484,180.66241455078125,41.66940689086914,116.74763488769531,93.32893371582031,42.33432388305664,260.7679138183594,194.2357177734375,128.87570190429688,95.55850219726562,221.1141815185547,168.00424194335938,38.98568344116211,34.13589859008789,56.11879348754883
2019-07-09,49.13191223144531,101.04949951171875,24.778196334838867,320300.0,140.87847900390625,57.053951263427734,185.57545471191406,43.6735954284668,111.56330871582031,94.84736633300781,42.440155029296875,268.9200134277344,202.32229614257812,130.70118713378906,96.75666809082031,237.2801971435547,172.1807861328125,38.77690124511719,34.820308685302734,56.559051513671875
