Date,AIG,BMY,CVX,DIS,FNMA,GE,IBM,INTC,JNJ,KO,LLY,MCD,MRK,MSFT,PEP,PFE,PG,VZ,WMT,XOM
1995-01-01,176.7883758544922,4.622103691101074,7.0656256675720215,11.169745445251465,13.702123641967773,20.0078182220459,8.857170104980469,2.285284996032715,6.388355731964111,5.734277725219727,7.358575344085693,7.366757392883301,6.301255226135254,2.3093011379241943,7.583035469055176,2.136298894882202,7.001538276672363,5.116118431091309,2.258317232131958,5.722062587738037
1995-01-08,186.3568572998047,4.641901969909668,7.045665264129639,11.340002059936523,13.129297256469727,20.45026206970215,9.004548072814941,2.3951520919799805,6.373669147491455,5.6631317138671875,7.104345798492432,7.494875907897949,6.364269256591797,2.3902456760406494,7.473927974700928,2.1433029174804688,7.159036636352539,5.266561985015869,2.258317232131958,5.710336685180664
1995-01-15,182.48390197753906,4.661696434020996,7.384971618652344,11.4920072555542,12.808505058288574,20.056991577148438,8.886651039123535,2.419325113296509,6.4030442237854,5.791197299957275,7.358575344085693,7.462846755981445,6.343266487121582,2.3473923206329346,7.501204490661621,2.2168474197387695,7.070005893707275,5.35918664932251,2.181330442428589,5.886219501495361
1995-01-22,191.8245849609375,4.760671138763428,7.384971618652344,12.221661567687988,13.404253959655762,19.860340118408203,8.547689437866211,2.496234178543091,6.7114434242248535,5.961942672729492,7.287960052490234,8.263578414916992,6.511299133300781,2.2807323932647705,7.937636852264404,2.2623748779296875,7.458783149719238,5.862027168273926,2.309642791748047,5.8627705574035645
1995-01-29,192.9636688232422,4.889337062835693,7.305131435394287,12.647292137145996,14.02090835571289,20.49941635131836,8.798224449157715,2.5863187313079834,6.740814208984375,6.047317028045654,7.471559524536133,8.423727035522461,6.679335117340088,2.290254592895508,8.483180046081543,2.2973954677581787,7.487581729888916,5.663539409637451,2.4636192321777344,5.886219501495361
1995-02-05,189.54635620117188,4.849745273590088,7.285177707672119,12.829704284667969,14.136591911315918,20.49941635131836,8.842435836791992,2.7226719856262207,6.7114434242248535,6.047317028045654,7.316202163696289,8.58387279510498,6.784354209899902,2.361677646636963,8.18312931060791,2.2798855304718018,7.5307793617248535,5.690006256103516,2.4251253604888916,5.804141521453857
1995-02-12,188.17935180664062,4.859644412994385,7.579631328582764,12.936114311218262,14.252276420593262,21.089323043823242,8.872157096862793,2.773254156112671,6.568126678466797,6.075775623321533,7.344937801361084,8.35966968536377,6.952386379241943,2.2997772693634033,8.428625106811523,2.294435977935791,7.573978424072266,5.517981052398682,2.4251253604888916,6.016759395599365
1995-02-19,190.2299041748047,4.889337062835693,7.579631328582764,13.042522430419922,14.668739318847656,21.53175926208496,8.857368469238281,2.7622594833374023,6.745242118835449,6.232293605804443,7.587392330169678,8.58387279510498,7.120423793792725,2.333108425140381,8.64684009552002,2.319106101989746,7.689169883728027,5.716467380523682,2.437955856323242,6.016759395599365
1995-02-26,187.04039001464844,4.869543552398682,7.559475421905518,13.072919845581055,14.067188262939453,20.84354019165039,9.448850631713867,2.881019353866577,6.8190436363220215,6.274980545043945,7.644434928894043,8.471098899841309,6.994399547576904,2.4235763549804688,8.483180046081543,2.3614001274108887,7.617173194885254,5.517981052398682,2.5662708282470703,6.004892826080322
1995-03-05,186.33441162109375,4.909130573272705,7.740900039672852,13.650562286376953,13.812679290771484,21.6942081451416,9.596720695495605,2.8326356410980225,6.966639041900635,6.459956169128418,7.772797584533691,8.69571304321289,7.086721420288086,2.611652135848999,8.674123764038086,2.308532476425171,7.746771812438965,5.584143161773682,2.540607452392578,6.1710357666015625
1995-03-12,191.35205078125,5.126874923706055,7.740900039672852,13.46815299987793,14.18286418914795,21.4960994720459,9.774160385131836,2.846378803253174,7.379916667938232,6.6570916175842285,7.858370304107666,9.016584396362305,7.446349620819092,2.6640284061431885,8.796682357788086,2.421316146850586,7.991560935974121,5.637073993682861,2.50211238861084,6.1947712898254395
1995-03-19,193.176513671875,5.087286949157715,7.821536540985107,13.498550415039062,14.807551383972168,21.793285369873047,9.89245319366455,3.030567169189453,7.306118488311768,6.599950313568115,8.400322914123535,9.112850189208984,7.382888317108154,2.814013957977295,8.82408618927002,2.491804599761963,8.063545227050781,5.729701042175293,2.532867431640625,6.254108905792236
1995-03-26,189.98355102539062,4.9784135818481445,7.740900039672852,13.012121200561523,15.062067985534668,21.39704704284668,9.715018272399902,2.986581325531006,7.025679588317871,6.442806720733643,8.343274116516113,8.759882926940918,7.213649749755859,2.7092628479003906,8.577447891235352,2.4177913665771484,7.631574630737305,5.597373962402344,2.6357243061065674,6.325312614440918
1995-04-02,192.2642364501953,4.968513488769531,7.337732315063477,13.346540451049805,15.617352485656738,21.743745803833008,9.93681812286377,3.065756320953369,6.966639041900635,6.714233875274658,8.500165939331055,8.984493255615234,7.255960464477539,2.6521248817443848,8.741872787475586,2.4530375003814697,7.919559955596924,5.756166934967041,2.584294080734253,6.349050045013428
1995-04-09,190.43968200683594,5.09779691696167,7.2369384765625,13.307765007019043,15.686752319335938,21.793285369873047,10.217765808105469,3.3428614139556885,7.276597023010254,6.64280891418457,8.870972633361816,8.984493255615234,7.298268795013428,2.7616384029388428,8.988505363464355,2.534099578857422,7.833160400390625,5.858757495880127,2.6100099086761475,6.372781753540039
1995-04-16,188.6150665283203,5.09779691696167,7.49899959564209,13.338216781616211,15.73302936553955,21.793285369873047,10.838823318481445,3.2680866718292236,7.468477249145508,6.64280891418457,8.542948722839355,9.048672676086426,7.255960464477539,2.856867551803589,9.043318748474121,2.421316146850586,7.9627604484558105,5.764907360076904,2.5200092792510986,6.574526786804199
1995-04-23,194.77313232421875,5.217979431152344,7.640108585357666,13.49048137664795,16.3345890045166,22.18952751159668,11.193703651428223,3.602372884750366,7.675111293792725,6.64280891418457,8.528685569763184,8.984493255615234,7.255960464477539,3.1139845848083496,9.125531196594238,2.4424631595611572,8.09079360961914,5.858757495880127,2.442866086959839,6.598259449005127
1995-04-30,197.96603393554688,5.308119297027588,7.861852169036865,13.12504768371582,16.652904510498047,22.73435401916504,11.016264915466309,3.824674606323242,7.734153747558594,6.799952030181885,8.528685569763184,9.337465286254883,7.530965328216553,3.0473248958587646,9.728418350219727,2.4636106491088867,8.148685455322266,5.939195156097412,2.4685821533203125,6.740667819976807
1995-05-07,207.7731170654297,5.238013744354248,7.640108585357666,13.246857643127441,17.28264617919922,23.37824249267578,11.193822860717773,3.8268752098083496,7.645596504211426,6.74280309677124,8.08655834197998,9.465812683105469,7.17134428024292,3.075892210006714,9.728418350219727,2.3120572566986084,8.032902717590332,6.100075721740723,2.5971522331237793,6.633864879608154
1995-05-14,203.66778564453125,5.127841949462891,7.753154754638672,13.155503273010254,17.002761840820312,22.387636184692383,11.075215339660645,3.921504497528076,7.431554317474365,6.671379089355469,8.300928115844727,9.144940376281738,7.107879638671875,3.252067804336548,9.838029861450195,2.386174201965332,7.873684406280518,5.791720867156982,2.545724391937256,6.716549873352051
1995-05-21,205.4923553466797,5.197948932647705,7.753154754638672,13.49048137664795,17.072731018066406,22.33810806274414,11.267959594726562,4.079949855804443,7.609554767608643,6.814234733581543,8.44478988647461,9.30537223815918,7.636738300323486,3.333012342453003,10.194287300109863,2.4535412788391113,8.061847686767578,5.7112812995910645,2.442866086959839,6.69257116317749
1995-05-28,212.34410095214844,5.348179817199707,7.93630313873291,13.612292289733887,17.982341766357422,22.486703872680664,11.134517669677734,4.101954936981201,7.817222595214844,6.957089424133301,8.70374584197998,9.529985427856445,8.017518997192383,3.16636061668396,10.358709335327148,2.5209062099456787,8.134215354919434,5.898974895477295,2.5585806369781494,6.776523590087891
1995-06-04,206.8642120361328,5.358193874359131,7.793851852416992,13.977718353271484,17.53919219970703,22.040925979614258,10.571122169494629,3.969914436340332,7.846889972686768,6.857088565826416,8.718132019042969,9.419306755065918,8.090034484863281,3.2330222129821777,10.276495933532715,2.524451971054077,8.134215354919434,5.738095283508301,2.5714383125305176,6.776523590087891
1995-06-11,207.09243774414062,5.458347797393799,7.976995468139648,13.947263717651367,17.63249397277832,22.73435401916504,10.986260414123535,4.088751316070557,8.15839672088623,7.128518104553223,8.746907234191895,9.676485061645508,8.302937507629395,3.31396484375,10.265846252441406,2.5457258224487305,8.467110633850098,6.113485813140869,2.731105089187622,6.9204511642456055
1995-06-18,213.0291748046875,5.518440246582031,7.7328033447265625,14.495407104492188,18.44880485534668,22.635295867919922,11.697915077209473,4.62130069732666,8.440227508544922,7.498753070831299,9.005864143371582,9.772933006286621,8.473247528076172,3.4710922241210938,10.348407745361328,2.6662755012512207,8.250009536743164,6.247551918029785,2.7697536945343018,6.69257116317749
1995-06-25,208.23422241210938,5.458347797393799,7.5496625900268555,13.520934104919434,17.63249397277832,22.33810806274414,11.38656234741211,4.458453178405762,8.010055541992188,7.312358856201172,9.034634590148926,10.06226634979248,8.366800308227539,3.4425246715545654,10.018145561218262,2.613093137741089,8.322379112243652,6.006232261657715,2.7568700313568115,6.776523590087891
1995-07-02,210.28921508789062,5.348179817199707,7.814202308654785,13.49048137664795,18.355518341064453,23.949840545654297,11.801702499389648,4.806151866912842,7.698558807373047,7.255006313323975,8.746907234191895,9.676485061645508,8.11132526397705,3.642505645751953,9.660351753234863,2.488996744155884,7.989480495452881,6.193922519683838,2.7568700313568115,6.87247371673584
1995-07-09,205.494140625,5.528084754943848,7.753154754638672,13.360078811645508,18.052316665649414,23.20140838623047,12.320618629455566,5.316693305969238,7.935892581939697,7.326698303222656,8.97708797454834,9.740782737731934,8.62228012084961,3.9472384452819824,9.990620613098145,2.602454423904419,8.047372817993164,6.094816207885742,2.679574489593506,6.87247371673584
1995-07-16,197.27450561523438,5.568582534790039,7.651408672332764,13.329575538635254,16.97943878173828,23.899938583374023,12.290970802307129,4.432048797607422,8.202893257141113,7.4700751304626465,8.847611427307129,9.933667182922363,8.515830039978027,3.5044238567352295,9.77043628692627,2.6166374683380127,7.7434258460998535,6.298430919647217,2.8341660499572754,7.028396129608154
1995-07-23,206.17930603027344,5.568582534790039,7.93630313873291,14.000629425048828,17.32929229736328,23.450878143310547,13.121234893798828,4.726931095123291,8.514394760131836,7.5704426765441895,9.034634590148926,9.965819358825684,8.771305084228516,3.528231143951416,10.238325119018555,2.8080976009368896,8.123074531555176,6.298430919647217,2.743988037109375,6.896464824676514
1995-07-30,203.7819061279297,5.578707695007324,8.078749656677246,14.1531400680542,17.03350830078125,23.001821517944336,12.884017944335938,4.368570804595947,8.380895614624023,7.584780216217041,8.962700843811035,9.740782737731934,8.750014305114746,3.5758450031280518,10.128233909606934,2.8222808837890625,8.108515739440918,6.379871845245361,2.6409287452697754,6.776523590087891
1995-08-06,200.0144500732422,5.548332691192627,7.956651210784912,13.787111282348633,17.150985717773438,23.051715850830078,12.958147048950195,4.6592183113098145,8.143559455871582,7.5704426765441895,8.732522964477539,9.837226867675781,8.537115097045898,3.675835371017456,10.183284759521484,2.7938742637634277,8.006612777709961,6.230558395385742,2.5507516860961914,6.656590461730957
1995-08-13,209.9467010498047,5.507833480834961,7.69210958480835,14.45816707611084,17.78533172607422,22.85212516784668,13.240595817565918,4.571143627166748,8.032958984375,7.226334095001221,8.86456298828125,9.483601570129395,8.345512390136719,3.6996428966522217,9.990620613098145,2.743983030319214,7.8173699378967285,6.284855365753174,2.6022791862487793,6.679290771484375
1995-08-20,215.76898193359375,5.588830947875977,7.874411582946777,13.848114967346191,17.761842727661133,23.301189422607422,12.34897518157959,4.2540693283081055,8.107476234436035,7.398387908935547,9.053169250488281,9.387157440185547,8.600984573364258,3.594891309738159,10.018145561218262,2.7582366466522217,8.02116870880127,6.447741508483887,2.589398145675659,6.7399001121521
1995-08-27,221.24880981445312,5.538207054138184,8.080013275146484,13.665105819702148,17.949798583984375,23.450878143310547,12.215235710144043,4.289300441741943,8.19689655303955,7.355374336242676,9.488415718078613,9.419306755065918,8.558411598205566,3.418718099594116,10.018145561218262,2.736855983734131,8.079401016235352,6.3934454917907715,2.5636332035064697,6.764148235321045
1995-09-03,218.50881958007812,5.447083950042725,8.080013275146484,13.360078811645508,18.13775062561035,23.450878143310547,11.754556655883789,4.623989105224609,8.316123962402344,7.298022747039795,9.72054386138916,9.694612503051758,8.81387996673584,3.637742280960083,10.073186874389648,2.679837703704834,8.108515739440918,6.4070210456848145,2.5558619499206543,6.90961217880249
1995-09-10,229.37025451660156,5.669828414916992,8.26504898071289,14.031133651733398,19.547422409057617,25.496597290039062,10.966954231262207,4.377377033233643,8.524773597717285,7.642132759094238,9.909158706665039,10.338767051696777,9.10970687866211,3.5591819286346436,11.001474380493164,2.7653629779815674,8.749049186706543,6.692079544067383,2.646221399307251,7.139931678771973
