Date,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,ORCL,PEP,PFE,PG,PM,T,VZ,WFC,WMT,XOM
2008-01-01,16.816329956054688,44.9477653503418,113.18247985839844,16.11431312561035,52.74612808227539,13.945366859436035,39.08460998535156,25.862295150756836,18.05014991760254,24.758195877075195,17.727832794189453,44.83949661254883,10.056173324584961,42.52226638793945,,8.356725692749023,15.469605445861816,17.0284481048584,10.681896209716797,47.577579498291016
2008-01-08,16.91930389404297,44.35258483886719,110.9300537109375,16.227739334106445,54.264461517333984,14.067272186279297,39.7218132019043,26.10203742980957,18.33241081237793,24.600831985473633,17.57645034790039,44.60751724243164,10.376521110534668,41.23177719116211,,7.76774263381958,15.341134071350098,17.354501724243164,10.936554908752441,47.37412643432617
2008-01-15,15.638606071472168,40.717918395996094,107.33247375488281,14.898137092590332,54.512245178222656,11.580512046813965,38.75140380859375,24.984996795654297,17.317432403564453,23.613645553588867,17.19400978088379,41.441162109375,9.740161895751953,39.389854431152344,,7.377957344055176,14.089162826538086,15.67503547668457,10.915905952453613,44.3751106262207
2008-01-22,15.509899139404297,40.42519760131836,108.61509704589844,13.799360275268555,55.3452033996582,12.366766929626465,36.86907958984375,28.758955001831055,16.938234329223633,23.406192779541016,16.142284393310547,40.75104522705078,9.952282905578613,38.49207305908203,,7.437212944030762,13.735939025878906,19.563034057617188,11.175153732299805,44.40119552612305
2008-01-29,15.329700469970703,40.01536178588867,110.6485366821289,12.296517372131348,56.90044021606445,12.921412467956543,37.102901458740234,29.16915512084961,16.715845108032227,21.596355438232422,16.0944881439209,40.14212417602539,10.229340553283691,38.99909973144531,,7.79681396484375,13.91615104675293,19.310808181762695,11.487165451049805,44.562889099121094
2008-02-05,15.136627197265625,39.23966979980469,106.39398193359375,12.935132026672363,55.4295654296875,12.604473114013672,36.173439025878906,27.357900619506836,16.963895797729492,20.179967880249023,15.488948822021484,41.15117263793945,9.610291481018066,38.91065979003906,,7.533240795135498,13.260169982910156,18.172710418701172,11.379344940185547,43.40501022338867
2008-02-12,14.995041847229004,40.78620910644531,107.52024841308594,13.14560604095459,56.18129348754883,12.331510543823242,36.769710540771484,27.294803619384766,16.75291633605957,20.330190658569336,15.21008586883545,41.59773635864258,9.803199768066406,39.087528228759766,,7.739603042602539,13.635027885437012,18.45272445678711,11.342633247375488,44.71855926513672
2008-02-19,15.31682300567627,42.83910369873047,107.01966094970703,12.073387145996094,58.25581741333008,12.22726821899414,37.325042724609375,27.787052154541016,16.755762100219727,19.915294647216797,15.114473342895508,41.51654052734375,10.000758171081543,39.311553955078125,,7.253324508666992,13.162856101989746,19.69574737548828,11.546819686889648,46.6881217956543
2008-02-26,15.702963829040527,42.84892654418945,105.43695831298828,11.343184471130371,60.452022552490234,12.270191192626953,36.61933898925781,25.130151748657227,16.827043533325195,19.38226890563965,15.09853744506836,40.69305419921875,9.768080711364746,39.11698913574219,,7.163424968719482,13.079957962036133,17.94308090209961,11.445873260498047,45.96527099609375
2008-03-04,15.439105033874512,41.635196685791016,100.07047271728516,10.266003608703613,60.33563232421875,12.337641716003418,36.089725494384766,23.022296905517578,16.724401473999023,20.14348030090332,15.361479759216309,40.02614212036133,9.285163879394531,38.7691764831543,,7.079653739929199,12.387937545776367,17.333995819091797,11.207274436950684,43.19422912597656
2008-03-11,15.632179260253906,41.36985778808594,108.37283325195312,10.421127319335938,61.15060043334961,12.785282135009766,37.68442916870117,25.43939208984375,16.44784164428711,20.323015213012695,15.361479759216309,40.31740951538086,9.030532836914062,39.529693603515625,,7.312575340270996,12.474437713623047,17.887142181396484,11.459638595581055,44.938568115234375
2008-03-17,,,,,,,,,,,,,,,21.218801498413086,,,,,
2008-03-18,16.500980377197266,41.281394958496094,118.06419372558594,11.431049346923828,63.00812911987305,13.570184707641602,38.18461608886719,29.377412796020508,17.555038452148438,20.947782516479492,16.54863739013672,41.658390045166016,9.048094749450684,41.251197814941406,,7.77025032043457,13.325050354003906,19.944347381591797,12.36246395111084,45.02238464355469
2008-03-24,,,,,,,,,,,,,,,22.043394088745117,,,,,
2008-03-25,15.503457069396973,41.944759368896484,116.83303833007812,10.932415962219238,60.93362808227539,12.98763656616211,38.172855377197266,27.105478286743164,17.466093063354492,20.38046646118164,15.584561347961426,42.095672607421875,9.188579559326172,41.31015396118164,,7.825416564941406,13.137630462646484,18.086021423339844,12.143479347229004,44.30476379394531
2008-03-31,,,,,,,,,,,,,,,22.177223205566406,,,,,
2008-04-01,15.406927108764648,43.37471008300781,117.62220764160156,11.834619522094727,61.552825927734375,13.337162971496582,38.92018508911133,28.740013122558594,17.32262420654297,20.940601348876953,16.11839485168457,41.8974494934082,9.430039405822754,41.56956100463867,,7.970485210418701,13.542737007141113,19.136383056640625,12.500775337219238,46.578128814697266
2008-04-07,,,,,,,,,,,,,,,20.864810943603516,,,,,
2008-04-08,15.001477241516113,43.8808479309082,100.22828674316406,11.210151672363281,62.06615447998047,12.687171936035156,38.68480682373047,26.403871536254883,17.50339698791504,20.15066146850586,15.823590278625488,41.36686706542969,9.026144027709961,41.33963394165039,,7.600666522979736,12.796808242797852,16.905147552490234,12.712841033935547,46.98670196533203
2008-04-14,,,,,,,,,,,,,,,21.568500518798828,,,,,
2008-04-15,16.018314361572266,45.55155944824219,102.46963500976562,13.347887992858887,65.80767822265625,13.772540092468262,39.02610778808594,28.77703285217285,17.31688117980957,21.845441818237305,17.337425231933594,40.754676818847656,8.868098258972168,39.97185516357422,,7.786054611206055,13.17275619506836,18.191686630249023,12.996376991271973,49.37532043457031
2008-04-21,,,,,,,,,,,,,,,22.14701271057129,,,,,
2008-04-22,16.314350128173828,45.45328140258789,104.71094512939453,13.703557014465332,64.39997863769531,13.925837516784668,39.61457061767578,30.11949348449707,16.92377281188965,20.818519592285156,17.138235092163086,39.74018859863281,8.881263732910156,39.258052825927734,,7.933119297027588,13.901731491088867,18.85670280456543,13.219977378845215,48.427207946777344
2008-04-28,,,,,,,,,,,,,,,22.0261173248291,,,,,
2008-04-29,16.912866592407227,46.98640823364258,104.7425308227539,14.765352249145508,64.57991790771484,14.256966590881348,39.95587158203125,30.539419174194336,16.75160789489746,20.88314437866211,17.170106887817383,39.979217529296875,9.00858211517334,39.51895523071289,,8.254168510437012,14.249731063842773,19.36012840270996,13.132376670837402,46.88718032836914
2008-05-05,,,,,,,,,,,,,,,22.37581443786621,,,,,
2008-05-06,16.629697799682617,47.841407775878906,102.28021240234375,14.518145561218262,66.2787094116211,14.582695007324219,39.25559616088867,30.055866241455078,16.183469772338867,21.53664779663086,17.138235092163086,39.26791000366211,8.7407865524292,38.748138427734375,,8.100896835327148,13.942022323608398,18.496231079101562,13.374419212341309,46.719581604003906
2008-05-12,,,,,,,,,,,,,,,23.044973373413086,,,,,
2008-05-13,16.97078514099121,50.219703674316406,102.28021240234375,14.333980560302734,67.21382141113281,15.347611427307129,39.20852279663086,29.260578155517578,16.50483512878418,21.15603256225586,17.871246337890625,39.66439437866211,9.022661209106445,39.64348602294922,,8.390871047973633,14.322993278503418,17.8779296875,13.000985145568848,49.648536682128906
2008-05-19,,,,,,,,,,,,,,,22.362855911254883,,,,,
2008-05-20,16.153461456298828,49.828834533691406,96.06133270263672,13.517406463623047,65.99700164794922,14.440821647644043,38.2022819519043,26.925586700439453,16.823341369628906,20.217634201049805,17.512712478637695,39.798500061035156,8.71046257019043,38.700706481933594,,7.9807562828063965,13.58303451538086,17.375736236572266,12.90537166595459,47.7227783203125
2008-05-26,,,,,,,,,,,,,,,22.734130859375,,,,,
2008-05-27,16.957908630371094,49.15608596801758,95.9981918334961,14.271435737609863,67.67613220214844,14.31127643585205,39.413761138916016,26.81743049621582,16.355632781982422,20.037439346313477,18.070444107055664,39.3845329284668,8.554359436035156,38.75407409667969,,8.150606155395508,13.868760108947754,17.017927169799805,13.241026878356934,46.20220184326172
2008-06-02,,,,,,,,,,,,,,,21.80162811279297,,,,,
2008-06-03,17.009403228759766,50.06132888793945,94.8932876586914,13.846270561218262,66.87905883789062,14.0398530960083,38.89225387573242,23.865280151367188,16.028520584106445,19.972576141357422,17.96686553955078,38.113502502441406,8.036996841430664,39.17506408691406,,7.779842853546143,13.898066520690918,15.862889289855957,13.789649963378906,46.865150451660156
2008-06-09,,,,,,,,,,,,,,,22.280834197998047,,,,,
