Date,AIG,BMY,C,CSCO,GE,HD,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,ORCL,PFE,PG,T,VZ,WMT,XOM
2000-01-01,815.130615234375,23.574878692626953,222.29013061523438,35.235137939453125,115.63125610351562,32.71919631958008,55.242584228515625,28.101280212402344,21.73531723022461,13.776826858520508,33.20774841308594,29.097564697265625,29.82569122314453,19.900239944458008,13.009270668029785,25.111255645751953,5.643213272094727,15.587326049804688,11.62117862701416,18.13992691040039
2000-02-01,690.6640625,20.45638656616211,201.81605529785156,42.53557205200195,114.22892761230469,33.224796295166016,50.56727981567383,32.09545135498047,18.18380355834961,11.663077354431152,29.514522552490234,22.783061981201172,27.235464096069336,29.579587936401367,11.548815727233887,21.894433975219727,5.004641056060791,12.395346641540527,10.347625732421875,16.4846248626709
2000-03-01,855.1546630859375,20.411724090576172,234.15089416503906,49.755550384521484,134.2918701171875,37.269561767578125,58.31822204589844,37.48552322387695,17.805753707885742,11.258321762084961,31.22762680053711,22.991230010986328,32.3778190612793,31.09840965270996,13.177433967590332,14.139507293701172,5.584649085998535,15.48229694366455,11.99262809753418,17.16857147216797
2000-04-01,857.1035766601562,18.736806869506836,230.7290496826172,44.617088317871094,136.09442138671875,32.67122268676758,54.93124771118164,36.029441833496094,20.91066551208496,11.375771522521973,38.45798873901367,25.842304229736328,21.255098342895508,31.845361709594727,15.182197570800781,14.886970520019531,5.808363437652588,15.197349548339844,11.76862621307373,17.09978485107422
2000-05-01,879.5693969726562,19.747785568237305,243.81842041015625,36.6429328918457,136.6353302001953,28.334333419799805,52.86823654174805,35.4256706237793,22.684907913208008,12.850414276123047,37.95934295654297,27.74795150756836,19.06482696533203,28.63343620300293,16.038166046142578,16.645965576171875,5.834157943725586,13.474769592285156,12.246805191040039,18.337894439697266
2000-06-01,918.5543212890625,20.890962600708008,236.2222442626953,40.90654373168945,137.6090087890625,28.876445770263672,54.04183578491211,37.992122650146484,25.915210723876953,13.8284912109375,49.970333099365234,28.602203369140625,24.37858772277832,33.48868942260742,17.333415985107422,14.205388069152832,5.875887393951416,12.949161529541016,12.246805191040039,17.372417449951172
2000-07-01,1028.243408203125,18.514955520629883,276.4091796875,42.11322784423828,134.2012176513672,29.950572967529297,55.367462158203125,37.9388427734375,23.673473358154297,14.809257507324219,51.97163009643555,26.74750518798828,21.274133682250977,29.953079223632812,15.663270950317383,14.26796817779541,5.6839213371276855,11.913859367370605,11.754891395568848,17.74585723876953
2000-08-01,1045.28271484375,19.094688415527344,305.2427673339844,44.164588928222656,152.6157684326172,27.816408157348633,65.11686706542969,42.556854248046875,23.391258239746094,12.714683532714844,36.531822204589844,26.088443756103516,21.274133682250977,36.22752380371094,15.57863712310791,15.570073127746582,5.618808269500732,11.183924674987793,10.132603645324707,18.06744956970215
2000-09-01,1122.5350341796875,20.7098331451416,283.359375,35.55691909790039,150.50070190429688,30.662378311157227,55.61459732055664,23.630428314208984,23.975133895874023,13.31474781036377,40.72645568847656,27.919021606445312,18.379179000854492,31.372291564941406,16.256704330444336,16.872493743896484,6.709776401519775,12.448896408081055,10.23898696899414,19.827938079833984
2000-10-01,1149.663818359375,21.947925567626953,275.824951171875,34.67202377319336,143.0230255126953,24.90639877319336,48.63962173461914,25.584814071655273,23.512556076049805,14.62932300567627,44.868133544921875,33.732540130615234,20.98845100402832,26.292972564697266,15.629055976867676,17.98998260498047,7.7608113288879395,14.858356475830078,9.66463565826416,19.84532356262207
2000-11-01,1137.19921875,25.072847366333008,261.0836181640625,30.810626983642578,129.3240966796875,22.69812774658203,46.17060470581055,21.640501022338867,25.522438049316406,15.174498558044434,47.03310012817383,34.76398468017578,17.484027862548828,21.11404800415039,16.036190032958984,18.946090698242188,7.439191818237305,14.554059028625488,11.115669250488281,19.581092834472656
2000-12-01,1156.7193603515625,26.745882034301758,268.3622131347656,24.61632537841797,125.08399200439453,26.490400314331055,42.02666091918945,17.099401473999023,26.905927658081055,14.807252883911133,46.853981018066406,35.115604400634766,13.217767715454102,23.155746459960938,16.681934356689453,19.847536087036133,6.465914726257324,12.983709335327148,11.315345764160156,19.43898582458496
