Date,AAPL,BRK-A,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,PM,T,VZ,WFC,WMT,XOM
2011-01-01,10.07116413116455,119681.0,49.37339401245117,65.64691162109375,15.299970626831055,82.48656463623047,13.789791107177734,40.28453063964844,28.909452438354492,19.7030029296875,21.76927947998047,25.105987548828125,9.289423942565918,41.182987213134766,27.692232131958008,7.321860313415527,16.314926147460938,20.826885223388672,13.19481372833252,42.24774932861328
2011-01-08,10.441511154174805,122475.0,50.261348724365234,67.03604888916016,15.492077827453613,83.6408462524414,14.070125579833984,40.25236129760742,29.784957885742188,19.76876449584961,21.54093360900879,25.283985137939453,9.289423942565918,41.84063720703125,27.814926147460938,7.3549370765686035,16.312833786010742,21.65334701538086,13.37292194366455,43.50529098510742
2011-01-15,9.789509773254395,120526.0,50.77573776245117,70.31305694580078,15.185552597045898,86.70761108398438,13.896585464477539,40.323143005371094,30.03697395324707,19.656038284301758,21.32780647277832,26.345687866210938,9.299551963806152,42.08326721191406,27.829666137695312,7.329066753387451,16.078222274780273,21.494674682617188,13.597393989562988,44.14244842529297
2011-01-22,10.070564270019531,122624.0,50.553741455078125,71.95157623291016,14.916505813598633,88.77637481689453,14.323761940002441,38.61781311035156,29.53956413269043,19.480667114257812,21.122299194335938,25.932388305664062,9.193184852600098,41.295318603515625,27.780576705932617,7.111756324768066,16.391042709350586,21.05168914794922,13.834060668945312,44.148040771484375
2011-01-29,10.382184982299805,124890.0,52.57872009277344,73.2339096069336,15.164456367492676,91.44731140136719,14.470606803894043,39.15192794799805,29.572721481323242,19.590272903442383,21.137514114379883,26.43482208251953,9.77566909790039,40.91583251953125,28.79656982421875,7.235935211181641,16.703868865966797,21.65996551513672,13.670587539672852,46.545745849609375
2011-02-05,10.692298889160156,127400.0,52.22134780883789,75.97657012939453,15.500020980834961,91.36366271972656,14.646965980529785,39.061832427978516,30.88587760925293,19.906543731689453,20.741716384887695,27.123659133911133,9.637899398803711,41.636234283447266,29.262859344482422,7.365285873413086,16.740673065185547,22.35456657409668,13.587632179260254,46.28863525390625
2011-02-12,10.50383186340332,127640.0,53.45041275024414,76.3683853149414,15.638514518737793,92.27960205078125,14.902750968933105,39.325679779052734,31.834287643432617,20.21343421936035,20.597091674804688,27.293842315673828,9.822165489196777,41.35966110229492,30.151247024536133,7.391153812408447,16.846477508544922,21.612937927246094,13.511999130249023,47.476505279541016
2011-02-19,10.43191909790039,127550.0,55.69623947143555,74.16000366210938,15.141124725341797,90.84648895263672,14.714274406433105,38.37969970703125,30.958843231201172,20.138267517089844,20.328336715698242,26.70226287841797,9.653255462646484,40.420528411865234,30.553728103637695,7.277326583862305,16.547454833984375,21.454017639160156,12.626325607299805,47.94845199584961
2011-02-26,10.786684036254883,128200.0,56.5963249206543,73.05921173095703,14.90732192993164,90.59454345703125,14.512343406677246,39.648860931396484,30.18951988220215,20.420101165771484,19.868946075439453,26.548276901245117,10.062728881835938,39.89952087402344,31.167247772216797,7.222997188568115,16.598060607910156,21.129562377929688,12.704398155212402,47.80238342285156
2011-03-05,10.546675682067871,128000.0,54.51249313354492,73.02336883544922,14.313879013061523,90.93047332763672,14.047897338867188,38.75925827026367,30.335420608520508,20.294841766357422,19.66221809387207,25.859447479248047,9.96548080444336,39.55217361450195,31.304683685302734,7.362698078155518,16.49224853515625,21.44078254699707,12.83127498626709,46.13928985595703
2011-03-12,9.907864570617676,124700.0,56.078094482421875,69.04222106933594,13.925446510314941,87.26925659179688,13.415168762207031,38.03199005126953,30.335420608520508,19.776477813720703,18.988433837890625,24.92751121520996,10.328885078430176,38.97970199584961,30.293588638305664,7.228170394897461,16.487655639648438,21.076597213745117,12.65831184387207,45.42573547363281
2011-03-19,10.533195495605469,127869.0,58.24919128417969,70.83552551269531,14.389081954956055,90.79047393798828,13.71133804321289,38.2982177734375,30.414995193481445,20.57131576538086,19.61627960205078,26.451032638549805,10.415895462036133,39.15979766845703,31.96238899230957,7.463593482971191,17.154705047607422,21.149429321289062,12.862242698669434,46.98207092285156
2011-03-26,10.324054718017578,125360.0,59.089290618896484,72.95162963867188,14.688410758972168,91.96053314208984,13.273815155029297,38.62940216064453,30.739980697631836,21.202146530151367,19.509092330932617,27.569366455078125,10.431252479553223,39.931671142578125,32.196475982666016,7.9214982986450195,17.697540283203125,21.276247024536133,12.808188438415527,47.5776252746582
