Date,AAPL,AMZN,AVGO,BAC,BRK-A,DIS,GOOGL,HD,JNJ,JPM,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,WMT
2021-01-01,128.336669921875,160.30999755859375,40.442481994628906,26.12917137145996,344100.0,164.30081176757812,90.61903381347656,238.17303466796875,140.7813720703125,111.92721557617188,306.4720764160156,256.3185119628906,222.0679931640625,12.952619552612305,27.666461944580078,111.49639892578125,264.510009765625,305.10125732421875,185.9844512939453,43.663841247558594
2021-02-01,117.93048858642578,154.64649963378906,42.18136978149414,30.588314056396484,364580.0,184.6906280517578,100.26679229736328,227.19749450683594,136.7511444091797,128.94195556640625,343.30078125,255.61402893066406,222.47007751464844,13.675298690795898,26.08995819091797,108.07445526123047,225.1666717529297,303.85736083984375,204.40481567382812,40.378726959228516
2021-03-01,118.97356414794922,154.70399475097656,41.62388229370117,34.09569549560547,385702.0,180.27464294433594,102.28064727783203,268.4525451660156,142.7186737060547,133.37522888183594,345.4350891113281,292.2366638183594,226.23536682128906,13.310097694396973,28.224515914916992,118.48561096191406,222.64332580566406,340.3052673339844,204.0859832763672,42.21553421020508
2021-04-01,128.04148864746094,173.37100219726562,41.2743034362793,35.894615173339844,412500.0,181.74012756347656,116.71038818359375,286.435791015625,141.3118438720703,134.759521484375,370.66973876953125,322.5487976074219,241.9817352294922,14.971763610839844,30.10978889465332,116.72706604003906,236.47999572753906,366.0491027832031,225.1279296875,43.665138244628906
2021-05-01,121.36959075927734,161.15350341796875,42.73365783691406,37.54188919067383,436000.0,174.5396728515625,116.87651824951172,282.22332763671875,146.9737091064453,144.7451934814453,350.2453308105469,326.1703796386719,239.5828399658203,16.203655242919922,30.172109603881836,118.73297882080078,208.4066619873047,378.0917053222656,219.09388732910156,44.326778411865234
2021-06-01,133.6250457763672,172.00799560546875,43.141693115234375,36.514556884765625,418601.0,171.72596740722656,121.08870697021484,282.2056884765625,143.9498291015625,137.077880859375,354.6261291503906,345.0025939941406,260.5448913574219,19.95220947265625,30.807701110839844,118.80342864990234,226.56666564941406,367.5543518066406,225.70587158203125,44.18439865112305
2021-07-01,142.30828857421875,166.37950134277344,44.259918212890625,34.115806579589844,418900.0,171.97021484375,133.6221160888672,291.95880126953125,150.46841430664062,133.76414489746094,374.8785400390625,353.5257263183594,274.0194091796875,19.454437255859375,33.67919921875,125.23091888427734,229.06666564941406,379.75274658203125,237.8396759033203,44.66376876831055
2021-08-01,148.13290405273438,173.5395050048828,45.336788177490234,37.13072967529297,429900.0,177.12872314453125,143.51138305664062,290.1706848144531,151.28103637695312,141.7767333984375,336.7029113769531,376.4260559082031,290.34075927734375,22.33384132385254,36.5721549987793,126.16034698486328,245.24000549316406,383.4837646484375,221.14967346191406,46.402687072753906
2021-09-01,138.2613067626953,164.2519989013672,44.21706771850586,37.75328063964844,411379.0,165.27781677246094,132.58023071289062,292.0210876464844,141.95729064941406,145.091796875,338.1130065917969,336.74737548828125,271.6628112792969,20.672298431396484,34.14301300048828,123.86552429199219,258.49334716796875,359.96453857421875,215.31314086914062,43.83125686645508
2021-10-01,146.37135314941406,168.6215057373047,48.83421325683594,42.71132278442383,432902.0,165.1801300048828,146.8324432373047,332.3822937011719,143.17030334472656,150.5873565673828,326.2875671386719,321.0505676269531,319.55450439453125,25.513063430786133,34.72250747680664,126.69192504882812,371.3333435058594,425.6914978027344,204.69973754882812,46.98857116699219
2021-11-01,161.51658630371094,175.35350036621094,50.8558464050293,39.75246047973633,416876.0,141.56619262695312,140.73435974121094,358.1956787109375,137.06130981445312,141.63235473632812,306.64141845703125,321.9336242675781,318.56195068359375,32.60707092285156,42.65296173095703,128.89483642578125,381.586669921875,410.6688537597656,187.30067443847656,44.2243537902832
2021-12-01,173.75897216796875,166.7169952392578,61.11832809448242,39.77033615112305,450662.0,151.32635498046875,143.66464233398438,371.0711975097656,151.35423278808594,141.2042999267578,349.8741455078125,333.7310791015625,324.67645263671875,29.34895133972168,47.28764724731445,145.83355712890625,352.260009765625,464.2142333984375,209.84353637695312,45.5010986328125
