Date,AAPL,AMZN,BAC,BRK-A,C,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,VZ,WFC,WMT,XOM
2013-01-01,15.837020874023438,13.42300033569336,9.442373275756836,140190.0,31.41557502746582,63.362762451171875,80.80816650390625,18.236413955688477,111.3609619140625,49.38162612915039,31.649803161621094,24.710670471191406,21.444992065429688,28.449010848999023,14.248421669006348,46.76156234741211,22.445783615112305,24.01210594177246,17.568546295166016,51.585777282714844
2013-01-08,15.167448043823242,13.636500358581543,8.958149909973145,143000.0,31.230636596679688,65.1524658203125,80.76991271972656,17.95098304748535,111.06111145019531,50.18391036987305,32.19704818725586,24.505298614501953,21.605688095092773,28.886930465698242,14.665229797363281,47.449806213378906,21.391050338745117,24.01210594177246,17.542863845825195,52.55377960205078
2013-01-15,15.114551544189453,13.605999946594238,8.70041561126709,143502.0,30.81640625,66.53230285644531,84.28829193115234,17.48586082458496,112.12775421142578,50.64728927612305,32.60408020019531,24.975666046142578,21.894939422607422,29.01087188720703,14.555551528930664,47.66107177734375,21.615026473999023,24.122600555419922,17.774028778076172,53.26948928833008
2013-01-22,13.597953796386719,13.802000045776367,8.96595573425293,146720.0,31.319406509399414,66.99421691894531,86.04747772216797,18.633033752441406,118.1587905883789,50.917015075683594,32.730403900146484,24.5185489654541,22.42523956298828,29.36617660522461,14.720080375671387,50.67861557006836,21.731891632080078,24.246910095214844,17.81255340576172,53.45136642456055
2013-01-29,13.370931625366211,12.99899959564209,8.96595573425293,145010.0,31.223237991333008,66.50923156738281,85.32086181640625,18.838790893554688,117.50151824951172,51.25590896606445,33.46025466918945,24.74379539489746,22.04759407043457,29.027402877807617,14.901069641113281,51.69535446166992,22.62108039855957,24.00518798828125,17.884469985961914,52.301509857177734
2013-02-05,14.50784969329834,12.86050033569336,9.262740135192871,145835.0,31.926198959350586,66.76327514648438,85.85627746582031,19.41957664489746,115.40855407714844,52.15503692626953,34.14796447753906,25.57853126525879,22.385061264038086,28.886930465698242,15.014700889587402,52.08006286621094,22.51946449279785,24.524330139160156,18.3391056060791,51.79110336303711
2013-02-12,13.991290092468262,13.254500389099121,9.395513534545898,150141.0,32.43672180175781,66.3707046508789,89.06873321533203,19.679443359375,116.36910247802734,52.67374038696289,34.30235290527344,24.7901668548584,22.505584716796875,28.762996673583984,15.097686767578125,52.5815544128418,22.56011390686035,24.454776763916016,17.799713134765625,52.16922378540039
2013-02-19,13.463456153869629,12.993499755859375,8.614502906799316,149900.0,30.446409225463867,66.06121826171875,87.23302459716797,19.6268253326416,114.3599853515625,52.26567077636719,33.47426986694336,24.98891258239746,21.991363525390625,28.325056076049805,14.848736763000488,52.15561294555664,23.230817794799805,24.197429656982422,18.0925235748291,51.77953338623047
2013-02-26,12.771736145019531,13.655500411987305,8.911288261413574,152955.0,31.77081298828125,68.35944366455078,89.72039794921875,20.389537811279297,118.80672454833984,53.820091247558594,34.45674133300781,25.7176456451416,22.80533790588379,28.9613037109375,15.318984031677246,52.677738189697266,23.937095642089844,24.93468475341797,18.81684112548828,52.5175666809082
2013-03-05,13.313555717468262,13.562000274658203,9.497767448425293,155978.0,35.21869659423828,69.08092498779297,91.06987762451172,20.720138549804688,121.63807678222656,54.684566497802734,35.4251823425293,26.042255401611328,22.578502655029297,29.647106170654297,15.628790855407715,53.13802719116211,24.29276466369629,25.824962615966797,18.74492645263672,52.64154052734375
2013-03-12,13.856291770935059,12.894499778747559,9.818265914916992,153241.0,34.21244430541992,69.31364440917969,89.64327239990234,20.049257278442383,123.4504165649414,54.94252395629883,34.74446105957031,25.677892684936523,22.764829635620117,29.77932357788086,15.512611389160156,52.32051086425781,24.770395278930664,26.263137817382812,18.67714500427246,52.41127395629883
2013-03-19,14.095277786254883,12.800999641418457,9.693194389343262,153784.0,32.917625427246094,69.9245834350586,89.604736328125,20.095172882080078,122.02021026611328,55.54905700683594,34.049720764160156,26.77128028869629,22.813430786132812,25.821414947509766,15.579000473022461,52.677738189697266,24.97871971130371,25.880599975585938,19.349266052246094,52.558895111083984
2013-03-26,13.04112434387207,13.080499649047852,9.497767448425293,155253.0,32.39970779418945,69.59293365478516,88.98784637451172,19.88545036315918,122.96983337402344,57.117637634277344,33.565513610839844,26.991474151611328,23.177993774414062,26.779911041259766,15.955193519592285,53.37845993041992,25.009204864501953,25.685850143432617,19.49919891357422,53.59209060668945
2013-04-02,12.959028244018555,12.947500228881836,9.544668197631836,158000.0,32.229530334472656,68.54563903808594,89.14203643798828,19.231691360473633,121.19807434082031,56.54597473144531,34.09182357788086,27.26506805419922,23.16180419921875,26.73858642578125,16.132226943969727,54.12727355957031,25.11591148376465,25.748455047607422,19.98002052307129,52.3109245300293
2013-04-09,12.76565170288086,13.38599967956543,9.364876747131348,157000.0,33.19879913330078,67.82415771484375,87.94682312011719,19.40741539001465,121.16326141357422,56.96428298950195,33.84598159790039,26.751249313354492,23.242813110351562,27.102155685424805,16.845897674560547,54.718074798583984,26.000913619995117,25.43546485900879,20.285066604614258,51.06513214111328
2013-04-16,12.121671676635742,13.177499771118164,9.16163158416748,157342.0,33.405967712402344,67.82415771484375,82.3176040649414,19.858644485473633,108.75515747070312,59.1393928527832,33.43642044067383,28.506200790405273,24.97650146484375,26.870800018310547,17.111446380615234,55.9202880859375,26.796754837036133,25.54674530029297,20.15580940246582,52.00980758666992
2013-04-23,13.07791519165039,12.487000465393066,9.677557945251465,159700.0,34.641578674316406,70.58786010742188,85.86479187011719,20.3289794921875,115.30951690673828,59.66223907470703,34.54507827758789,28.18589973449707,26.418548583984375,26.639436721801758,16.8348331451416,53.364723205566406,27.448823928833008,26.346601486206055,20.264379501342773,52.08064651489258
2013-04-30,14.008013725280762,12.78600025177002,10.068416595458984,164990.0,35.12991714477539,71.71078491210938,87.06002044677734,21.383575439453125,117.411376953125,59.034793853759766,34.02252960205078,28.079143524169922,27.342103958129883,27.688814163208008,15.888808250427246,53.80523681640625,26.724876403808594,26.360515594482422,20.37812042236328,53.47993087768555
2013-05-07,13.826489448547363,13.225500106811523,10.146584510803223,167380.0,36.20322799682617,71.47807312011719,88.1010513305664,21.780195236206055,117.23186492919922,59.85045623779297,35.07471466064453,28.152555465698242,26.758800506591797,27.91191291809082,16.2484073638916,54.38656234741211,26.98158836364746,26.569175720214844,20.29281997680664,53.196533203125
2013-05-14,13.556550025939941,13.381500244140625,10.560887336730957,169200.0,38.18656539916992,72.6009750366211,90.87709045410156,22.549610137939453,120.76556396484375,61.3563117980957,36.924827575683594,28.27932357788086,28.419593811035156,28.837356567382812,16.01011085510254,54.732547760009766,27.079151153564453,28.180397033691406,20.128467559814453,55.00321960449219
2013-05-21,13.624493598937988,13.086999893188477,10.349824905395508,166020.0,37.38731002807617,73.57946014404297,90.72286987304688,21.675704956054688,119.67196655273438,60.5267219543457,37.89223861694336,28.18589973449707,27.958049774169922,28.135019302368164,16.199766159057617,56.66331481933594,26.385984420776367,28.208436965942383,20.10506248474121,54.41469955444336
2013-05-28,13.794973373413086,13.343999862670898,10.592157363891602,170911.0,38.45298767089844,72.78179168701172,91.14701080322266,21.534481048583984,121.55087280273438,59.49966049194336,38.47835922241211,27.231704711914062,29.034927368164062,28.41596031188965,15.480145454406738,53.74294662475586,24.984289169311523,28.551925659179688,19.68376922607422,54.373050689697266
2013-06-04,13.432894706726074,14.053500175476074,10.39673137664795,172875.0,38.43077850341797,71.96065521240234,91.68680572509766,22.095165252685547,119.26470184326172,59.80167007446289,38.38656234741211,27.478588104248047,28.93704605102539,28.135019302368164,15.826011657714844,54.026695251464844,25.944438934326172,28.930465698242188,19.699371337890625,54.17092514038086
2013-06-11,13.222020149230957,13.902999877929688,10.334112167358398,172710.0,36.52886199951172,71.09847259521484,91.648193359375,21.996627807617188,118.11288452148438,60.14583206176758,38.02642822265625,27.144954681396484,28.553604125976562,28.316808700561523,16.26671600341797,54.642581939697266,26.03685188293457,28.46780014038086,19.49131965637207,54.40279006958008
2013-06-18,12.320350646972656,13.530500411987305,9.622224807739258,166439.0,33.62786102294922,68.51776885986328,88.40949249267578,21.588092803955078,112.58654022216797,59.42940902709961,35.9573974609375,26.55989646911621,27.509355545043945,24.929018020629883,15.457839012145996,52.99555969238281,25.220470428466797,27.90000343322754,19.296281814575195,52.6014404296875
2013-06-25,12.524800300598145,14.104999542236328,10.115071296691895,169622.0,35.70741653442383,69.84331512451172,90.708984375,22.037084579467773,111.27181243896484,60.84823989868164,37.06606674194336,27.184762954711914,28.031471252441406,24.87944984436035,15.496882438659668,53.992095947265625,25.857145309448242,28.993566513061523,19.397705078125,53.68343734741211
2013-07-02,12.703234672546387,14.529500007629395,10.388873100280762,172500.0,36.64725875854492,71.11021423339844,90.63129425048828,22.464235305786133,113.42425537109375,62.224918365478516,38.62666702270508,27.238506317138672,28.007001876831055,26.15192985534668,15.692134857177734,54.50419998168945,26.273029327392578,30.024045944213867,19.949033737182617,54.84269332885742
2013-07-09,13.082449913024902,15.328499794006348,10.858247756958008,175877.0,38.34198760986328,73.12784576416016,91.83604431152344,22.950700759887695,112.85415649414062,63.496238708496094,39.043479919433594,27.55429458618164,29.50809669494629,26.449386596679688,16.0603084564209,56.40726852416992,25.911890029907227,30.3885555267334,20.032249450683594,55.437217712402344
2013-07-16,13.047871589660645,15.173999786376953,11.671832084655762,178223.0,39.22262954711914,74.50614166259766,96.61637115478516,22.603473663330078,112.90650939941406,64.81676483154297,40.23135757446289,27.440080642700195,26.114309310913086,26.434350967407227,16.37270164489746,56.20656967163086,26.072683334350586,31.285850524902344,20.25069236755371,56.37653350830078
2013-07-23,13.70529842376709,15.305000305175781,11.358920097351074,174505.0,38.2161865234375,74.00177001953125,95.17839050292969,21.897846221923828,114.13972473144531,65.46996307373047,39.61252975463867,27.063814163208008,25.730873107910156,26.940309524536133,16.478689193725586,55.839759826660156,26.705432891845703,30.318458557128906,20.28190040588379,55.90092468261719
2013-07-30,14.368233680725098,15.049500465393066,11.577962875366211,177300.0,39.126434326171875,72.72312927246094,95.29498291015625,22.461997985839844,113.72671508789062,65.88436889648438,39.90415954589844,27.070545196533203,25.861406326293945,27.189146041870117,16.283443450927734,56.75309371948242,26.041547775268555,31.082557678222656,20.4847469329834,54.450340270996094
2013-08-06,14.304265975952148,14.834500312805176,11.272866249084473,175748.0,37.67576599121094,71.43863677978516,94.3233871459961,21.978261947631836,109.99784851074219,64.6200942993164,38.47443389892578,26.761470794677734,26.815902709960938,27.578975677490234,16.41623306274414,56.90647888183594,25.751113891601562,30.283409118652344,20.045242309570312,53.43968963623047
2013-08-13,15.642766952514648,14.278499603271484,11.069465637207031,171501.0,36.513671875,69.59696197509766,92.69108581542969,21.485336303710938,107.70643615722656,63.53136444091797,36.866886138916016,26.055973052978516,25.60849952697754,26.59194564819336,16.00568962097168,55.49114990234375,24.636005401611328,29.99003791809082,19.251239776611328,52.031166076660156
2013-08-20,15.495808601379395,14.310500144958496,11.335447311401367,171000.0,36.71352005004883,70.27833557128906,91.75833892822266,21.503700256347656,108.00457000732422,61.480411529541016,36.845550537109375,25.61252212524414,28.056476593017578,26.82419204711914,15.758244514465332,54.75905990600586,24.345571517944336,29.919448852539062,19.107341766357422,52.13294219970703
2013-08-27,15.010571479797363,14.048999786376953,11.046001434326172,167050.0,35.77346420288086,71.21862030029297,89.93173217773438,21.019962310791016,106.56059265136719,61.150970458984375,35.94219207763672,25.652847290039062,27.440303802490234,26.426057815551758,15.865093231201172,54.30588912963867,24.573768615722656,28.99483871459961,19.094261169433594,52.174861907958984
2013-09-03,15.594391822814941,14.98550033569336,11.327629089355469,168880.0,37.07621383666992,72.27716827392578,90.9033203125,22.04129981994629,108.14485931396484,61.96481704711914,37.59953308105469,25.88128662109375,26.010772705078125,27.16425323486328,15.915705680847168,54.49412155151367,23.811342239379883,29.44655418395996,19.23293113708496,52.70162582397461
