Date,AIG,BMY,CVX,DIS,FNMA,GE,HD,IBM,INTC,JNJ,KO,MCD,MRK,MSFT,PEP,PFE,PG,VZ,WMT,XOM
1994-04-09,158.2322540283203,3.931396007537842,7.0086846351623535,9.870712280273438,15.077345848083496,18.588502883911133,5.249746799468994,6.175837516784668,2.094651460647583,4.526651859283447,4.425655841827393,7.177596569061279,4.644930362701416,1.6165108680725098,7.8968353271484375,1.4801135063171387,6.0623579025268555,5.279305458068848,2.5145254135131836,5.701228141784668
1994-04-16,158.00511169433594,4.064662933349609,6.979681491851807,10.311835289001465,14.69648265838623,18.44440269470215,5.202591419219971,6.845860004425049,2.1165616512298584,4.6419830322265625,4.495906829833984,7.543634414672852,5.074638843536377,1.7474514245986938,7.655094146728516,1.6137348413467407,6.399936199188232,5.470125675201416,2.5911104679107666,5.712538242340088
1994-04-23,154.82681274414062,4.1027398109436035,6.883009433746338,10.281596183776855,14.920517921447754,18.300304412841797,5.281178951263428,6.700197696685791,2.1384732723236084,4.771726131439209,4.692602157592773,7.639126777648926,4.849554061889648,1.7617348432540894,7.843116760253906,1.6171600818634033,6.436975002288818,5.266585350036621,2.5783464908599854,5.689917087554932
1994-04-30,161.18333435058594,4.07418155670166,6.8926825523376465,10.069912910461426,14.804815292358398,18.56447982788086,5.249746799468994,6.583677291870117,2.094193935394287,4.699646949768066,4.52400541305542,7.368577003479004,4.931402683258057,1.7617348432540894,7.70881986618042,1.6308655738830566,6.168176651000977,5.177535533905029,2.527289390563965,5.678606986999512
1994-05-07,158.2322540283203,4.1027398109436035,6.898247718811035,10.069912910461426,14.308305740356445,18.324325561523438,5.045413970947266,6.729328632354736,2.048145294189453,4.901472091674805,4.439706325531006,7.4004058837890625,4.951866626739502,1.8379182815551758,7.628236293792725,1.6685534715652466,6.154028415679932,5.164815902709961,2.450705051422119,5.610732555389404
1994-05-14,167.76705932617188,4.150335788726807,6.9373345375061035,10.432798385620117,15.030495643615723,18.300304412841797,5.611255645751953,7.270606517791748,2.096386671066284,5.022963523864746,4.594252109527588,7.734619617462158,4.951866626739502,1.8617247343063354,7.8699774742126465,1.747454285621643,6.309648513793945,5.470125675201416,2.374119758605957,5.687299728393555
1994-05-21,168.675048828125,4.169375419616699,6.761457920074463,10.704955101013184,15.120765686035156,18.828662872314453,5.736995220184326,7.446153163909912,2.153402090072632,5.168134689331055,4.5661516189575195,7.766445636749268,4.992792129516602,1.9950454235076904,7.843116760253906,1.7647225856781006,6.380384922027588,5.444685459136963,2.4251770973205566,5.6072001457214355
1994-05-28,170.67347717285156,4.178895473480225,6.9373345375061035,10.795675277709961,15.39158821105957,18.972755432128906,5.721278190612793,7.138943195343018,2.2104172706604004,5.081032752990723,4.720702648162842,7.814189910888672,5.074638843536377,2.0140914916992188,7.73567533493042,1.7716295719146729,6.436975002288818,5.495565414428711,2.4379403591156006,5.618641376495361
1994-06-04,173.17337036132812,4.207448482513428,7.0936665534973145,10.644477844238281,15.842955589294434,18.34833335876465,5.579817771911621,7.329118728637695,2.1046104431152344,5.03748083114624,4.52400541305542,7.669887542724609,5.1631598472595215,2.002187728881836,6.688136100769043,1.7405468225479126,6.380384922027588,5.749989986419678,2.501760959625244,5.687299728393555
1994-06-11,173.17337036132812,4.236008167266846,6.800541400909424,10.795675277709961,15.549564361572266,18.34833335876465,5.458876132965088,7.29986572265625,2.1051580905914307,5.0665154457092285,4.516939640045166,7.622049808502197,5.080548286437988,2.0188539028167725,6.7487406730651855,1.7681750059127808,6.295500755310059,5.622781276702881,2.4678330421447754,5.37833309173584
1994-06-18,162.49195861816406,4.131298542022705,6.507415294647217,10.160634994506836,15.007923126220703,17.771947860717773,5.191437721252441,7.007279872894287,2.048145294189453,4.950376510620117,4.531054496765137,7.526376724243164,4.977284908294678,1.8855321407318115,6.640760898590088,1.7129192352294922,6.224764347076416,5.546454429626465,2.4038994312286377,5.241015911102295
1994-06-25,160.219482421875,4.08370304107666,6.62466287612915,10.281596183776855,15.165903091430664,17.819984436035156,5.3959503173828125,6.670820713043213,2.070072650909424,4.979412078857422,4.700440406799316,7.558264255523682,4.935978412628174,1.914101004600525,6.5867695808410645,1.733640432357788,6.125734806060791,5.660941123962402,2.5189802646636963,5.229572296142578
1994-07-02,162.94656372070312,4.110454559326172,6.683286190032959,10.251358032226562,15.459291458129883,18.343629837036133,5.521800518035889,6.626927852630615,2.0744588375091553,4.964895725250244,4.728672027587891,7.558264255523682,4.874021530151367,1.8855321407318115,6.640760898590088,1.7370939254760742,6.253059387207031,5.610057830810547,2.493405818939209,5.298229694366455
1994-07-09,163.17385864257812,4.062211990356445,7.015499114990234,10.118011474609375,15.436726570129395,18.537233352661133,5.411681652069092,6.656187057495117,2.087616443634033,5.081032752990723,4.785133361816406,7.494483947753906,4.874021530151367,1.8522014617919922,6.7487406730651855,1.733640432357788,6.196469783782959,5.770689487457275,2.582914113998413,5.309672832489014
1994-07-16,165.21925354003906,3.975372791290283,6.898247718811035,10.118011474609375,15.233610153198242,19.214820861816406,5.128508567810059,7.182827949523926,2.0306015014648438,5.269754409790039,4.8133625984191895,6.6971964836120605,4.894675254821777,1.9260040521621704,6.505787372589111,1.65766441822052,6.097443580627441,5.693404674530029,2.595700740814209,5.298229694366455
1994-07-23,171.35528564453125,4.062211990356445,6.9373345375061035,10.269477844238281,15.662408828735352,19.505231857299805,5.144240856170654,7.24135160446167,2.078843832015991,5.458478927612305,5.010976791381836,6.920438289642334,4.894675254821777,1.961715579032898,6.5867695808410645,1.7129192352294922,6.350242614746094,5.835094451904297,2.557340145111084,5.446990489959717
1994-07-30,167.71908569335938,4.158700466156006,6.741915225982666,10.269477844238281,15.524547576904297,18.97283172607422,5.065584182739258,7.29986572265625,2.041492223739624,5.560100555419922,4.954517364501953,6.729089260101318,4.935978412628174,1.9998061656951904,6.694748878479004,1.7301872968673706,6.122428894042969,5.989670276641846,2.5061938762664795,5.412663459777832
1994-08-06,172.71888732910156,4.313083171844482,6.636730670928955,10.572412490844727,16.00188446044922,18.634031295776367,5.2071709632873535,7.490507125854492,2.1139321327209473,5.6472015380859375,5.0250935554504395,6.824763298034668,5.3283796310424805,2.104558229446411,6.856717586517334,1.809521198272705,6.378720283508301,5.938142776489258,2.4550461769104004,5.515651226043701
1994-08-13,167.4918975830078,4.399924278259277,6.695984363555908,10.239179611206055,16.11553382873535,18.537233352661133,5.616191864013672,8.004559516906738,2.228079319000244,5.725436687469482,5.279172897338867,6.79287052154541,5.638167381286621,2.0902748107910156,7.234652996063232,1.9139149188995361,6.392958641052246,5.7320451736450195,2.4678330421447754,5.5132904052734375
1994-08-20,174.30979919433594,4.361330032348633,6.676235198974609,10.330062866210938,16.070068359375,19.65043830871582,5.75777530670166,8.224865913391113,2.3180809020996094,5.783859729766846,5.265056610107422,6.88854455947876,5.576211929321289,2.166457414627075,7.396622180938721,1.9313148260116577,6.805868148803711,5.641880512237549,2.5317671298980713,5.53645658493042
1994-08-27,167.71908569335938,4.438522815704346,6.794745922088623,9.966545104980469,16.00188446044922,19.360029220581055,5.568996429443359,7.901745319366455,2.256068706512451,5.856889724731445,5.222711563110352,7.159735679626465,5.596860885620117,2.133126974105835,7.288645267486572,1.8651984930038452,6.848585605621338,5.628998756408691,2.5061938762664795,5.5132904052734375
1994-09-03,164.96253967285156,4.399924278259277,6.854004859924316,10.239179611206055,15.774580955505371,19.021238327026367,5.542557716369629,7.901745319366455,2.309299945831299,5.8276753425598145,5.123902797698975,6.999924659729004,5.604470729827881,2.166457414627075,7.192165851593018,1.8651984930038452,6.663486003875732,5.461544036865234,2.5489230155944824,5.501705646514893
1994-09-10,167.9204864501953,4.515710830688477,6.676235198974609,10.05742073059082,15.592744827270508,19.74723243713379,5.542557716369629,8.342363357543945,2.34881329536438,5.8276753425598145,5.414989471435547,6.999924659729004,5.687807559967041,2.166457414627075,7.219303607940674,1.809521198272705,6.862820625305176,5.525952339172363,2.5489230155944824,5.582784652709961
1994-09-17,163.5973663330078,4.399924278259277,6.518216133117676,9.572729110717773,14.365324974060059,18.876028060913086,5.369354248046875,8.12205982208252,2.221494197845459,5.769256114959717,5.528388500213623,6.872068881988525,5.771147727966309,2.133126974105835,7.056468963623047,1.8617172241210938,6.706198692321777,5.474426746368408,2.420835018157959,5.362717151641846
1994-09-24,161.77703857421875,4.428869247436523,6.577474117279053,9.390969276428223,14.319866180419922,18.634031295776367,5.290623664855957,8.180801391601562,2.160029888153076,6.0467658042907715,5.514214515686035,6.744215488433838,5.937821865081787,2.1378893852233887,7.192165851593018,1.9243555068969727,6.791628837585449,5.461544036865234,2.3952181339263916,5.327969551086426
1994-10-01,162.00462341308594,4.3420329093933105,6.676235198974609,9.178915023803711,14.001644134521484,18.23630142211914,5.180404186248779,8.357050895690918,2.0875892639160156,5.944525718688965,5.514214515686035,6.744215488433838,6.021161079406738,2.071227788925171,7.002184867858887,1.9208760261535645,6.820102691650391,5.2683305740356445,2.35679292678833,5.432213306427002
1994-10-08,163.3698272705078,4.5250396728515625,6.715737819671631,9.409299850463867,14.069836616516113,19.650344848632812,5.574049949645996,8.592049598693848,2.0546622276306152,6.119791507720947,5.741023063659668,6.93599271774292,6.041991233825684,2.130746841430664,7.409289836883545,1.9974325895309448,7.147585868835449,5.5076584815979,2.4720709323883057,5.559616565704346
1994-10-15,166.5552978515625,4.534813404083252,6.814498424530029,9.378945350646973,13.978915214538574,18.48009490966797,5.511067867279053,8.768298149108887,2.1249077320098877,6.382693290710449,5.698494911193848,7.159735679626465,5.916988849639893,2.261685848236084,7.463572978973389,2.039189100265503,7.104867458343506,5.3640899658203125,2.420835018157959,5.548038959503174
1994-10-22,171.78866577148438,4.564133167266846,7.189794540405273,9.712824821472168,14.069836616516113,19.26025390625,5.747254371643066,8.944544792175293,2.186370372772217,6.441117286682129,5.726847171783447,7.287591934204102,6.000322341918945,2.366438150405884,7.626411437988281,2.0426692962646484,7.359492778778076,5.442398548126221,2.4464526176452637,5.802852630615234
1994-10-29,171.3335723876953,4.466400146484375,6.893505096435547,9.56106185913086,13.289692878723145,18.723894119262695,5.731506824493408,8.357050895690918,2.12267804145813,6.149003028869629,5.670144557952881,7.383475303649902,5.854482650756836,2.3426308631896973,7.680691242218018,2.02875018119812,7.0731282234191895,5.377140998840332,2.4336445331573486,5.698613166809082
1994-11-05,169.05825805664062,4.6129984855651855,6.66643762588501,10.198464393615723,13.404251098632812,19.016464233398438,5.85747766494751,8.532949447631836,2.131467580795288,6.309664249420166,5.726847171783447,7.2556257247924805,6.1253342628479,2.371199607849121,8.00637435913086,2.1362974643707275,7.101766586303711,5.33798885345459,2.420835018157959,5.501705646514893
1994-11-12,171.78866577148438,4.661869525909424,6.806149959564209,10.289523124694824,13.083470344543457,19.016464233398438,5.904715061187744,8.63610553741455,2.247929096221924,6.461785316467285,5.953653335571289,7.543294429779053,6.292007923126221,2.4426207542419434,7.952092170715332,2.139799118041992,7.34517240524292,5.311884880065918,2.3311760425567627,5.686887264251709
1994-11-19,167.0103302001953,4.466400146484375,6.925907135009766,10.441283226013184,13.289692878723145,18.041257858276367,5.747254371643066,8.341367721557617,2.2457313537597656,6.212125301361084,5.88277530670166,7.2556257247924805,6.104496955871582,2.371199607849121,7.789249897003174,2.059250831604004,7.159036636352539,5.298835277557373,2.420835018157959,5.698611259460449
1994-11-26,169.9683380126953,4.5250396728515625,6.786192417144775,10.562694549560547,13.198036193847656,18.382572174072266,5.873224258422852,8.415048599243164,2.210573196411133,6.314924240112305,5.862339973449707,7.270665645599365,6.292007923126221,2.409290313720703,7.789249897003174,2.097773551940918,7.1304030418396,5.259682655334473,2.305558443069458,5.6634368896484375
1994-12-03,173.59893798828125,4.534813404083252,6.846070766448975,10.350228309631348,12.5564603805542,18.285076141357422,5.610393047332764,8.429789543151855,2.206179141998291,6.226813316345215,5.691590785980225,7.206613540649414,6.259250164031982,2.4045310020446777,7.653553009033203,2.1082804203033447,7.101766586303711,5.181371688842773,2.206991195678711,5.7806878089904785
1994-12-10,178.15533447265625,4.554361820220947,7.065623760223389,10.775163650512695,13.335514068603516,19.60158348083496,5.84678840637207,8.267675399780273,2.091913938522339,6.491155624389648,5.876565933227539,7.430814266204834,6.427283763885498,2.4140522480010986,8.01947021484375,2.150306224822998,7.1304030418396,5.390195369720459,2.3609673976898193,5.792412281036377
1994-12-17,179.75006103515625,4.681413650512695,7.1454548835754395,11.260805130004883,13.220949172973633,19.406539916992188,5.862541675567627,8.665586471557617,2.2127716541290283,6.491155624389648,5.876565933227539,7.3987860679626465,6.595317840576172,2.31882381439209,7.9103593826293945,2.1608123779296875,7.1304030418396,5.311884880065918,2.258317708969116,5.7689642906188965
1994-12-24,178.61094665527344,4.5250396728515625,7.1255011558532715,11.169745445251465,13.358428001403809,20.056989669799805,5.799509048461914,8.665586471557617,2.2457313537597656,6.432414531707764,5.862339973449707,7.494875907897949,6.406277656555176,2.3283467292785645,7.9103593826293945,2.1643154621124268,7.101766586303711,5.194422721862793,2.1813297271728516,5.698611259460449
