Date,AAPL,BAC,BRK-A,C,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,T,WFC,WMT,XOM
2010-01-01,6.309609413146973,13.057117462158203,100000.0,26.942665100097656,41.406368255615234,56.2962760925293,14.74549674987793,70.88163757324219,13.33812427520752,39.77581787109375,29.5240535736084,17.058290481567383,22.704561233520508,19.570093154907227,9.006413459777832,37.48941421508789,6.374885559082031,19.126253128051758,12.783575057983398,37.98469161987305
2010-01-08,6.275152683258057,12.972282409667969,99000.0,25.909242630004883,41.52120590209961,57.855262756347656,14.640010833740234,72.39173889160156,13.907919883728027,40.465782165527344,29.493526458740234,17.34365463256836,23.084835052490234,20.340686798095703,9.419549942016602,38.146053314208984,6.237651824951172,19.034332275390625,12.929055213928223,37.91939926147461
2010-01-15,6.234401702880859,11.931107521057129,108850.0,24.137680053710938,39.793540954589844,55.49948501586914,14.469499588012695,70.58069610595703,13.493524551391602,39.76338195800781,26.754690170288086,16.50577163696289,22.376487731933594,19.971576690673828,9.351503372192383,37.06820297241211,6.113803386688232,18.38431167602539,12.62138843536377,36.29769515991211
2010-01-22,5.971328258514404,11.853983879089355,111000.0,23.91623306274414,38.22770690917969,55.98448944091797,13.261018753051758,67.70819854736328,12.897841453552246,39.657711029052734,26.05514907836914,16.448091506958008,21.74269676208496,18.877685546875,9.055017471313477,38.482330322265625,6.082840919494629,18.67977523803711,12.547452926635742,35.35080337524414
2010-01-29,5.754395008087158,11.375812530517578,108900.0,23.473331451416016,37.25164794921875,55.56877136230469,13.074621200561523,67.29788970947266,12.315108299255371,38.93666076660156,25.309402465820312,16.22040367126465,20.75845718383789,18.588125228881836,8.763392448425293,38.307647705078125,5.961374282836914,17.767126083374023,12.633310317993164,35.220211029052734
2010-02-05,5.952752113342285,11.283260345458984,114950.0,23.694780349731445,37.4395637512207,54.63340377807617,13.313387870788574,67.6972885131836,13.092388153076172,39.104488372802734,25.75156593322754,16.460227966308594,20.96723175048828,18.781166076660156,8.767651557922363,38.65702438354492,5.999481678009033,17.811193466186523,12.65955638885498,35.503173828125
2010-02-12,6.080393314361572,12.247315406799316,115000.0,25.318723678588867,38.4260368347168,56.26165771484375,13.482658386230469,70.24236297607422,13.601458549499512,40.111488342285156,26.668895721435547,16.973291397094727,21.601024627685547,19.722238540649414,8.698962211608887,39.54921340942383,6.011390686035156,17.982200622558594,12.752570152282715,36.129173278808594
2010-02-19,6.052528381347656,12.764046669006348,118800.0,25.02346420288086,37.99811553955078,55.15302276611328,13.065934181213379,69.83566284179688,13.464402198791504,39.334468841552734,26.820690155029297,16.12628746032715,21.424863815307617,20.003742218017578,8.679335594177246,39.74261474609375,5.899450302124023,18.0479793548584,12.914741516113281,35.68001174926758
2010-02-26,6.313504695892334,12.64836311340332,124080.0,25.318723678588867,38.50923156738281,56.159664154052734,13.764862060546875,69.64330291748047,13.399142265319824,39.817073822021484,27.665451049804688,16.536121368408203,21.44733428955078,19.91527557373047,8.502705574035645,39.72388458251953,5.944703102111816,18.69912338256836,12.86943244934082,35.82243347167969
2010-03-05,6.756657123565674,13.211685180664062,123453.0,30.854896545410156,38.9887809753418,57.44948959350586,14.42383098602295,70.1269760131836,13.869057655334473,40.22420883178711,28.496971130371094,16.272008895874023,21.85935401916504,20.220922470092773,8.483078002929688,39.41193771362305,6.097130298614502,19.573890686035156,12.871817588806152,36.81932830810547
