Date,AIG,BAC,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,KO,MRK,MSFT,PFE,PG,UPS,VZ,WFC,WMT,XOM
2003-01-01,718.4473266601562,20.50111961364746,214.69338989257812,9.396037101745605,14.169549942016602,70.6540298461914,12.579253196716309,43.04431915283203,9.935110092163086,29.492752075195312,11.200836181640625,23.2845516204834,17.00406837463379,11.759891510009766,22.96375846862793,31.61139678955078,12.08430004119873,12.717077255249023,10.880392074584961,16.466768264770508
2003-01-08,748.7512817382812,20.82289695739746,220.20889282226562,10.026728630065918,14.179903030395508,70.1357192993164,12.919234275817871,44.33563995361328,10.181203842163086,29.65057945251465,11.546761512756348,23.560304641723633,17.360607147216797,11.53309440612793,22.929229736328125,31.51262092590332,11.408336639404297,12.738041877746582,11.08522891998291,16.593252182006836
2003-01-15,723.9889526367188,20.320144653320312,209.8167724609375,9.125741004943848,13.838343620300293,65.6346206665039,12.778548240661621,40.311492919921875,9.322752952575684,28.40374183654785,11.291741371154785,22.34309196472168,15.641919136047363,11.339762687683105,22.836313247680664,30.9445858001709,10.44502067565918,12.345052719116211,10.567734718322754,15.890552520751953
2003-01-22,660.3159790039062,19.851850509643555,205.8689422607422,9.151481628417969,13.031017303466797,63.15214538574219,12.034111022949219,40.09627914428711,9.173956871032715,27.903963088989258,10.377697944641113,21.4291934967041,14.877034187316895,11.20805835723877,22.568143844604492,30.14444923400879,10.076077461242676,12.208808898925781,10.388765335083008,15.300263404846191
2003-01-29,609.6128540039062,19.719709396362305,195.3025665283203,8.49504566192627,13.552677154541016,62.8793830871582,12.374092102050781,38.58473205566406,8.950757026672363,27.75663185119629,10.183272361755371,21.606464385986328,14.41993522644043,11.148282051086426,22.91900062561035,29.611000061035156,10.802783012390137,12.321468353271484,10.166675567626953,16.223163604736328
2003-02-05,559.3819580078125,19.458261489868164,187.1243133544922,8.668810844421387,13.358081817626953,61.37899398803711,12.473737716674805,38.73487854003906,8.779069900512695,27.356815338134766,9.847450256347656,21.27556037902832,14.15176773071289,10.90544319152832,22.193376541137695,29.042972564697266,10.322042465209961,11.946816444396973,10.188237190246582,15.632891654968262
2003-02-12,600.4158325195312,20.055831909179688,194.07220458984375,9.209405899047852,13.248379707336426,62.49748229980469,12.837170600891113,39.78312301635742,9.586823463439941,27.91446876525879,10.377697944641113,21.626150131225586,15.212250709533691,10.98390007019043,22.572193145751953,29.383804321289062,10.593155860900879,12.318840026855469,10.582828521728516,15.91817569732666
2003-02-19,593.3408813476562,19.843238830566406,192.0286102294922,9.061381340026855,13.433429718017578,65.4164047241211,13.388169288635254,39.65274429321289,9.586823463439941,27.870899200439453,10.195897102355957,20.779233932495117,14.742958068847656,10.718644142150879,22.164024353027344,28.326778411865234,9.947502136230469,12.02088737487793,10.442671775817871,16.102121353149414
2003-02-26,560.7967529296875,19.550193786621094,188.99261474609375,8.77177619934082,13.529694557189941,63.83418273925781,12.954397201538086,38.464176177978516,9.523792266845703,27.3056697845459,9.688372611999512,20.330167770385742,14.105560302734375,10.699958801269531,21.312999725341797,28.17024040222168,9.617691040039062,11.865320205688477,10.112770080566406,16.14457130432129
2003-03-05,524.361572265625,18.854951858520508,184.20510864257812,8.379206657409668,13.339253425598145,64.20647430419922,12.749246597290039,37.787200927734375,9.08255672454834,28.779518127441406,9.509099960327148,19.99927520751953,13.940482139587402,10.834452629089355,21.52907943725586,26.360952377319336,9.058685302734375,11.691289901733398,10.091209411621094,16.304929733276367
2003-03-12,601.718017578125,19.81991195678711,202.77159118652344,9.13861083984375,13.734786033630371,72.59319305419922,14.071474075317383,41.3577995300293,10.457836151123047,29.994503021240234,10.344867706298828,21.032297134399414,15.921497344970703,11.215534210205078,23.108421325683594,28.64115333557129,10.034149169921875,12.30828857421875,11.266359329223633,16.625654220581055
2003-03-19,612.1045532226562,20.101238250732422,209.60260009765625,8.82969856262207,13.81640911102295,74.18807983398438,14.759178161621094,41.849246978759766,10.337495803833008,30.152976989746094,10.413274765014648,22.016069412231445,15.58520793914795,11.95526123046875,23.481910705566406,28.923694610595703,10.137567520141602,12.250280380249023,11.529422760009766,16.823755264282227
2003-03-26,597.2326049804688,19.72130584716797,207.85105895996094,8.353464126586914,13.705491065979004,71.85076141357422,14.571085929870605,39.48221969604492,9.409185409545898,30.860851287841797,10.258353233337402,22.05574607849121,14.888193130493164,11.914164543151855,23.882078170776367,28.512264251708984,10.076077461242676,12.208093643188477,11.322516441345215,16.814313888549805
2003-04-02,633.232177734375,20.547868728637695,219.58642578125,8.643065452575684,13.435522079467773,77.15778350830078,15.535050392150879,40.15422439575195,9.798849105834961,30.374853134155273,10.629162788391113,22.49607276916504,15.640241622924805,12.08228874206543,23.98345184326172,28.784912109375,9.637251853942871,12.511311531066895,11.784746170043945,16.309646606445312
2003-04-09,637.1268310546875,21.07859992980957,229.1615447998047,8.585145950317383,13.399950981140137,77.81776428222656,15.964130401611328,41.51827621459961,9.816034317016602,29.5718994140625,10.801871299743652,22.583330154418945,15.041043281555176,12.033716201782227,23.978130340576172,29.097183227539062,9.760238647460938,12.511311531066895,11.942424774169922,16.53132438659668
