Date,AIG,AMGN,BAC,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,JPM,KO,MSFT,PEP,PFE,PG,WFC,WMT,XOM
2005-01-01,803.391845703125,42.592201232910156,27.780818939208984,300.092529296875,12.04752254486084,22.781131744384766,103.35745239257812,24.701313018798828,48.67754364013672,13.178849220275879,34.191673278808594,21.730680465698242,10.84121322631836,18.330347061157227,28.721355438232422,10.1702241897583,30.84417152404785,17.328689575195312,11.830413818359375,24.56336212158203
2005-01-08,786.2733764648438,43.16035842895508,27.88019561767578,293.06060791015625,12.150487899780273,23.293304443359375,101.97938537597656,24.987558364868164,47.82371520996094,13.306015014648438,34.240814208984375,21.58424949645996,10.791169166564941,17.952333450317383,28.92943000793457,9.764182090759277,30.822118759155273,16.916175842285156,11.830413818359375,25.194839477539062
2005-01-15,786.0355834960938,42.32163619995117,28.004405975341797,295.6513671875,11.59058952331543,23.150798797607422,100.85967254638672,24.391204833984375,46.949562072753906,12.959205627441406,33.7766227722168,21.036224365234375,10.775364875793457,17.629301071166992,29.334651947021484,9.466421127319336,30.695249557495117,16.757301330566406,11.615674018859863,24.884031295776367
2005-01-22,782.9445190429688,41.46263122558594,28.38326644897461,298.4271240234375,11.519797325134277,23.925762176513672,102.63973999023438,24.098989486694336,47.20878601074219,12.855158805847168,35.28932571411133,21.121856689453125,10.928133964538574,17.99357032775879,29.142986297607422,9.416153907775879,30.001848220825195,16.868789672851562,11.4885835647583,25.293500900268555
2005-01-29,802.6785888671875,42.44337844848633,29.12234115600586,307.0628356933594,11.519797325134277,25.27079200744629,104.07528686523438,25.297677993774414,48.03208923339844,13.294454574584961,36.174015045166016,21.5157413482666,11.186258316040039,18.089792251586914,30.28746795654297,9.369747161865234,29.154146194458008,16.99701690673828,11.714280128479004,27.276729583740234
2005-02-05,869.2516479492188,42.896575927734375,29.078880310058594,307.4418029785156,11.391083717346191,25.903226852416992,104.01787567138672,25.530258178710938,47.41713333129883,14.02040958404541,36.370609283447266,21.395872116088867,11.262642860412598,17.8492374420166,30.172473907470703,9.72551155090332,28.89374542236328,16.939037322998047,11.416276931762695,27.681276321411133
2005-02-12,819.4408569335938,41.93611145019531,28.408113479614258,302.2762145996094,11.133655548095703,26.60248374938965,103.01297760009766,25.05913734436035,47.49232864379883,13.933402061462402,35.886348724365234,20.842138290405273,11.315317153930664,17.512449264526367,29.67963218688965,10.441217422485352,29.641714096069336,16.801387786865234,11.552131652832031,29.452823638916016
2005-02-19,812.5460205078125,42.483970642089844,29.06024932861328,300.4713439941406,11.06930160522461,27.77781105041504,102.2664794921875,24.200359344482422,47.253013610839844,13.974002838134766,36.31962203979492,21.1047306060791,11.33112621307373,17.407920837402344,29.553686141967773,10.464587211608887,30.02400779724121,16.826669692993164,11.282609939575195,31.361499786376953
2005-02-26,773.9095458984375,41.96315383911133,29.054033279418945,301.2181396484375,11.60989761352539,27.67467498779297,104.35297393798828,23.908153533935547,47.0340576171875,14.316245079040527,37.15330505371094,21.412986755371094,11.494422912597656,17.352767944335938,29.548219680786133,10.46069049835205,29.835634231567383,16.99521827697754,11.635395050048828,31.515169143676758
2005-03-05,770.720947265625,40.454803466796875,28.70107650756836,297.4217834472656,11.873759269714355,26.145404815673828,103.48622131347656,23.50857925415039,46.59612274169922,14.03780746459961,37.07652282714844,20.61379051208496,11.18889331817627,17.29762077331543,28.85824203491211,10.269786834716797,29.093212127685547,16.79857635498047,11.306710243225098,30.2658748626709
