Date,AIG,BAC,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,JPM,KO,MSFT,PFE,PG,UPS,VZ,WFC,WMT,XOM
2004-01-01,822.2069702148438,24.322786331176758,294.8017578125,16.546037673950195,18.62021827697754,94.2695541381836,20.972576141357422,50.04447555541992,17.531692504882812,28.612682342529297,21.258455276489258,12.687151908874512,17.000734329223633,13.875455856323242,27.359169006347656,35.710140228271484,10.639188766479492,15.495529174804688,11.689311027526855,19.645950317382812
2004-02-01,876.0738525390625,24.46013641357422,301.9020080566406,14.904947280883789,19.051490783691406,91.15806579589844,21.469247817993164,48.66768264770508,16.773427963256836,28.87513542175293,22.632282257080078,12.872666358947754,16.31209945678711,13.883026123046875,27.874780654907227,35.38945770263672,11.180228233337402,15.479337692260742,12.928791046142578,20.310598373413086
2004-03-01,844.7006225585938,24.179468154907227,310.5517272949219,15.168807029724121,19.087974548339844,86.07394409179688,22.0900936126709,46.39259338378906,15.644502639770508,27.286344528198242,23.14539909362793,12.960272789001465,15.328329086303711,13.336554527282715,28.519229888916016,35.131813049316406,10.658119201660156,15.415478706359863,12.957013130187988,20.1556453704834
2004-04-01,848.9989624023438,24.268495559692383,288.86724853515625,13.456927299499512,19.89689826965332,84.46636962890625,20.846223831176758,44.538692474365234,14.799004554748535,29.067052841186523,20.745332717895508,13.095447540283203,16.066150665283203,13.606707572937012,28.76667022705078,35.28773880004883,11.008133888244629,15.358358383178711,12.40088939666748,20.62088394165039
2004-05-01,868.5501098632812,25.064470291137695,281.218505859375,14.396529197692871,19.65770721435547,87.76608276367188,21.27867317199707,44.75086212158203,16.420974731445312,29.970849990844727,20.490873336791992,13.297429084777832,16.12763786315918,13.4468994140625,29.459484100341797,36.077510833740234,10.190624237060547,15.99488639831543,12.124594688415527,20.960126876831055
2004-06-01,844.6146850585938,25.51372718811035,281.6426086425781,15.252474784851074,20.626903533935547,91.37596130371094,20.85215187072754,44.61886215209961,15.898767471313477,30.121755599975586,21.564361572265625,13.072139739990234,17.560253143310547,13.105607032775879,29.749107360839844,37.965248107910156,10.665085792541504,15.691580772399902,11.448838233947754,21.6613712310791
2004-07-01,838.0105590820312,25.880643844604492,267.045654296875,13.46336555480957,20.964433670043945,94.33776092529297,20.022911071777344,44.07221221923828,14.043907165527344,29.88922119140625,20.76342010498047,11.41310977935791,17.5172061920166,12.218644142150879,28.49772071838379,36.34400939941406,11.357623100280762,15.740933418273926,11.560050964355469,22.58322525024414
2004-08-01,845.0090942382812,27.38762664794922,284.70892333984375,12.073262214660645,21.369918823242188,93.03266143798828,21.70929527282715,42.86750793457031,12.263936996459961,31.419633865356445,22.209667205810547,11.634291648864746,16.785541534423828,12.490090370178223,30.726137161254883,36.89453125,11.691685676574707,16.108346939086914,11.485908508300781,22.485687255859375
2004-09-01,806.4592895507812,26.38296890258789,269.6727600097656,11.648506164550781,23.7097225189209,95.27409362792969,23.331214904785156,43.49088668823242,11.574556350708008,30.617448806762695,22.293842315673828,10.421684265136719,17.050886154174805,11.762224197387695,29.710525512695312,38.49533462524414,11.730408668518066,16.4873104095459,11.628989219665527,23.714771270751953
2004-10-01,720.8670043945312,27.54753875732422,271.20086669921875,12.362868309020996,23.45334815979004,97.3801498413086,24.450153350830078,45.52491760253906,12.843955039978027,31.731708526611328,21.659759521484375,10.642343521118164,17.248214721679688,11.127986907958984,28.0965518951416,40.148292541503906,11.64700698852539,16.512187957763672,11.786368370056152,24.1514892578125
2004-11-01,752.2140502929688,28.457794189453125,276.0357971191406,12.066827774047852,24.134052276611328,100.91918182373047,24.848926544189453,47.80244827270508,12.91319751739502,32.786170959472656,21.306259155273438,10.288996696472168,16.53288459777832,10.674409866333008,29.498319625854492,42.66835403442383,12.39738941192627,17.079004287719727,11.379793167114258,25.14757537841797
2004-12-01,779.761962890625,28.90062141418457,297.19342041015625,12.433662414550781,23.3868408203125,104.1727523803711,25.488508224487305,50.10053634643555,13.519881248474121,34.63401794433594,22.075885772705078,10.967644691467285,18.36471176147461,10.398369789123535,30.38084602355957,43.47785949707031,12.180891990661621,17.323122024536133,11.545930862426758,25.288578033447266
