Date,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,ORCL,PEP,PFE,PG,PM,T,VZ,WFC,WMT,XOM
2008-01-01,15.767317771911621,40.61545944213867,110.61724090576172,14.005864143371582,56.468135833740234,12.860466003417969,36.90998840332031,29.653425216674805,16.821340560913086,23.32034683227539,16.373353958129883,39.463619232177734,10.112452507019043,38.37504959106445,,7.76370906829834,13.856630325317383,20.96567153930664,11.64088249206543,44.6984977722168
2008-02-01,15.696526527404785,42.279109954833984,103.67235565185547,11.694634437561035,60.0267219543457,12.17172908782959,36.220211029052734,25.653966903686523,16.667390823364258,19.457469940185547,14.979026794433594,40.33929443359375,9.644922256469727,39.01678466796875,,7.116427898406982,13.09076976776123,17.98200035095215,11.377047538757324,45.38174819946289
2008-03-01,15.503459930419922,41.94476318359375,116.8330307006836,10.932415008544922,60.93361282348633,12.987637519836426,38.1728515625,27.105470657348633,17.354490280151367,20.380460739135742,15.584561347961426,41.87029266357422,9.188578605651855,41.31014633178711,21.836166381835938,7.825414657592773,13.137626647949219,18.086023330688477,12.085959434509277,44.30475997924805
2008-04-01,16.5009822845459,47.246849060058594,103.22721099853516,14.253813743591309,63.876041412353516,13.649897575378418,39.47920608520508,30.071611404418945,16.89221954345703,20.481002807617188,16.61237335205078,39.95590591430664,8.828590393066406,39.529701232910156,22.030433654785156,7.909192085266113,13.933808326721191,18.49001121520996,13.365204811096191,48.751983642578125
2008-05-01,17.196033477783203,48.720985412597656,96.97676849365234,14.539491653442383,68.49608612060547,14.214051246643066,39.273250579833984,27.35823631286621,16.430240631103516,20.337371826171875,18.19792366027832,39.82182312011719,8.499324798583984,39.16318130493164,22.734130859375,8.264527320861816,14.092217445373535,17.13510513305664,13.309877395629883,46.49432373046875
2008-06-01,14.969294548034668,49.037349700927734,84.25491333007812,13.065685272216797,62.98405075073242,13.25027084350586,38.12778854370117,21.82931900024414,14.915189743041992,19.828418731689453,16.731895446777344,37.075679779052734,7.791692733764648,36.05624008178711,21.322423934936523,6.978246212005615,12.96761703491211,14.908737182617188,13.00954818725586,46.370548248291016
2008-07-01,14.151976585388184,41.829898834228516,90.29802703857422,11.758421897888184,68.00559997558594,13.68824577331543,40.57524108886719,25.850332260131836,14.874892234802246,18.538236618041992,17.154172897338867,39.054866790771484,8.32690143585205,38.825225830078125,22.498004913330078,6.381704807281494,12.469429969787598,19.001575469970703,13.569745063781738,42.31912612915039
2008-08-01,15.4777250289917,42.70053482055664,89.69161224365234,11.498807907104492,64.68447875976562,14.107708930969238,41.73673629760742,24.76304817199707,15.03953742980957,19.669849395751953,17.47287940979004,40.18144989013672,8.523138999938965,41.62766647338867,23.390960693359375,6.735269069671631,13.023106575012207,19.001575469970703,13.673905372619629,42.098148345947266
2008-09-01,14.51880931854248,41.109596252441406,81.39273071289062,9.940861701965332,62.391883850097656,11.6261625289917,41.32192611694336,30.045072555541992,15.273489952087402,19.314109802246094,16.182130813598633,41.81850814819336,8.360047340393066,41.57992935180664,20.951679229736328,5.878359794616699,11.899528503417969,23.815670013427734,13.919639587402344,41.07034683227539
2008-10-01,11.436135292053223,37.182064056396484,63.109840393066406,8.919276237487793,49.59450149536133,9.95020866394043,36.58610153198242,26.538740158081055,12.81649112701416,16.15902328491211,14.572680473327637,33.657222747802734,8.029086112976074,38.50723648071289,19.123985290527344,5.636235237121582,11.002153396606445,21.60733985900879,12.97136402130127,39.19823455810547
2008-11-01,10.644550323486328,39.38008117675781,55.540531158447266,7.271233558654785,43.52922821044922,8.565996170043945,34.93992233276367,20.52604866027832,13.633889198303223,14.632115364074707,12.819819450378418,33.474220275878906,7.448780536651611,38.63935089111328,18.54766845703125,6.139427661895752,12.303081512451172,18.33292007446289,12.987639427185059,42.387184143066406
2008-12-01,10.490095138549805,37.18732452392578,52.40285873413086,7.635838031768799,45.14582061767578,9.178848266601562,35.98203659057617,20.441753387451172,13.280428886413574,14.162971496582031,14.126490592956543,32.334800720214844,8.171119689941406,37.12020492553711,19.141578674316406,6.126526832580566,12.774101257324219,18.890254974365234,13.029464721679688,42.46070098876953
