Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-A,GOOGL,JNJ,JPM,LLY,MA,META,MSFT,NVDA,ORCL,PLTR,TSLA,V,WMT,XOM
2025-01-01,234.71780395507812,174.81849670410156,237.67999267578125,218.8293914794922,44.99755096435547,702614.0,203.08111572265625,146.85023498535156,259.2566223144531,803.733642578125,550.4827270507812,686.4259033203125,411.08233642578125,120.03067016601562,167.35675048828125,82.48999786376953,404.6000061035156,338.6910400390625,97.03019714355469,102.3656997680664
2025-02-01,240.52606201171875,200.58135986328125,212.27999877929688,197.23028564453125,44.80318069458008,775000.0,169.49639892578125,159.27194213867188,258.01202392578125,912.2913208007812,572.0185546875,665.52978515625,393.18548583984375,124.87907409667969,163.82199096679688,84.91999816894531,292.9800109863281,359.4108581542969,97.47500610351562,106.67765045166016
2025-03-01,221.1660614013672,201.0515594482422,190.25999450683594,165.58323669433594,40.55610656738281,798442.0,153.92835998535156,161.34461975097656,239.1473846435547,819.8397827148438,544.0384521484375,574.0567016601562,372.53802490234375,108.34449768066406,137.92578125,84.4000015258789,259.1600036621094,347.8565979003906,86.77954864501953,114.97938537597656
2025-04-01,211.57786560058594,187.21441650390625,184.4199981689453,190.92303466796875,39.00274658203125,800540.0,158.2512664794922,152.0729522705078,238.4844207763672,892.343017578125,543.9789428710938,547.2925415039062,392.2570495605469,108.89433288574219,138.82351684570312,118.44000244140625,282.1600036621094,342.9334716796875,96.39463806152344,102.12118530273438
2025-05-01,199.97842407226562,180.23817443847656,205.00999450683594,240.12437438964844,43.15925216674805,757400.0,171.1465606689453,151.00277709960938,258.9636535644531,732.248291015625,582.1612548828125,645.4762573242188,456.8623962402344,135.09817504882812,163.88575744628906,131.77999877929688,346.4599914550781,362.4771728515625,97.85171508789062,98.90180969238281
2025-06-01,204.5475311279297,179.7636260986328,219.38999938964844,273.43450927734375,46.279083251953125,728800.0,175.6210479736328,149.8834686279297,284.3793640136719,775.3868408203125,558.6401977539062,735.79443359375,494.5372009277344,157.95278930664062,216.45831298828125,136.32000732421875,317.6600036621094,352.997802734375,97.1543197631836,105.17898559570312
2025-07-01,206.94027709960938,183.05636596679688,234.11000061035156,292.025146484375,46.50261688232422,719850.0,191.46839904785156,161.64846801757812,290.5886535644531,736.1365356445312,563.1435546875,771.6278076171875,530.418701171875,177.84043884277344,251.24925231933594,158.35000610351562,308.2699890136719,343.47314453125,97.35303497314453,108.92562103271484
2025-08-01,231.43572998046875,205.521728515625,229.0,295.6941223144531,49.916282653808594,755280.0,212.43115234375,173.84519958496094,297.09423828125,728.6864013671875,592.5950927734375,736.96923828125,503.7635803222656,174.1510467529297,224.35952758789062,156.7100067138672,333.8699951171875,349.7467041015625,96.35943603515625,111.51119232177734
2025-09-01,254.14559936523438,226.17156982421875,219.57000732421875,328.0286560058594,50.75248336791992,754200.0,242.55325317382812,183.2758331298828,310.9031677246094,760.611572265625,566.2349853515625,732.6593017578125,515.8051147460938,186.5489959716797,279.03802490234375,182.4199981689453,444.7200012207031,340.0040283203125,102.63969421386719,111.03230285644531
2025-10-01,269.85565185546875,212.98458862304688,244.22000122070312,368.1518249511719,52.87476348876953,715740.0,280.8085021972656,186.68594360351562,306.655029296875,860.1589965820312,549.4910888671875,647.2674560546875,515.6656494140625,202.4677734375,260.55389404296875,200.47000122070312,456.55999755859375,339.3666076660156,100.76736450195312,112.6177749633789
2025-11-01,278.31951904296875,224.02406311035156,233.22000122070312,401.3485412597656,53.07261276245117,770100.0,319.7456359863281,204.52720642089844,310.0871887207031,1072.103515625,548.7612915039062,646.8681640625,489.9725341796875,176.98056030273438,200.71653747558594,168.4499969482422,430.1700134277344,333.0920104980469,110.05931854248047,114.15400695800781
2025-12-01,271.6058349609375,224.8013153076172,230.82000732421875,344.7159423828125,54.408077239990234,754800.0,312.5753479003906,205.85565185546875,319.1398010253906,1072.889404296875,569.0458984375,658.9878540039062,482.5186767578125,186.4795379638672,193.71954345703125,177.75,449.7200012207031,349.98828125,110.95565032958984,119.54319763183594
