Date,AIG,BMY,CVX,DIS,FNMA,GE,IBM,INTC,JNJ,KO,MCD,MMM,MRK,PEP,PFE,PG,T,VZ,WMT,XOM
1993-04-30,159.1180419921875,4.3396759033203125,6.450942039489746,9.25446605682373,13.735688209533691,17.48950958251953,5.477612018585205,1.7702860832214355,4.906381607055664,4.296051979064941,6.174327373504639,9.287635803222656,5.94261360168457,7.844476699829102,1.8468971252441406,5.307684421539307,1.917396068572998,5.126611709594727,2.70512056350708,5.6599907875061035
1993-05-07,154.14561462402344,4.267348766326904,6.53642463684082,9.314560890197754,13.603829383850098,17.25570297241211,5.452096462249756,1.7112771272659302,4.765798091888428,4.337492942810059,6.174327373504639,9.267338752746582,5.744523525238037,7.659590721130371,1.8335627317428589,5.404439449310303,1.914227843284607,5.126611709594727,2.70512056350708,5.497657775878906
1993-05-14,152.94012451171875,4.402961254119873,6.35798454284668,10.576533317565918,13.779643058776855,17.3959903717041,5.652961730957031,1.822738528251648,5.147078990936279,4.655208587646484,6.36381721496582,9.358694076538086,6.200125694274902,7.976537704467773,1.9252299070358276,5.597949981689453,1.917396068572998,5.335110187530518,2.8956196308135986,5.712076663970947
1993-05-21,156.70713806152344,4.3125529289245605,6.658508777618408,10.666672706604004,13.537893295288086,17.559661865234375,6.112085819244385,1.9713551998138428,5.005674362182617,4.558511734008789,6.269075870513916,9.335906982421875,5.982229232788086,7.659590721130371,1.9419994354248047,5.418261528015137,1.9395804405212402,5.371906280517578,2.819420099258423,5.67924690246582
1993-05-28,156.55645751953125,4.330636501312256,6.649121284484863,10.576533317565918,13.471963882446289,17.60642433166504,6.1838226318359375,1.9910258054733276,4.934974670410156,4.558511734008789,6.490148067474365,9.4586181640625,5.843568325042725,7.60676383972168,1.918520450592041,5.404439449310303,1.958597183227539,5.396433353424072,2.7940196990966797,5.690195083618164
1993-06-04,153.25587463378906,4.303511142730713,6.780599594116211,10.366202354431152,13.581853866577148,17.583984375,6.026002407073975,1.9101605415344238,5.033957004547119,4.530885219573975,6.314237117767334,8.650802612304688,6.001777648925781,7.527526378631592,1.8983949422836304,5.293861389160156,1.958597183227539,5.531344413757324,2.6797189712524414,5.865273952484131
1993-06-11,154.91513061523438,4.421043395996094,6.733642101287842,10.396248817443848,14.065345764160156,17.93707275390625,5.69600772857666,1.9626132249832153,5.175357818603516,4.688639163970947,6.282587051391602,8.885984420776367,6.161292552947998,7.826429843902588,2.0057265758514404,5.418261528015137,1.9332430362701416,5.568140029907227,2.63208270072937,5.876218318939209
1993-06-18,157.47947692871094,4.258306503295898,6.4331135749816895,10.065738677978516,14.592792510986328,17.984153747558594,5.595571517944336,1.879561185836792,4.7370100021362305,4.730255126953125,6.187636375427246,8.845086097717285,5.802383899688721,7.746842384338379,1.87491774559021,5.556484222412109,1.901550531387329,5.678522109985352,2.69566011428833,5.7339630126953125
1993-06-25,158.68618774414062,4.122691631317139,6.517639636993408,9.795313835144043,14.504887580871582,17.913545608520508,5.652961730957031,1.8883051872253418,4.567328929901123,4.771872043609619,6.203459739685059,8.845086097717285,5.58305025100708,7.773371696472168,1.744109869003296,5.722348213195801,2.0029654502868652,5.764371871948242,2.619365930557251,5.701135158538818
1993-07-02,160.6471405029297,4.256110668182373,6.414334774017334,9.314560890197754,14.94443416595459,18.266632080078125,5.35166072845459,1.9145309925079346,4.5390448570251465,4.841228485107422,6.203459739685059,8.742833137512207,5.543171405792236,7.587657928466797,1.7541717290878296,5.791461944580078,2.0029654502868652,5.72758150100708,2.69566011428833,5.635476589202881
1993-07-09,165.6249237060547,4.2469563484191895,6.273463249206543,9.118106842041016,14.746636390686035,18.619722366333008,5.452096462249756,1.844594120979309,4.482485294342041,4.938332557678223,6.298409938812256,8.998465538024902,5.383652687072754,7.614189147949219,1.6971532106399536,5.708523750305176,2.0542798042297363,5.657185077667236,2.69566011428833,5.62453556060791
1993-07-16,163.06065368652344,4.1279683113098145,6.498858451843262,8.93754768371582,14.41697883605957,18.454952239990234,4.97862434387207,1.7484307289123535,4.298659801483154,4.8551025390625,6.171806335449219,8.896211624145508,5.164322376251221,8.038675308227539,1.707215666770935,5.404439449310303,2.0671191215515137,5.781246185302734,2.5557899475097656,5.613593578338623
1993-07-23,166.37913513183594,4.045591354370117,6.6866888999938965,9.298663139343262,14.636749267578125,18.596174240112305,5.036013126373291,1.8533364534378052,4.157257080078125,4.882845401763916,6.599088668823242,8.896211624145508,4.865227222442627,7.932554721832275,1.6569044589996338,5.493449687957764,2.086379051208496,5.94252347946167,2.619365930557251,5.788675308227539
1993-07-30,173.77040100097656,3.8716843128204346,6.414334774017334,8.787084579467773,14.608073234558105,18.73741912841797,5.021667003631592,1.951385498046875,4.185535907745361,4.785741329193115,6.535789489746094,8.753053665161133,4.905106544494629,7.932554721832275,1.5797603130340576,5.270933151245117,2.073537826538086,5.706808090209961,2.63208270072937,5.6026506423950195
1993-08-06,173.31785583496094,3.7435462474823,6.600866317749023,9.057920455932617,14.91746711730957,18.47850227355957,4.81925630569458,2.060767889022827,4.114836692810059,4.7163848876953125,6.599088668823242,8.804183006286621,4.60601806640625,7.879491329193115,1.5639679431915283,5.117948055267334,2.1505749225616455,5.781246185302734,2.593935012817383,5.657364845275879
1993-08-13,172.86529541015625,4.155426502227783,6.724155902862549,9.298663139343262,14.276567459106445,18.196008682250977,4.963545799255371,2.2401554584503174,4.600093364715576,4.8551025390625,6.931415557861328,8.906437873840332,5.283956050872803,8.51622200012207,1.7058407068252563,5.451727867126465,2.1248950958251953,5.570342063903809,2.63208270072937,5.7099127769470215
1993-08-20,172.6390838623047,4.073052406311035,7.046612739562988,9.479217529296875,14.166068077087402,18.596174240112305,5.078976154327393,2.2182793617248535,4.600093364715576,4.758000373840332,6.86811637878418,8.933795928955078,5.204200267791748,8.1713285446167,1.7125948667526245,5.326559543609619,2.2725470066070557,6.078993320465088,2.63208270072937,5.864830017089844
1993-08-27,174.67555236816406,4.173734664916992,7.113001823425293,9.358848571777344,13.812477111816406,18.36079978942871,5.309839248657227,2.205152750015259,4.6570611000061035,4.730255126953125,6.849852085113525,8.892583847045898,5.283956050872803,8.277450561523438,1.7497527599334717,5.410004138946533,2.3367438316345215,6.327115058898926,2.5176455974578857,5.698846340179443
1993-09-03,178.7081298828125,4.173734664916992,6.705188751220703,9.238473892211914,13.724065780639648,18.05477523803711,5.122263431549072,2.2664077281951904,4.414951324462891,4.785741329193115,6.786426067352295,8.76893138885498,5.14973783493042,8.463156700134277,1.6923288106918335,5.354373931884766,2.298224925994873,6.289895534515381,2.4698379039764404,5.743107795715332
1993-09-10,179.38763427734375,4.2469563484191895,6.961259365081787,9.449125289916992,13.56937313079834,18.50203514099121,5.021264553070068,2.2401554584503174,4.414951324462891,4.818608283996582,6.849852085113525,8.944108009338379,5.109506130218506,8.84433650970459,1.6315255165100098,5.354373931884766,2.298224925994873,6.364331245422363,2.4443743228912354,5.7984395027160645
1993-09-17,176.4431915283203,4.292721748352051,6.8758978843688965,9.26856803894043,13.967174530029297,18.125385284423828,4.83368444442749,2.393291711807251,4.514642238616943,4.762903690338135,6.707148551940918,8.552541732788086,5.12962532043457,8.684502601623535,1.6923288106918335,5.159669876098633,2.2211897373199463,6.215456962585449,2.546224355697632,5.7099127769470215
1993-09-24,177.80209350585938,4.1279683113098145,7.41649055480957,9.0880126953125,13.922969818115234,18.170705795288086,4.848115921020508,2.47642183303833,4.4861578941345215,4.7071967124938965,6.580299377441406,8.4804105758667,4.948576927185059,8.364825248718262,1.6078808307647705,5.284836292266846,2.20835018157959,6.327115058898926,2.508030891418457,5.7984395027160645
1993-10-01,172.36614990234375,4.133184432983398,7.245777606964111,9.449125289916992,13.856669425964355,18.123327255249023,5.078976154327393,2.406416893005371,4.514642238616943,4.581855297088623,6.580299377441406,8.552541732788086,4.868110656738281,8.311549186706543,1.6045031547546387,5.535171985626221,2.1313161849975586,5.992152690887451,2.724458932876587,5.7984395027160645
1993-10-08,167.38311767578125,4.244391441345215,7.264750003814697,10.579934120178223,14.387072563171387,18.289155960083008,4.920259475708008,2.2664077281951904,4.642818927764893,4.91609525680542,6.897419452667236,8.59376049041748,5.0491557121276855,8.6312255859375,1.634903907775879,5.813320159912109,2.2338368892669678,6.711703777313232,2.6735334396362305,5.732047080993652
1993-10-15,162.17364501953125,4.364864349365234,7.283712863922119,10.037374496459961,14.07767105102539,18.454980850219727,5.194406986236572,2.257655620574951,4.856446266174316,4.860386848449707,6.897419452667236,8.676188468933105,5.169857025146484,8.418106079101562,1.742996096611023,5.813320159912109,2.188380002975464,6.289895534515381,2.7499210834503174,5.720981121063232
1993-10-22,163.07968139648438,4.235123157501221,7.359585285186768,10.188084602355957,13.878768920898438,18.360218048095703,5.280977725982666,2.222654342651367,4.756749153137207,4.790757656097412,7.230397701263428,8.573149681091309,5.169857025146484,8.6312255859375,1.6653056144714355,6.099329471588135,2.2533180713653564,6.277490615844727,2.6735334396362305,5.831637859344482
1993-10-29,152.4341583251953,4.420468807220459,7.169905662536621,10.248367309570312,13.301833152770996,17.76795768737793,5.742705345153809,2.066770076751709,4.827960014343262,4.62363862991333,6.881564617156982,8.511322021484375,5.189971446990967,8.07178783416748,1.729486346244812,5.805552959442139,2.188380002975464,6.364331245422363,2.826308250427246,5.720981121063232
1993-11-05,157.19065856933594,4.503871917724609,6.901697635650635,9.735953330993652,13.524271965026855,17.791648864746094,6.032139778137207,2.2331631183624268,4.913411617279053,4.470443248748779,7.024270534515381,8.748321533203125,5.230205535888672,8.418106079101562,1.729486346244812,6.225233554840088,2.1364307403564453,6.19064998626709,2.953620195388794,5.6435160636901855
1993-11-12,160.3616180419922,4.531674385070801,6.815552234649658,9.494812965393066,13.413050651550293,18.478675842285156,6.119145393371582,2.027362585067749,5.100826740264893,4.6793437004089355,7.198688983917236,8.902883529663086,5.572178840637207,8.604582786560059,1.7851117849349976,6.169277191162109,2.188380002975464,5.917714595794678,3.0427370071411133,5.774247646331787
1993-11-19,156.0581512451172,4.457536697387695,6.872983932495117,9.404388427734375,13.257344245910645,18.526060104370117,6.394650459289551,2.101801633834839,5.129478931427002,4.6793437004089355,7.404818058013916,8.973649978637695,5.552063465118408,8.524663925170898,1.7851117849349976,6.197253227233887,2.1104564666748047,5.830869197845459,3.0045440196990967,5.662343502044678
1993-11-26,157.19065856933594,4.439004898071289,6.595383644104004,9.977088928222656,13.50202465057373,18.952489852905273,6.235147476196289,2.2068910598754883,5.072168827056885,4.75417947769165,7.355541229248047,9.00480842590332,5.41124963760376,8.524663925170898,1.8089133501052856,6.337145805358887,2.207862615585327,6.103806495666504,2.839038372039795,5.572818279266357
1993-12-03,162.58815002441406,4.337064743041992,6.585812568664551,10.188084602355957,13.969146728515625,19.142000198364258,6.220642566680908,2.0317399501800537,5.072168827056885,4.880024433135986,7.291991233825684,8.984037399291992,5.375049114227295,8.6312255859375,1.7851117849349976,6.393105506896973,2.207862615585327,5.917714595794678,2.829376697540283,5.572818279266357
1993-12-10,159.64024353027344,4.346329212188721,6.451798915863037,10.248367309570312,13.724467277526855,19.61582374572754,6.670156002044678,2.0580129623413086,4.928886413574219,4.852056503295898,7.355541229248047,9.389097213745117,5.375049114227295,8.772980690002441,1.7613111734390259,6.155285358428955,2.2143545150756836,5.979743480682373,2.791142702102661,5.684723854064941
1993-12-17,158.95993041992188,4.337064743041992,6.7102556228637695,10.790932655334473,13.94690227508545,20.113330841064453,6.800660610198975,2.1762399673461914,4.986199855804443,4.866042613983154,7.228448390960693,9.046353340148926,5.5575971603393555,8.960208892822266,1.8259150981903076,6.393105506896973,2.285787343978882,6.004555702209473,2.650946855545044,5.639960765838623
1993-12-24,159.86700439453125,4.327796936035156,6.748541831970215,10.54979419708252,13.991388320922852,20.06594467163086,6.612152576446533,2.2068910598754883,5.158137321472168,5.019855499267578,7.323768138885498,9.046353340148926,5.638729095458984,8.826473236083984,1.8837181329727173,6.463054180145264,2.2208495140075684,6.004555702209473,2.574477434158325,5.6959123611450195
