Date,AIG,BAC,C,CSCO,CVX,GE,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,PEP,PFE,PG,VZ,WFC,WMT,XOM
2002-01-01,903.0452270507812,17.492908477783203,273.333251953125,13.212374687194824,17.91555404663086,104.67774200439453,61.63544464111328,20.113054275512695,30.034893035888672,11.233912467956543,39.2351188659668,22.303964614868164,20.892452239990234,25.192813873291016,14.545965194702148,20.055723190307617,13.413421630859375,11.214519500732422,12.308996200561523,18.122180938720703
2002-01-08,911.5108032226562,16.830442428588867,259.9831848144531,12.633163452148438,17.45029067993164,100.79489135742188,58.65428161621094,19.867841720581055,30.57986068725586,11.055045127868652,39.31169509887695,22.591876983642578,20.865028381347656,25.292369842529297,14.846406936645508,20.35313606262207,13.41609001159668,11.019831657409668,11.959389686584473,17.66055679321289
2002-01-15,934.7924194335938,16.85262680053711,265.72735595703125,12.131184577941895,17.33247184753418,102.86927032470703,56.7662239074707,19.092283248901367,30.98468589782715,11.288567543029785,38.08130645751953,22.265579223632812,20.142824172973633,25.73250961303711,14.692524909973145,20.640201568603516,13.14067268371582,11.624360084533691,12.0859375,17.550878524780273
2002-01-22,901.5162963867188,17.639820098876953,262.2701721191406,12.678215026855469,17.745824813842773,101.4596939086914,53.73539733886719,19.34320831298828,30.003755569458008,11.231426239013672,37.928131103515625,21.881671905517578,19.44802474975586,25.480998992919922,15.231125831604004,20.57022476196289,12.941814422607422,12.0777587890625,12.574952125549316,17.806819915771484
2002-01-29,830.8482055664062,16.464574813842773,235.62303161621094,11.783659934997559,16.757394790649414,93.08234405517578,53.06462097167969,19.377424240112305,29.225252151489258,11.099761962890625,37.42267990112305,22.434476852416992,18.625246047973633,26.356037139892578,15.077242851257324,21.49013328552246,12.253872871398926,11.708894729614258,12.63286018371582,17.52800941467285
2002-02-05,872.0025024414062,16.977352142333984,244.5845947265625,11.384648323059082,16.563697814941406,100.52893829345703,53.352806091308594,19.14361000061035,29.60930824279785,11.462465286254883,38.21915054321289,22.822206497192383,18.6282958984375,25.632946014404297,14.989307403564453,21.23287582397461,12.23507022857666,11.945895195007324,12.922407150268555,17.596582412719727
2002-02-12,873.0604248046875,16.85262680053711,235.511962890625,10.998510360717773,16.443883895874023,98.69383239746094,51.189327239990234,18.424524307250977,29.707923889160156,11.66369342803955,39.00027084350586,22.960405349731445,18.354032516479492,26.135971069335938,15.062582969665527,22.085206985473633,12.256563186645508,11.896939277648926,12.875223159790039,17.885093688964844
2002-02-19,840.7252807617188,17.531715393066406,233.69761657714844,10.03960132598877,16.8969669342041,104.25221252441406,48.905738830566406,17.69986343383789,31.080995559692383,11.768034934997559,39.29380416870117,23.355823516845703,18.003589630126953,26.52894401550293,15.003697395324707,22.703659057617188,12.546783447265625,12.005139350891113,13.008198738098145,18.850605010986328
2002-02-26,887.5241088867188,18.40483856201172,254.0841522216797,10.605935096740723,17.356138229370117,106.91172790527344,52.68686294555664,18.173460006713867,32.23677062988281,11.867405891418457,40.24220657348633,24.188846588134766,19.289566040039062,26.717575073242188,15.39698314666748,22.602317810058594,12.88000202178955,12.659502029418945,13.507933616638184,19.60921859741211
2002-03-05,863.683837890625,18.9577693939209,260.9684753417969,11.21088695526123,17.944202423095703,109.9489974975586,52.35847854614258,19.069290161132812,33.22073745727539,11.820201873779297,40.4370002746582,24.0851993560791,19.606483459472656,25.936861038208008,14.720669746398926,21.853933334350586,12.635464668273926,12.700724601745605,13.411421775817871,19.995441436767578
2002-03-12,873.5665893554688,19.254369735717773,264.4373474121094,10.63167953491211,18.197959899902344,106.60910034179688,52.91072463989258,18.042221069335938,33.663272857666016,12.090984344482422,41.31874465942383,22.697370529174805,18.93606948852539,26.64754867553711,14.944889068603516,22.779010772705078,12.79670238494873,12.92485523223877,13.630183219909668,20.11037254333496
2002-03-19,831.6826782226562,19.06968879699707,259.63433837890625,10.412867546081543,17.803226470947266,98.96743774414062,51.52263259887695,17.117855072021484,33.50188064575195,12.90984058380127,39.657806396484375,22.20317840576172,18.049304962158203,26.94709014892578,14.775811195373535,23.322120666503906,12.270002365112305,12.633736610412598,13.14332103729248,19.701169967651367
2002-03-26,834.1533813476562,19.06968879699707,263.90380859375,11.275242805480957,18.065027236938477,99.66213989257812,51.174400329589844,17.78545570373535,33.63724136352539,13.047042846679688,39.84233093261719,22.23793601989746,18.399749755859375,27.025896072387695,14.74272632598877,23.384483337402344,12.347930908203125,12.605403900146484,12.789531707763672,20.151742935180664
2002-04-02,875.2140502929688,19.441848754882812,259.3675537109375,10.412867546081543,17.803226470947266,98.48651123046875,43.48777389526367,17.077913284301758,32.99687194824219,13.221664428710938,38.191646575927734,20.909832000732422,17.436786651611328,26.700090408325195,14.13994026184082,23.452037811279297,11.880356788635254,12.659502029418945,12.836769104003906,19.880491256713867
2002-04-09,850.0364379882812,19.36349105834961,245.0649871826172,9.659897804260254,17.178909301757812,85.1002197265625,42.46290969848633,16.039445877075195,32.36170959472656,13.069488525390625,38.55051040649414,21.05269432067871,16.97054100036621,26.915563583374023,14.33474349975586,23.530004501342773,11.215377807617188,12.77543830871582,12.86898422241211,19.126462936401367
2002-04-16,820.15283203125,19.88397216796875,242.55650329589844,9.569799423217773,17.450782775878906,87.79883575439453,43.746482849121094,17.152088165283203,32.976043701171875,13.79544448852539,37.632877349853516,21.820968627929688,16.94008445739746,27.7615909576416,13.640057563781738,23.098642349243164,10.84135627746582,12.937739372253418,12.357909202575684,19.241409301757812
2002-04-23,803.2110595703125,19.942737579345703,228.84112548828125,9.093561172485352,17.291688919067383,82.42832946777344,41.736541748046875,15.999496459960938,32.75218963623047,13.630790710449219,35.01328659057617,21.106735229492188,15.91922378540039,27.48833465576172,13.331313133239746,23.48493194580078,10.610974311828613,13.027898788452148,12.068023681640625,18.252906799316406
2002-04-30,818.2704467773438,20.27851104736328,226.43959045410156,8.295544624328613,17.52128028869629,82.74895477294922,37.811134338378906,14.709945678710938,32.33046340942383,14.117250442504883,33.613773345947266,21.570035934448242,14.816088676452637,27.325429916381836,13.434223175048828,24.059011459350586,10.806119918823242,13.13352108001709,11.593464851379395,18.046005249023438
2002-05-07,804.269775390625,20.98645782470703,237.06988525390625,10.103957176208496,18.145591735839844,82.42832946777344,40.89076614379883,16.28506088256836,32.19511413574219,14.192083358764648,33.106266021728516,21.867313385009766,16.05634880065918,27.61970329284668,13.58859920501709,24.322566986083984,11.112387657165527,13.18504810333252,11.818942070007324,18.395421981811523
2002-05-14,799.446044921875,21.210311889648438,245.69732666015625,10.670294761657715,17.87371253967285,87.1041488647461,42.097679138183594,17.2386417388916,31.471445083618164,14.01995849609375,32.966854095458984,22.469581604003906,16.458595275878906,27.088956832885742,13.390119552612305,24.111194610595703,11.491836547851562,13.53199577331543,12.411602973937988,18.30756950378418
2002-05-21,797.6815185546875,21.305452346801758,240.17791748046875,10.663857460021973,18.085025787353516,87.1041488647461,41.42472457885742,16.365001678466797,32.07463073730469,14.01995849609375,32.86898422241211,21.80939483642578,16.23005485534668,26.395313262939453,13.090145111083984,23.55278205871582,11.789973258972168,13.700358390808105,11.922005653381348,18.603525161743164
2002-05-28,759.4443359375,20.83255386352539,227.20985412597656,9.86584186553955,17.561342239379883,80.45112609863281,38.93724060058594,15.200152397155762,31.369409561157227,13.478616714477539,32.94112014770508,21.319082260131836,15.059876441955566,26.87875747680664,12.33033561706543,23.20049285888672,11.432210922241211,13.340295791625977,11.413092613220215,18.071727752685547
2002-06-04,760.03271484375,19.90355682373047,223.45864868164062,9.955938339233398,17.52684783935547,80.02364349365234,38.28421401977539,12.031081199645996,30.8209171295166,13.403777122497559,31.581222534179688,20.96389389038086,16.09596824645996,26.931316375732422,13.038519859313965,23.456918716430664,11.296690940856934,12.954343795776367,12.110974311828613,18.0948486328125
