Date,AAPL,AMZN,AVGO,BAC,BRK-A,DIS,GOOGL,HD,JNJ,JPM,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,WMT
2021-01-01,127.32522583007812,158.10800170898438,39.804203033447266,28.957996368408203,350089.0,174.4713134765625,87.98976135253906,234.1627197265625,138.39947509765625,118.19031524658203,339.0,266.6474609375,208.9809112548828,13.305858612060547,28.560420989990234,120.7493667602539,272.0133361816406,333.8663330078125,205.7714385986328,45.578346252441406
2021-01-08,125.37042999267578,156.37350463867188,40.58341979980469,29.953815460205078,352801.0,169.43978881835938,85.8365478515625,235.99195861816406,138.64108276367188,123.6850814819336,317.1832580566406,243.7273406982422,203.93568420410156,13.162517547607422,28.321514129638672,118.09697723388672,281.6666564941406,320.60418701171875,194.27073669433594,45.67780303955078
2021-01-15,133.11184692382812,165.34950256347656,41.907569885253906,27.9974308013916,354000.0,167.33926391601562,93.43524932861328,245.41094970703125,139.57315063476562,118.13032531738281,324.46942138671875,270.745361328125,215.37612915039062,13.827863693237305,28.113441467285156,113.93138122558594,281.663330078125,324.69256591796875,197.42739868164062,45.01891326904297
2021-01-22,133.32583618164062,161.88099670410156,40.55379867553711,26.7196102142334,348220.0,167.9254608154297,91.90045166015625,244.53140258789062,145.98526000976562,113.99492645263672,314.6123352050781,262.9366149902344,228.7407684326172,13.013696670532227,27.635637283325195,114.0499267578125,278.4766540527344,309.2811279296875,190.76760864257812,44.677032470703125
2021-01-29,133.61758422851562,166.5500030517578,42.249595642089844,28.640737533569336,354760.0,176.08334350585938,101.83979034423828,245.20867919921875,139.79754638671875,121.12671661376953,330.6689758300781,264.41497802734375,231.6893768310547,13.625192642211914,27.18061065673828,112.88633728027344,283.3299865722656,301.2049865722656,201.38290405273438,44.29787063598633
2021-02-05,131.41964721679688,163.10650634765625,42.946231842041016,28.975622177124023,361650.0,186.5176239013672,103.5813980102539,243.66078186035156,143.30996704101562,122.0204086303711,332.64801025390625,268.2846374511719,234.0636444091797,15.207159996032715,26.82225799560547,112.2739028930664,270.5533447265625,304.6348571777344,202.73988342285156,44.760955810546875
2021-02-12,126.33698272705078,166.4114990234375,43.38341522216797,30.13006019592285,367400.0,178.7895965576172,104.42739868164062,248.9286651611328,143.03378295898438,127.55764770507812,328.3695373535156,267.2924499511719,233.3935089111328,14.786614418029785,26.92353057861328,113.32376098632812,262.4599914550781,300.37261962890625,201.79193115234375,42.7842903137207
2021-02-19,117.84375,152.85800170898438,41.04036331176758,31.663448333740234,367800.0,186.5860137939453,99.97123718261719,224.47994995117188,140.46202087402344,132.4552459716797,343.9992370605469,252.70689392089844,219.72955322265625,13.269462585449219,26.3470401763916,110.74285888671875,227.4066619873047,300.7934265136719,206.03309631347656,41.00963592529297
2021-02-26,117.00608825683594,148.8784942626953,39.8221549987793,32.16575241088867,370240.0,183.70387268066406,100.86286926269531,220.68072509765625,132.92330932617188,131.9120635986328,339.08038330078125,255.63392639160156,217.5609588623047,12.334892272949219,26.643068313598633,106.86713409423828,207.14666748046875,305.3116455078125,203.86428833007812,39.63591384887695
2021-03-05,118.78849029541016,155.67950439453125,40.72884750366211,32.980892181396484,396399.0,192.22325134277344,104.16606903076172,236.44049072265625,138.19435119628906,135.20635986328125,372.9204406738281,271.7474670410156,227.54039001464844,12.9563627243042,27.040382385253906,111.03157043457031,233.1999969482422,322.9548645019531,217.9853973388672,41.065582275390625
2021-03-12,117.39569091796875,151.39950561523438,41.66786575317383,34.4864616394043,383525.0,187.85609436035156,100.23853302001953,250.58599853515625,139.3493194580078,138.1239013671875,356.0587158203125,276.4505920410156,221.38963317871094,12.69051456451416,27.86616325378418,112.59762573242188,217.72000122070312,331.1407470703125,212.69358825683594,40.40668869018555
2021-03-19,117.45410919189453,152.31300354003906,41.44791793823242,33.35285949707031,378700.0,182.60964965820312,100.78997802734375,262.9930725097656,140.6519012451172,133.6555633544922,347.6763000488281,276.5696105957031,222.94406127929688,12.503734588623047,27.78826141357422,116.7795639038086,213.4633331298828,340.6147766113281,200.4617462158203,41.82377624511719
2021-03-26,119.80145263671875,158.0500030517578,43.06117248535156,34.97355270385742,390360.0,184.62225341796875,105.61608123779297,272.3471984863281,141.3987274169922,134.67190551757812,352.4689636230469,296.3345642089844,232.5492706298828,13.77702522277832,28.279052734375,117.47946166992188,220.5833282470703,336.9249267578125,209.03077697753906,42.32624053955078
2021-04-02,126.97005462646484,164.96499633789062,43.92339324951172,35.15953826904297,396001.0,183.01022338867188,111.59913635253906,278.2586669921875,141.52032470703125,135.90728759765625,366.4784851074219,310.58270263671875,243.0084991455078,14.281005859375,28.014179229736328,120.08660888671875,227.93333435058594,334.9239196777344,212.7321319580078,43.602718353271484
2021-04-09,131.00241088867188,168.95449829101562,43.4276008605957,34.30934524536133,404789.0,181.65219116210938,113.32585906982422,285.6127624511719,139.27984619140625,134.10787963867188,375.4127502441406,305.4231872558594,249.00570678710938,16.0966796875,29.291799545288086,120.06915283203125,246.28334045410156,357.9809875488281,218.11068725585938,43.74315643310547
2021-04-16,128.50900268554688,165.45199584960938,41.17569351196289,33.972801208496094,405901.0,178.5551300048828,111.70277404785156,284.47998046875,143.4394073486328,129.8776397705078,372.37249755859375,294.21112060546875,246.76998901367188,14.812917709350586,30.101999282836914,117.78567504882812,239.89666748046875,363.9747314453125,219.3541717529297,43.59023666381836
2021-04-23,130.0089569091797,173.5655059814453,42.18718338012695,36.408287048339844,417905.0,181.06600952148438,118.65729522705078,287.91363525390625,142.5884246826172,136.76939392089844,377.80224609375,326.9443054199219,242.2983856201172,15.286222457885742,30.07083511352539,116.67265319824219,225.6666717529297,368.57330322265625,228.30873107910156,43.57773971557617
2021-04-30,126.3661880493164,165.31849670410156,40.58489227294922,37.20534133911133,435120.0,177.60743713378906,115.90951538085938,298.7456359863281,145.66244506835938,141.61659240722656,364.7183532714844,317.5281982421875,239.63082885742188,14.486486434936523,30.530471801757812,118.98833465576172,221.17999267578125,380.8911437988281,222.96876525878906,44.02091598510742
2021-05-07,121.72021484375,158.07350158691406,38.95817947387695,37.05479049682617,430640.0,174.23683166503906,110.53839874267578,287.9844665527344,147.59030151367188,142.33041381835938,349.701416015625,302.8831481933594,233.20176696777344,13.630892753601074,31.547204971313477,121.25997924804688,190.56333923339844,375.0075378417969,215.6623992919922,43.31336975097656
2021-05-14,124.20999908447266,162.38400268554688,41.16574478149414,37.08135223388672,431422.0,167.41741943359375,114.40196228027344,279.55963134765625,148.55416870117188,141.73992919921875,357.16143798828125,316.129150390625,236.5122528076172,14.575761795043945,31.562944412231445,121.50650024414062,195.5933380126953,375.0810546875,218.5819549560547,44.623043060302734
2021-05-21,122.22941589355469,161.5054931640625,42.31295394897461,37.683589935302734,435420.0,174.92071533203125,117.16563415527344,282.0994873046875,146.59165954589844,144.8421630859375,351.62469482421875,330.1590576171875,239.78018188476562,15.449064254760742,30.40647315979004,118.84746551513672,210.28334045410156,378.8076477050781,218.9873809814453,44.394317626953125
2021-05-28,120.53179168701172,159.35049438476562,42.05238723754883,38.303524017333984,438745.0,172.18516540527344,116.41680908203125,275.6038513183594,145.0858154296875,146.44610595703125,351.4498291015625,323.5013122558594,236.31784057617188,16.927087783813477,30.658226013183594,119.61347198486328,190.94667053222656,374.456787109375,220.1940155029297,44.36612319946289
2021-06-04,123.0392074584961,167.4824981689453,42.402530670166016,37.07736587524414,427156.0,172.50753784179688,120.75843048095703,274.2734375,145.99453735351562,141.3610076904297,353.8587951660156,329.8713073730469,247.4070587158203,17.38119125366211,32.003509521484375,119.56060791015625,203.3733367919922,368.5181884765625,225.8313446044922,43.82720947265625
2021-06-11,128.58091735839844,174.46200561523438,42.62871170043945,35.39647674560547,420359.0,170.6317138671875,120.74555206298828,269.6564025878906,144.36929321289062,133.7465362548828,356.7630615234375,333.8897705078125,250.9271697998047,18.614604949951172,31.0594482421875,117.97577667236328,205.53334045410156,364.7181701660156,224.0937957763672,43.15044403076172
2021-06-18,130.16148376464844,172.45399475097656,42.52828598022461,36.312522888183594,415000.0,173.83624267578125,121.4958267211914,277.4137268066406,142.75274658203125,134.40753173828125,364.00921630859375,340.50787353515625,256.495849609375,19.161602020263672,30.831298828125,117.12168884277344,226.60667419433594,366.11334228515625,228.04193115234375,42.89665222167969
2021-06-25,133.92745971679688,171.64849853515625,42.82288360595703,36.9439697265625,421005.0,173.1816864013672,121.44080352783203,286.0428771972656,145.01588439941406,138.43507385253906,360.0850524902344,351.6305847167969,261.2181701660156,20.165800094604492,31.12238883972168,119.07638549804688,225.97332763671875,373.0001525878906,226.9897003173828,43.65176010131836
2021-07-02,139.75210571289062,186.57049560546875,42.90130615234375,34.48933029174805,411840.0,168.82427978515625,124.01897430419922,283.37408447265625,147.7421417236328,133.02389526367188,359.58001708984375,342.9586181640625,266.8157958984375,19.857257843017578,30.87850570678711,120.6083984375,217.60333251953125,377.6615905761719,228.3990478515625,43.736351013183594
2021-07-09,144.86451721191406,181.55999755859375,43.524986267089844,34.53380584716797,421350.0,179.91314697265625,125.96390533447266,287.0837097167969,147.12173461914062,137.796875,379.49212646484375,341.7779235839844,270.2876892089844,18.92290687561035,31.539350509643555,122.52783203125,216.86666870117188,386.96612548828125,239.92471313476562,44.384918212890625
2021-07-16,143.22544860839844,181.90150451660156,43.432891845703125,33.76006317138672,417800.0,171.10069274902344,127.36878967285156,290.5976867675781,148.52854919433594,133.78155517578125,371.6441955566406,348.4554748535156,275.2023620605469,19.54922103881836,32.62501525878906,121.33041381835938,216.4199981689453,383.02313232421875,235.66775512695312,44.262725830078125
2021-07-23,142.09364318847656,179.99600219726562,44.14228820800781,34.400390625,420676.0,174.24661254882812,134.6644744873047,291.2825622558594,150.450927734375,135.61639404296875,378.1111755371094,355.5299987792969,275.54864501953125,19.6170654296875,33.66347122192383,123.5820083618164,225.78334045410156,379.623779296875,239.31658935546875,44.566646575927734
2021-07-30,143.4790496826172,168.79949951171875,44.46689987182617,34.702781677246094,421306.0,172.6443328857422,135.1345977783203,296.3356628417969,151.7703857421875,135.7493438720703,361.7054748535156,360.1438293457031,278.4532165527344,20.589832305908203,35.7703857421875,126.25778198242188,238.2100067138672,378.8039245605469,231.87411499023438,45.584930419921875
2021-08-06,145.2645263671875,165.1750030517578,44.15596389770508,37.48647689819336,436545.0,175.1649627685547,136.06936645507812,297.1451416015625,153.08981323242188,143.40765380859375,352.0195007324219,359.8262634277344,278.73211669921875,19.859506607055664,37.500946044921875,126.65648651123047,240.75,373.98583984375,223.7462921142578,46.70350646972656
2021-08-13,143.34230041503906,159.3874969482422,43.177589416503906,35.74333190917969,428994.0,169.263916015625,134.5677947998047,287.25274658203125,156.03451538085938,136.7509307861328,347.47796630859375,352.3548583984375,285.42608642578125,19.75275230407715,38.73933410644531,128.46397399902344,224.49000549316406,394.1885681152344,223.8386993408203,47.20555114746094
2021-08-20,144.16305541992188,165.8000030517578,44.29092788696289,37.38865280151367,429715.0,172.49777221679688,140.28106689453125,285.9896240234375,151.4295654296875,143.3722381591797,343.1504211425781,361.5428161621094,288.20806884765625,22.017562866210938,37.61208724975586,126.1868896484375,233.72000122070312,384.0180969238281,222.82374572753906,46.33761215209961
2021-08-27,150.13320922851562,173.156005859375,44.852603912353516,36.48149871826172,428640.0,177.67584228515625,142.1124267578125,291.55841064453125,153.76217651367188,142.22882080078125,331.8890686035156,372.3579406738281,290.1930236816406,22.344812393188477,37.18341064453125,127.54248809814453,244.1300048828125,390.3377990722656,216.69537353515625,46.71811294555664
2021-09-03,150.54364013671875,174.20799255371094,44.99757766723633,36.58799362182617,420285.0,181.6326446533203,142.36436462402344,296.64410400390625,147.73231506347656,141.10311889648438,341.7403259277344,375.0567321777344,286.4349670410156,22.130220413208008,36.54039764404297,127.57794952392578,251.6199951171875,381.8992614746094,219.89495849609375,46.045143127441406
