Date,AAPL,AMZN,BRK-A,CVX,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,WMT,XOM
2022-03-12,160.66506958007812,161.25050354003906,512991.0,137.71929931640625,135.00965881347656,307.7706604003906,155.6826934814453,125.67924499511719,277.79437255859375,341.33416748046875,214.80435180664062,290.628662109375,26.404924392700195,43.983882904052734,134.58328247070312,301.7966613769531,470.8088073730469,212.51271057128906,45.921112060546875,68.55123138427734
2022-03-19,171.1879425048828,164.77349853515625,538949.0,144.17396545410156,140.51165771484375,280.6191711425781,157.53480529785156,127.31187438964844,279.1271057128906,340.2908630371094,220.0928192138672,293.7726135253906,27.641674041748047,42.587955474853516,136.98544311523438,336.8800048828125,477.23675537109375,211.8531494140625,45.46797561645508,74.24134063720703
2022-03-26,170.78623962402344,163.55999755859375,527760.0,139.8396453857422,139.0016326904297,272.6796875,158.6656494140625,121.38227081298828,282.6522216796875,354.8669738769531,223.09922790527344,299.325439453125,26.663454055786133,41.61160659790039,139.0111541748047,361.5299987792969,476.8274230957031,219.54440307617188,47.86418914794922,72.42887115478516
2022-04-02,166.65151977539062,154.4604949951172,529000.0,144.70188903808594,132.19491577148438,281.00762939453125,162.16502380371094,119.7496109008789,301.0211486816406,343.4596862792969,220.59886169433594,287.28155517578125,23.07698631286621,44.51642990112305,143.50173950195312,341.8299865722656,507.8692932128906,210.44683837890625,49.89274215698242,75.6703872680664
2022-04-09,161.94859313964844,151.7064971923828,516435.0,146.1154327392578,125.691162109375,275.0552062988281,160.18824768066406,113.9768295288086,291.5276794433594,349.3551025390625,208.54344177246094,270.70074462890625,21.219369888305664,42.862300872802734,142.13035583496094,328.3333435058594,497.5064392089844,206.38302612304688,49.78814697265625,76.5330581665039
2022-04-16,158.51934814453125,144.35000610351562,505440.0,137.05508422851562,118.65481567382812,271.07196044921875,161.64857482910156,114.60037231445312,269.18939208984375,342.8721008300781,182.67645263671875,265.08990478515625,19.47953224182129,38.83588790893555,144.53253173828125,335.01666259765625,484.5948181152344,201.902099609375,49.718421936035156,74.18033599853516
2022-04-23,154.4630126953125,124.28150177001953,484340.0,133.4105224609375,113.17410278320312,271.3338928222656,160.6868896484375,107.86769104003906,282.1306457519531,354.78350830078125,198.90904235839844,268.46612548828125,18.513296127319336,39.59437561035156,144.71243286132812,290.2533264160156,473.0692443847656,206.71273803710938,48.49177551269531,74.28490447998047
2022-04-30,154.10052490234375,114.77249908447266,479500.0,145.3490753173828,114.79769134521484,265.8331604003906,157.04502868652344,111.80792236328125,286.7374267578125,338.90814208984375,202.183349609375,265.76708984375,18.64105987548828,39.570159912109375,140.6112823486328,288.54998779296875,464.7623291015625,196.71316528320312,47.404605865478516,79.89656066894531
2022-05-07,144.34788513183594,113.05500030517578,465011.0,142.94775390625,115.09921264648438,267.38671875,157.47244262695312,107.62367248535156,281.6477966308594,324.9269104003906,197.0734405517578,252.60113525390625,17.673818588256836,40.28023147583008,138.46604919433594,256.5299987792969,451.534423828125,193.23129272460938,47.09656524658203,77.43057250976562
2022-05-14,135.00662231445312,107.59100341796875,456500.0,142.90516662597656,108.01525115966797,259.4020690917969,157.5881805419922,106.04218292236328,289.5931701660156,328.2268981933594,192.0330047607422,244.32037353515625,16.663658142089844,42.68307876586914,127.80303192138672,221.3000030517578,451.8414611816406,193.40594482421875,37.91901397705078,80.8646011352539
2022-05-21,146.8303680419922,115.14649963378906,478670.0,153.06117248535156,111.39582061767578,278.61407470703125,161.24790954589844,118.6309585571289,313.46038818359375,349.31597900390625,193.6106414794922,264.94140625,18.776813507080078,43.85448455810547,134.04940795898438,253.2100067138672,471.729736328125,206.86460876464844,40.871097564697266,85.90876007080078
2022-05-28,142.65037536621094,122.3499984741211,467650.0,152.4773406982422,113.60208129882812,275.5610046386719,158.0990447998047,117.62785339355469,292.3065185546875,349.3551025390625,189.2945098876953,261.81915283203125,18.685977935791016,43.27692413330078,131.4985809326172,234.51666259765625,451.7298278808594,206.64109802246094,39.86587142944336,87.22920227050781
2022-06-04,134.55526733398438,109.6500015258789,439780.0,150.5885467529297,110.25028228759766,262.9036560058594,154.6309356689453,108.03939056396484,287.810302734375,326.83074951171875,174.20297241210938,245.30638122558594,16.943151473999023,40.649391174316406,127.94721984863281,232.22999572753906,450.818115234375,193.8723907470703,38.714290618896484,88.43522644042969
2022-06-11,129.08985900878906,106.22000122070312,403150.0,127.39071655273438,106.26522827148438,246.0791015625,151.86181640625,102.14715576171875,281.8895263671875,303.3399658203125,162.46507263183594,240.12855529785156,15.8544921875,37.85103225708008,119.30326843261719,216.75999450683594,420.5205078125,184.640869140625,37.62954330444336,75.81169128417969
2022-06-18,139.00018310546875,116.45999908447266,417401.0,124.29134368896484,117.0079345703125,257.2317810058594,163.3594207763672,106.02411651611328,315.5340576171875,322.6813659667969,168.8350830078125,259.5697021484375,17.098487854003906,41.967220306396484,130.1104736328125,245.7066650390625,462.7042236328125,199.702880859375,39.35688400268555,76.4983139038086
2022-06-25,136.32144165039062,109.55999755859375,415850.0,125.78524780273438,107.84614562988281,253.66873168945312,160.8770751953125,103.06896209716797,314.6523132324219,310.7113342285156,158.783935546875,251.69618225097656,14.499672889709473,42.552921295166016,131.6968994140625,227.26333618164062,483.0182800292969,193.5517120361328,39.01014709472656,77.0705337524414
2022-07-02,144.27919006347656,115.54000091552734,421800.0,122.57424926757812,118.37513732910156,260.3858642578125,159.765869140625,103.3490982055664,320.23382568359375,315.4173278808594,169.5494842529297,259.5307922363281,15.812560081481934,43.252506256103516,130.71444702148438,250.76333618164062,484.16656494140625,197.81773376464844,39.89130783081055,75.77647399902344
2022-07-09,147.3504180908203,113.55000305175781,418349.0,118.17853546142578,110.8612289428711,265.78497314453125,159.72105407714844,102.97776794433594,321.32879638671875,325.2000427246094,163.41757202148438,248.92308044433594,15.736682891845703,42.097381591796875,130.759521484375,240.06666564941406,494.5475769042969,204.10484313964844,41.05878829956055,74.42082214355469
2022-07-16,151.19679260253906,122.41999816894531,429562.0,123.79342651367188,107.0155258178711,278.67388916015625,154.24554443359375,104.62799072265625,318.567138671875,336.2593994140625,167.95199584960938,252.4525146484375,17.291181564331055,41.67436981201172,128.9117431640625,272.24334716796875,486.76177978515625,207.6614532470703,42.05765914916992,76.65677642822266
2022-07-23,159.45872497558594,134.9499969482422,451700.0,140.6122589111328,115.36649322509766,273.5383605957031,156.39633178710938,105.17501831054688,319.4779968261719,345.9498291015625,157.86119079589844,272.2135925292969,18.133821487426758,41.08866882324219,126.01998138427734,297.1499938964844,506.3009338378906,206.11639404296875,42.00675964355469,85.32776641845703
2022-07-30,162.2454071044922,140.8000030517578,439529.0,131.90664672851562,116.50706481933594,281.4916076660156,153.34046936035156,105.53970336914062,291.9867248535156,349.5873718261719,165.808837890625,274.317626953125,18.958498001098633,40.39094924926758,131.29078674316406,288.1700134277344,499.50469970703125,209.7701416015625,40.266685485839844,77.86280822753906
2022-08-06,169.10325622558594,143.5500030517578,452697.0,137.23822021484375,120.68256378173828,286.2181396484375,148.13381958007812,111.34730529785156,298.5373840332031,346.4191589355469,179.09454345703125,283.0443420410156,18.6789493560791,41.07957458496094,133.0598907470703,300.0299987792969,507.5705871582031,205.3584442138672,42.06084442138672,82.74848175048828
2022-08-13,168.5333251953125,138.22999572753906,447155.0,135.3837432861328,116.24919128417969,292.0627136230469,151.7273712158203,108.15629577636719,313.7934265136719,346.42889404296875,166.65219116210938,277.459228515625,17.820329666137695,40.29258728027344,135.83592224121094,296.6666564941406,511.8835754394531,207.172607421875,43.777618408203125,83.62360382080078
2022-08-20,160.77090454101562,130.75,436201.0,141.56936645507812,109.4355239868164,270.9569396972656,147.21080017089844,104.54592895507812,306.78399658203125,324.60357666015625,160.52032470703125,260.49957275390625,16.2338809967041,38.38247299194336,129.0863037109375,288.0899963378906,494.08074951171875,197.50613403320312,42.04594039916992,86.99235534667969
2022-08-27,153.09689331054688,127.51000213623047,417940.0,136.7524871826172,106.96591186523438,265.3214416503906,146.81959533691406,103.67068481445312,292.9496765136719,315.4118957519531,159.07171630859375,248.8101348876953,13.625077247619629,37.46430969238281,124.4323501586914,270.2099914550781,482.0379943847656,192.51223754882812,42.49323272705078,84.96575927734375
2022-09-03,154.6297149658203,133.27000427246094,429819.0,138.58914184570312,109.74298095703125,274.2527160644531,149.4990234375,108.64864349365234,308.864501953125,328.4073486328125,167.8329315185547,256.9722595214844,14.363889694213867,39.21866226196289,126.9725112915039,299.67999267578125,489.4971008300781,199.7548065185547,43.72010803222656,85.77462005615234
2022-09-10,148.0758514404297,123.52999877929688,414537.0,135.5395965576172,101.95733642578125,252.47857666015625,151.20416259765625,106.74314880371094,300.2994689941406,308.14654541015625,145.15093994140625,237.81065368652344,13.180716514587402,37.734840393066406,125.44844055175781,303.3500061035156,487.92388916015625,188.17059326171875,42.55393981933594,82.85029602050781
2022-09-17,147.81056213378906,113.77999877929688,404485.0,125.42068481445312,97.93060302734375,247.8767547607422,150.41021728515625,99.5041732788086,302.7979431152344,287.0740661621094,139.3167266845703,231.18373107910156,12.499608039855957,36.136260986328125,122.99897003173828,275.3299865722656,480.98455810546875,179.07843017578125,41.553916931152344,76.21942138671875
2022-09-24,135.79351806640625,113.0,406470.0,124.46772003173828,94.86592864990234,252.45115661621094,147.37890625,95.27384185791016,314.3573303222656,278.0388488769531,134.62351989746094,226.3058624267578,12.123104095458984,35.87392044067383,114.53474426269531,265.25,472.95892333984375,172.9358673095703,41.43889617919922,77.60604095458984
2022-10-01,137.65060424804688,114.55999755859375,406010.0,138.64114379882812,97.87110137939453,260.1178283691406,144.52804565429688,96.62316131591797,317.5752258300781,288.4332580566406,132.41091918945312,227.6079559326172,12.060187339782715,34.69343185424805,112.73846435546875,223.07000732421875,472.7809753417969,178.951904296875,41.07467269897461,89.80113983154297
2022-10-08,135.9703826904297,106.9000015258789,412760.0,138.73641967773438,95.76847839355469,252.89944458007812,148.37130737304688,102.28015899658203,322.1736755371094,282.7479248046875,125.77300262451172,222.0887451171875,11.212296485900879,35.136112213134766,113.47332000732422,204.99000549316406,480.5350646972656,177.77395629882812,41.6721305847168,88.16565704345703
2022-10-15,144.70558166503906,119.31999969482422,427170.0,150.04222106933594,100.30101013183594,252.0760498046875,152.20556640625,112.43550872802734,331.29278564453125,296.14630126953125,128.99769592285156,235.26483154296875,12.449673652648926,36.8494758605957,116.64852905273438,214.44000244140625,499.8264465332031,185.31834411621094,43.70732879638672,94.09430694580078
2022-10-22,153.02810668945312,103.41000366210938,451900.0,155.9246826171875,95.50068664550781,273.2279968261719,157.76287841796875,115.97698974609375,349.89080810546875,322.6885070800781,98.4275894165039,229.1917724609375,13.815882682800293,38.882545471191406,123.54298400878906,228.52000427246094,516.2242431640625,203.784912109375,45.53166198730469,98.39636993408203
2022-10-29,135.9703826904297,90.9800033569336,432000.0,158.9049072265625,85.87028503417969,259.8525085449219,154.70455932617188,120.20838928222656,347.4700622558594,311.8169860839844,90.08307647705078,215.1217498779297,14.13746166229248,38.71039581298828,122.83032989501953,207.47000122070312,503.9844970703125,191.75294494628906,45.039634704589844,99.82744598388672
2022-11-05,147.33729553222656,100.79000091552734,469047.0,161.53863525390625,95.61972045898438,288.13134765625,152.69271850585938,124.45819854736328,342.5021057128906,332.306396484375,112.13998413085938,240.11355590820312,16.30561637878418,39.35635757446289,128.79644775390625,195.97000122070312,488.9165344238281,199.56011962890625,45.55403137207031,101.28514862060547
2022-11-12,148.90219116210938,94.13999938964844,468290.0,158.53240966796875,96.63134002685547,286.5211486816406,158.9628143310547,123.11515808105469,351.6116027832031,336.6158447265625,111.17755126953125,234.3903045654297,15.388821601867676,39.877254486083984,130.25827026367188,180.19000244140625,496.3333740234375,205.6648712158203,47.99818420410156,99.62298583984375
2022-11-19,145.7723846435547,93.41000366210938,478676.0,160.37857055664062,96.66109466552734,298.5975341796875,159.90106201171875,125.78280639648438,356.0825500488281,344.0594177246094,110.54251861572266,241.16050720214844,16.24869155883789,40.68752670288086,134.04986572265625,182.86000061035156,503.46942138671875,208.58204650878906,48.90556716918945,101.43748474121094
2022-11-26,145.4771270751953,94.12999725341797,477403.0,158.04754638671875,99.6166763305664,300.07049560546875,162.42225646972656,124.32940673828125,365.3539123535156,352.6488952636719,122.5284652709961,248.4979248046875,16.853899002075195,42.093116760253906,137.6039581298828,194.86000061035156,502.10211181640625,212.35775756835938,48.9534912109375,98.43583679199219
2022-12-03,139.91629028320312,89.08999633789062,463000.0,146.6717529296875,92.06905364990234,294.9735412597656,159.57115173339844,121.56978607177734,351.929443359375,341.6499938964844,114.99755859375,239.14341735839844,16.983078002929688,42.7628288269043,137.88717651367188,179.0500030517578,506.5057373046875,203.61602783203125,46.4262580871582,92.77305603027344
2022-12-10,132.3870391845703,87.86000061035156,454620.0,147.3003692626953,89.5201187133789,297.60595703125,159.5076141357422,118.92977142333984,350.83758544921875,338.7215881347656,118.50006866455078,238.43209838867188,16.553531646728516,42.498260498046875,137.44863891601562,150.22999572753906,491.94549560546875,201.85011291503906,45.7802734375,93.81240844726562
2022-12-17,129.7788543701172,85.25,463400.0,154.87835693359375,88.49857330322266,293.36285400390625,161.1510772705078,120.76030731201172,358.666015625,336.52764892578125,117.12088775634766,232.62451171875,15.189970970153809,42.85377883911133,139.44039916992188,123.1500015258789,499.09405517578125,200.81594848632812,46.107398986816406,97.37854766845703
2022-12-24,127.87931823730469,84.0,468711.0,156.7030487060547,87.50676727294922,290.72119140625,160.39744567871094,123.35433197021484,356.6577453613281,340.5726623535156,119.4029769897461,233.68667602539062,14.598594665527344,42.365966796875,138.471923828125,123.18000030517578,498.0325927734375,202.6989288330078,45.4724006652832,98.83008575439453
