Date,AAPL,AMZN,BRK-A,CVX,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,WMT,XOM
2022-01-01,168.4748992919922,162.5540008544922,480000.0,105.36164093017578,135.89382934570312,353.39239501953125,153.90228271484375,149.06039428710938,249.57574462890625,359.9326171875,329.2065734863281,303.1678161621094,27.192852020263672,44.6209602355957,145.08470153808594,342.32000732421875,425.3455810546875,210.08566284179688,45.74745178222656,59.362361907958984
2022-01-08,169.3555450439453,162.13800048828125,485379.0,108.67342376708984,138.33712768554688,333.9904479980469,148.4964599609375,141.63804626464844,234.78392028808594,362.83270263671875,329.315673828125,299.46075439453125,26.888456344604492,44.00434875488281,142.4725341796875,349.8699951171875,434.7038879394531,207.8681640625,45.80113220214844,61.939231872558594
2022-01-15,158.92431640625,142.64300537109375,458675.0,106.94589233398438,129.28298950195312,313.4303283691406,145.8687286376953,130.14662170410156,233.7644805908203,346.1993408203125,300.8094177246094,285.7812805175781,23.327547073364258,42.274600982666016,144.97769165039062,314.6333312988281,427.72918701171875,199.40512084960938,44.26348114013672,62.197757720947266
2022-01-22,166.67431640625,143.97799682617188,469880.0,110.06385040283203,132.2578887939453,329.0883483886719,151.99119567871094,131.5191192626953,235.72645568847656,372.9433288574219,299.3607482910156,297.58795166015625,22.794612884521484,43.507850646972656,143.86029052734375,282.1166687011719,432.2645263671875,220.7758026123047,43.42045593261719,64.87803649902344
2022-01-29,168.69012451171875,157.63949584960938,473364.0,114.50483703613281,142.11839294433594,322.9202575683594,151.84967041015625,136.85670471191406,233.0046844482422,372.6411437988281,235.24391174316406,295.34814453125,24.27066993713379,42.765472412109375,144.7834930419922,307.7733459472656,448.13385009765625,221.15347290039062,43.991943359375,70.1610107421875
2022-02-05,165.23086547851562,153.2935028076172,479370.0,116.97391510009766,133.18174743652344,314.49871826171875,148.38145446777344,138.07666015625,226.7244110107422,360.5219421386719,217.84051513671875,284.8255615234375,23.901405334472656,40.974151611328125,140.08673095703125,286.6666564941406,443.4593811035156,217.5707244873047,42.72898864746094,69.12683868408203
2022-02-12,163.9179229736328,152.60150146484375,472257.0,112.43181610107422,129.3340606689453,311.42816162109375,144.53277587890625,136.4799041748047,231.11959838867188,360.6974792480469,204.55477905273438,277.9617004394531,23.595012664794922,39.15864944458008,143.32247924804688,285.6600036621094,433.8876953125,215.98492431640625,43.56886291503906,67.40974426269531
2022-02-19,161.51747131347656,153.7884979248047,479345.0,119.53893280029297,133.35728454589844,284.2958984375,147.81130981445312,132.7391357421875,242.263671875,359.8590087890625,208.8411102294922,287.6104736328125,24.108989715576172,38.50505828857422,141.83462524414062,269.9566650390625,441.251953125,212.6678466796875,43.060516357421875,67.82798767089844
2022-02-26,159.87142944335938,145.64100646972656,487440.0,135.0965576171875,130.82521057128906,291.1283874511719,150.91000366210938,120.56592559814453,253.8721923828125,322.4877014160156,198.50225830078125,280.4034423828125,22.890419006347656,39.25546646118164,139.05596923828125,279.42999267578125,462.4913330078125,194.2593536376953,45.09387969970703,73.27411651611328
2022-03-05,151.60206604003906,145.52450561523438,489802.0,145.52786254882812,128.80592346191406,284.4216003417969,150.7942352294922,115.62307739257812,257.1847839355469,316.66693115234375,186.14920043945312,270.932861328125,22.059837341308594,40.562644958496094,128.3717498779297,265.1166687011719,447.8556213378906,190.78717041015625,44.857078552246094,73.9973373413086
