Date,AAPL,AMZN,BAC,BRK-A,CVX,GOOGL,HD,INTC,JNJ,JPM,META,MSFT,PFE,PG,UNH,V,VZ,WFC,WMT,XOM
2017-01-01,27.943256378173828,41.17399978637695,18.36510467529297,245980.0,75.08937072753906,40.673336029052734,109.99466705322266,30.05938720703125,87.8141860961914,65.8420181274414,129.30528259277344,58.02912521362305,19.9648380279541,67.73003387451172,139.4192352294922,77.5398178100586,29.43585205078125,43.62535858154297,19.04115104675293,55.67565155029297
2017-02-01,31.544677734375,42.25199890136719,20.019916534423828,257100.0,75.86487579345703,41.90019989013672,115.85494995117188,29.55323028564453,94.76178741455078,70.89231872558594,134.484619140625,57.42771911621094,21.468647003173828,70.97098541259766,142.24037170410156,82.4428939819336,30.126924514770508,44.82577896118164,20.236570358276367,53.96999740600586
2017-03-01,33.22401428222656,44.32699966430664,19.135726928710938,249850.0,73.09849548339844,42.042518615722656,117.38998413085938,29.657310485839844,97.21529388427734,68.71752166748047,140.9439239501953,59.47357177734375,21.744569778442383,70.0202407836914,141.06199645996094,83.47333526611328,29.592735290527344,43.399234771728516,20.564666748046875,54.9256477355957
2017-04-01,33.221683502197266,46.2495002746582,18.99064826965332,247780.0,72.642333984375,45.847076416015625,125.56087493896484,29.723085403442383,96.3722915649414,68.06034851074219,149.080078125,61.82145690917969,21.560239791870117,68.0564193725586,150.9717559814453,85.68061065673828,27.8687744140625,41.980140686035156,21.606822967529297,54.68452835083008
2017-05-01,35.32854461669922,49.73099899291992,18.233943939208984,248440.0,70.45014190673828,48.94993591308594,123.4775619506836,29.690204620361328,100.10323333740234,64.6354751586914,150.28070068359375,63.06765365600586,20.753000259399414,69.17433166503906,151.23069763183594,89.44709014892578,28.64970588684082,39.874900817871094,22.589740753173828,53.91431427001953
2017-06-01,33.44474411010742,48.400001525878906,19.804033279418945,254700.0,71.75135040283203,46.102962493896484,124.10210418701172,27.94792938232422,103.94131469726562,71.91334533691406,149.804443359375,62.60265350341797,21.557146072387695,68.43619537353516,160.07081604003906,88.24148559570312,27.43345832824707,43.5074348449707,21.896080017089844,54.57893753051758
2017-07-01,34.538509368896484,49.388999938964844,19.68975067138672,262786.0,75.09374237060547,46.88747787475586,121.02792358398438,29.380937576293945,104.27916717529297,72.22807312011719,167.93215942382812,66.0266342163086,21.28118324279785,71.31813049316406,166.27098083496094,93.6801528930664,29.730838775634766,42.35319900512695,23.143062591552734,54.112449645996094
2017-08-01,38.08456039428711,49.029998779296875,19.501989364624023,271450.0,74.01403045654297,47.370487213134766,121.246337890625,29.049602508544922,104.00415802001953,71.90542602539062,170.63096618652344,67.90660858154297,21.76892852783203,73.02522277832031,172.4170379638672,97.40621185302734,29.85315704345703,40.099700927734375,22.587562561035156,51.604248046875
2017-09-01,35.930747985839844,48.067501068115234,20.79146957397461,274740.0,81.62073516845703,48.28691101074219,133.1042022705078,31.779674530029297,102.7997055053711,75.56048583984375,169.53955078125,68.01275634765625,23.135082244873047,72.0042724609375,169.7731475830078,99.18411254882812,30.79909324645996,43.61782455444336,22.750019073486328,55.96125793457031
2017-10-01,39.40910339355469,55.263999938964844,22.473499298095703,280470.0,80.50238037109375,51.228599548339844,134.9107666015625,37.96369171142578,110.23234558105469,79.59520721435547,178.657958984375,75.9471206665039,22.7203369140625,68.33203887939453,182.92135620117188,103.6513671875,29.790918350219727,44.40082931518555,25.41981315612793,56.89643859863281
2017-11-01,40.06421661376953,58.837501525878906,23.113487243652344,291500.0,82.65575408935547,51.38380813598633,146.33645629882812,37.4212532043457,110.16910552978516,83.17183685302734,175.8004150390625,76.85101318359375,23.49799156188965,71.75444793701172,198.5404052734375,106.1111831665039,32.05029296875,44.66181182861328,28.307968139648438,56.855491638183594
2017-12-01,39.59523010253906,58.4734992980957,24.324373245239258,297600.0,87.7766342163086,52.23825454711914,155.01979064941406,38.751129150390625,111.15400695800781,85.0975570678711,175.08602905273438,78.49412536621094,23.68655014038086,73.26146697998047,192.47933959960938,107.6492919921875,33.335086822509766,48.318824768066406,28.750505447387695,57.62278747558594
