Date,AIG,BA,BMY,DIS,GE,IBM,JNJ,KO,LLY,MMM,MO,MRK,PEP,PFE,PG,SLB,T,VZ,WMT,XOM
1990-01-01,95.41217803955078,11.11097240447998,3.590235710144043,6.837432384490967,11.122705459594727,9.650367736816406,3.154200553894043,1.9885973930358887,6.421576976776123,5.851165294647217,0.4606611430644989,3.7904229164123535,4.169251441955566,0.8797847628593445,3.452941656112671,5.32277250289917,1.2074947357177734,4.385735034942627,1.162087321281433,3.612312078475952
1990-01-08,91.62409210205078,10.774273872375488,3.526125192642212,6.469033718109131,10.698993682861328,9.468972206115723,3.0087263584136963,1.9296283721923828,6.172304630279541,5.823953628540039,0.42375367879867554,3.6981258392333984,3.9427497386932373,0.8445315957069397,3.452941656112671,5.197366714477539,1.156908631324768,4.060806751251221,1.1151031255722046,3.538215160369873
1990-01-15,91.74250030517578,10.931400299072266,3.566195487976074,6.4609832763671875,10.99559497833252,9.541523933410645,3.035175085067749,1.9034191370010376,6.2316575050354,5.869308948516846,0.42922133207321167,3.6181323528289795,4.026640892028809,0.8644571900367737,3.539278268814087,5.392440319061279,1.156908631324768,4.091887950897217,1.090044379234314,3.6030516624450684
1990-01-22,88.5462875366211,10.392685890197754,3.3337905406951904,6.151209354400635,10.593061447143555,9.372227668762207,2.797121047973633,1.769097924232483,5.875559329986572,5.515519618988037,0.40461620688438416,3.5442941188812256,3.75819730758667,0.8307369947433472,3.2379252910614014,5.071963310241699,1.0923490524291992,3.9313178062438965,1.0555884838104248,3.4641125202178955
1990-01-29,88.191162109375,11.178306579589844,3.3898885250091553,6.1807122230529785,10.465950012207031,9.51733684539795,2.889698028564453,1.8182401657104492,6.101088047027588,5.66973352432251,0.4182858169078827,3.568903684616089,3.9427497386932373,0.8506627082824707,3.340514898300171,5.2531046867370605,1.1233367919921875,4.055629730224609,1.0524564981460571,3.5474767684936523
1990-02-05,88.90144348144531,11.200758934020996,3.357832908630371,6.401981353759766,10.720186233520508,9.916414260864258,2.969050407409668,1.8084136247634888,5.958652973175049,5.887455940246582,0.42922133207321167,3.587367296218872,4.0434184074401855,0.8215412497520447,3.3982205390930176,5.37851095199585,1.0949312448501587,3.8380870819091797,1.0931763648986816,3.5752639770507812
1990-02-12,90.91386413574219,11.290533065795898,3.4459869861602783,6.475733757019043,10.508318901062012,10.137853622436523,2.9359867572784424,1.7953081130981445,5.949509620666504,5.796739101409912,0.4182858169078827,3.519678831100464,3.959529161453247,0.8209781646728516,3.4302797317504883,5.489981174468994,1.1207557916641235,3.7707512378692627,1.074381947517395,3.601759910583496
1990-02-19,89.13817596435547,10.826345443725586,3.269679307937622,6.1807122230529785,10.254082679748535,10.052142143249512,2.7718658447265625,1.7822030782699585,5.650838375091553,5.693832874298096,0.4100841283798218,3.3473873138427734,3.808530807495117,0.6957439184188843,3.2058680057525635,5.308839797973633,1.0949312448501587,3.5998244285583496,1.018001675605774,3.536102056503296
1990-02-26,91.62409210205078,11.705984115600586,3.3979034423828125,6.438859462738037,10.57187557220459,10.272541046142578,2.9247488975524902,1.841172218322754,5.913668155670166,5.959303855895996,0.4032492935657501,3.427379608154297,3.816918134689331,0.7637723684310913,3.2507500648498535,5.406374454498291,1.1827330589294434,3.7811102867126465,1.1307642459869385,3.5079619884490967
1990-03-05,91.03221893310547,12.224748611450195,3.4700286388397217,6.542112827301025,10.69532585144043,10.431705474853516,2.9579856395721436,1.887037992477417,6.009245872497559,5.959303855895996,0.4073503911495209,3.372001886367798,3.9343626499176025,0.7452189326286316,3.327690362930298,5.510221481323242,1.177567720413208,3.848447561264038,1.155822992324829,3.4798266887664795
1990-03-12,90.31554412841797,12.585617065429688,3.3979034423828125,6.844511985778809,10.930157661437988,10.639852523803711,3.044398784637451,1.9304686784744263,6.05703067779541,6.096616268157959,0.4261947274208069,3.505413770675659,4.052844047546387,0.7235740423202515,3.3982205390930176,5.636406421661377,1.1543265581130981,3.7707512378692627,1.184013843536377,3.5642409324645996
1990-03-19,88.41925048828125,13.21716022491455,3.3498194217681885,6.741252422332764,10.887460708618164,10.284781455993652,2.964632987976074,1.9535298347473145,5.913668155670166,6.096616268157959,0.43447062373161316,3.449676036834717,4.153953552246094,0.7282121181488037,3.449514389038086,5.538260459899902,1.1362494230270386,3.79664945602417,1.1652201414108276,3.461069345474243
1990-03-26,88.18217468261719,12.946503639221191,3.4139294624328613,6.556864261627197,10.972851753234863,10.394981384277344,2.984574794769287,1.9700008630752563,6.176498889923096,5.959303855895996,0.43722906708717346,3.4434821605682373,4.221358776092529,0.7498574256896973,3.4751627445220947,5.888782978057861,1.167238473892212,3.9106009006500244,1.1857709884643555,3.4704458713531494
1990-04-02,87.94509887695312,13.149499893188477,3.486056089401245,6.7191243171691895,10.994196891784668,10.370485305786133,3.0377519130706787,2.052359104156494,6.3795928955078125,6.014231204986572,0.4551593065261841,3.604508399963379,4.38145112991333,0.7112051248550415,3.520043134689331,5.8186774253845215,1.1801501512527466,3.920959949493408,1.2140034437179565,3.461069345474243
1990-04-09,91.02674865722656,13.194604873657227,3.593954563140869,6.771975040435791,11.271729469299316,10.492925643920898,3.1175172328948975,2.121540069580078,6.546849250793457,6.087462425231934,0.4634351432323456,3.7036004066467285,4.558396339416504,0.7282121181488037,3.654691696166992,5.594344615936279,1.233186960220337,4.037474632263184,1.2892897129058838,3.432927370071411
1990-04-16,90.67121124267578,12.720951080322266,3.415872097015381,6.616893768310547,11.186325073242188,10.713316917419434,3.0975759029388428,2.0194153785705566,6.236232280731201,5.995920658111572,0.45240095257759094,3.6850218772888184,4.406729698181152,0.7204816341400146,3.520043134689331,5.7205328941345215,1.1544724702835083,4.006013870239258,1.2328249216079712,3.4798266887664795
1990-04-23,84.98198699951172,12.405184745788574,3.569667100906372,6.476579666137695,10.908808708190918,10.517411231994629,2.997868061065674,1.9831781387329102,6.272074222564697,5.748758792877197,0.457917720079422,3.5797369480133057,4.347750186920166,0.7142972946166992,3.6069397926330566,5.594344615936279,1.12823486328125,3.890657424926758,1.2108665704727173,3.376650810241699
1990-04-30,83.32263946533203,13.352489471435547,3.650613307952881,6.661203861236572,11.164984703063965,10.823508262634277,3.137460947036743,2.0622425079345703,6.511012077331543,5.776223659515381,0.4744693636894226,3.6478629112243652,4.600529193878174,0.7050204277038574,3.7940642833709717,6.0850749015808105,1.1361068487167358,4.100396156311035,1.2704694271087646,3.4892051219940186
1990-05-07,87.23395538330078,14.07424545288086,3.8934483528137207,6.624276161193848,11.634642601013184,11.291390419006348,3.190636396408081,2.194014310836792,6.857463359832764,6.078309535980225,0.48826202750205994,3.8274683952331543,4.693212032318115,0.7498574256896973,3.890850067138672,6.365489959716797,1.1938295364379883,4.331106185913086,1.34261953830719,3.5923807621002197
1990-05-14,91.73787689208984,14.051692008972168,3.8286914825439453,6.794129371643066,11.634642601013184,11.427583694458008,3.2305185794830322,2.2401344776153564,6.946682453155518,6.041694641113281,0.48274490237236023,3.9265637397766113,4.676357269287109,0.7436729073524475,3.948922634124756,6.379515171051025,1.1938295364379883,4.4569525718688965,1.364577293395996,3.6298389434814453
1990-05-21,93.6343002319336,14.82215404510498,3.9339215755462646,6.949213981628418,11.677329063415527,11.514243125915527,3.348891019821167,2.3126091957092285,7.259158134460449,6.032537460327148,0.468951940536499,4.161907196044922,4.735342502593994,0.7807763814926147,4.0134477615356445,6.183221340179443,1.1859586238861084,4.2786736488342285,1.3834000825881958,3.534815549850464
1990-05-28,97.42706298828125,15.366087913513184,3.974391460418701,7.591702461242676,11.869461059570312,11.836153984069824,3.4357895851135254,2.385084867477417,7.415404319763184,6.151041507720947,0.47722798585891724,4.161907196044922,5.055522918701172,0.8120073080062866,4.278000831604004,6.505702018737793,1.2253161668777466,4.3625688552856445,1.4649604558944702,3.6298389434814453
1990-06-04,94.93804931640625,14.9581298828125,3.9177322387695312,7.288921356201172,11.778483390808105,11.761868476867676,3.368945360183716,2.3323769569396973,7.223106861114502,6.123337745666504,0.48826202750205994,3.98507022857666,4.929137706756592,0.7995147705078125,4.1295928955078125,6.343935012817383,1.1859586238861084,4.299647331237793,1.4931923151016235,3.572824001312256
