Date,AIG,BMY,DIS,FNMA,GE,HD,IBM,INTC,JNJ,KO,LLY,MCD,MMM,MRK,PEP,PFE,PG,VZ,WMT,XOM
1992-04-15,102.2009048461914,5.126950263977051,9.061189651489258,10.774724006652832,14.118444442749023,3.9720041751861572,9.672038078308105,0.8799104690551758,5.294882774353027,4.428075313568115,6.934826850891113,5.11905574798584,7.489489555358887,7.497256278991699,7.2192864418029785,1.7620617151260376,5.406804084777832,4.001529216766357,2.6636393070220947,4.882778644561768
1992-04-22,99.95307159423828,5.1788249015808105,8.799737930297852,10.496803283691406,13.800668716430664,3.815626859664917,9.510841369628906,0.8842666745185852,5.1983642578125,4.3803887367248535,6.934826850891113,5.510421276092529,7.292913436889648,7.296903610229492,7.27140998840332,1.794692873954773,5.503335952758789,4.0945868492126465,2.625678062438965,4.893100738525391
1992-04-29,100.85215759277344,5.2912187576293945,8.852028846740723,10.768019676208496,13.982248306274414,4.00328254699707,10.088482856750488,0.9474285244941711,5.356932163238525,4.50982666015625,6.947385787963867,5.479111194610596,7.342061519622803,7.6394500732421875,7.558095455169678,1.9023749828338623,5.496571063995361,4.1643805503845215,2.632004737854004,4.944719314575195
1992-05-06,101.45159912109375,5.161532402038574,8.866969108581543,11.176382064819336,14.345427513122559,4.151843547821045,10.048176765441895,0.8995121717453003,5.2397308349609375,4.673324108123779,6.721251010894775,5.526072978973389,7.607440948486328,7.652372360229492,7.479909420013428,1.8632172346115112,5.604747295379639,4.036425590515137,2.6952743530273438,4.86213493347168
1992-05-13,102.35074615478516,5.1788249015808105,9.77084732055664,11.133404731750488,14.186537742614746,4.120564937591553,10.071216583251953,0.8189265131950378,5.253519058227539,4.9185709953308105,6.8777971267700195,5.6043524742126465,7.4698333740234375,7.704074859619141,7.505969524383545,1.9056408405303955,5.625032901763916,4.106221675872803,2.726907253265381,5.015862464904785
1992-05-20,102.2009048461914,4.945385932922363,8.934199333190918,10.639063835144043,13.641775131225586,4.151843547821045,9.853461265563965,0.8319947123527527,5.1058807373046875,4.7278242111206055,6.624472618103027,5.635659694671631,7.374843597412109,7.697615146636963,7.27140998840332,1.876122236251831,5.503335952758789,4.024796485900879,2.619351625442505,5.350254535675049
1992-05-27,102.65042114257812,4.625494956970215,9.32264232635498,10.746525764465332,13.709866523742676,4.3502702713012695,9.867064476013184,0.890800416469574,5.119736671447754,4.823195934295654,6.5484747886657715,5.9330949783325195,7.4838786125183105,7.697615146636963,7.558095455169678,1.876122236251831,5.570942401885986,4.013160705566406,2.6952743530273438,5.1308112144470215
1992-06-03,105.67273712158203,4.461225509643555,8.754916191101074,10.080243110656738,13.923636436462402,4.279850959777832,9.867064476013184,0.8864448666572571,5.001965045928955,4.700573444366455,6.5484747886657715,5.7580342292785645,7.473964214324951,7.595895290374756,7.323529243469238,1.8269226551055908,5.435724258422852,4.059689998626709,2.7395637035369873,5.3084564208984375
1992-06-10,105.37252044677734,4.426641941070557,8.725037574768066,10.015758514404297,14.152264595031738,4.342443943023682,10.139266967773438,0.8450620770454407,4.891114234924316,4.456002235412598,6.624472618103027,5.632523059844971,7.682127475738525,7.595895290374756,7.402669906616211,1.803963303565979,5.286987781524658,4.0945868492126465,2.773862838745117,5.193508625030518
1992-06-17,104.02164459228516,4.590912342071533,8.396354675292969,9.908297538757324,13.969359397888184,4.240729808807373,10.438680648803711,0.9583175778388977,4.97424840927124,4.387657642364502,6.523140907287598,5.695279121398926,7.592916965484619,7.712759494781494,7.271883964538574,1.8958022594451904,5.0841593742370605,4.117851734161377,2.729529619216919,5.1308112144470215
1992-06-24,106.42327117919922,4.55633020401001,8.635396003723145,10.48861026763916,14.220858573913574,4.209430694580078,10.656437873840332,0.9931660890579224,4.960394859313965,4.373988151550293,6.599137306213379,5.773724555969238,7.692044258117676,7.595895290374756,7.29803466796875,1.915481448173523,4.97598934173584,4.141116142272949,2.723198652267456,5.172610759735107
1992-07-01,105.37252044677734,4.648060321807861,8.27683162689209,10.982952117919922,13.923636436462402,4.225083351135254,10.533946990966797,0.9779204726219177,5.126664638519287,4.592686653137207,6.586477279663086,5.663896560668945,7.692044258117676,7.829618453979492,7.533461570739746,1.9941999912261963,5.286987781524658,4.222545623779297,2.729529619216919,5.162164688110352
1992-07-08,110.4760971069336,4.674269676208496,8.587995529174805,10.982952117919922,14.243712425231934,4.436335563659668,10.656437873840332,1.0149462223052979,5.126664638519287,4.53801155090332,6.5611419677734375,5.789414882659912,7.721776962280273,7.790661334991455,7.611933708190918,2.030280113220215,5.435724258422852,4.426424503326416,2.811861038208008,5.183061122894287
1992-07-15,111.97709655761719,4.578164577484131,8.617918968200684,10.746525764465332,14.10654067993164,4.459809303283691,10.207317352294922,0.9844534993171692,5.057384967803955,4.524345874786377,6.738465309143066,5.726655960083008,7.801074981689453,7.654329776763916,7.690409183502197,1.987639307975769,5.476289749145508,4.438229560852051,2.773862838745117,5.162164688110352
1992-07-22,112.12718200683594,4.700480937957764,8.498226165771484,11.47729206085205,13.855039596557617,4.682797431945801,10.207317352294922,1.0323703289031982,5.403782367706299,4.483335971832275,7.169124126434326,5.538382053375244,7.9596757888793945,7.946483612060547,7.847353935241699,2.030280113220215,5.3293867111206055,4.485446929931641,2.7928617000579834,5.193508625030518
1992-07-29,113.77830505371094,4.910168170928955,8.498226165771484,11.582164764404297,13.809319496154785,4.8001627922058105,10.261754989624023,1.0563278198242188,5.514626502990723,4.661031246185303,7.2831268310546875,5.365799427032471,7.99932336807251,8.277581214904785,7.847353935241699,2.11883544921875,5.478938579559326,4.509054183959961,2.8308584690093994,5.433854579925537
1992-08-05,115.87979125976562,4.910168170928955,8.55807113647461,11.30125904083252,13.855039596557617,4.8823161125183105,9.581263542175293,1.0280139446258545,5.44534969329834,4.688370227813721,7.118459224700928,5.39717960357666,7.9299397468566895,8.102291107177734,7.873513221740723,2.122296094894409,5.2478156089782715,4.497247695922852,2.913188934326172,5.38160514831543
1992-08-12,115.72969818115234,4.892694473266602,8.587995529174805,11.366085052490234,14.015073776245117,4.905788898468018,9.709488868713379,1.0062344074249268,5.63932991027832,4.756711959838867,7.174035549163818,5.428555965423584,7.939849376678467,8.121773719787598,8.056619644165039,2.1552510261535645,5.3293867111206055,4.674306392669678,2.9765193462371826,5.442957878112793
1992-08-19,112.72757720947266,4.700480937957764,7.869839668273926,11.149999618530273,13.534964561462402,4.729743957519531,9.612943649291992,0.9800987839698792,5.470962047576904,4.661031246185303,6.842137813568115,5.240283012390137,7.823858261108398,7.946483612060547,7.873513221740723,2.122296094894409,5.220626354217529,4.6270880699157715,2.9068543910980225,5.39011287689209
1992-08-26,118.58167266845703,4.7266926765441895,8.258840560913086,11.041955947875977,13.580689430236816,5.105308532714844,9.668115615844727,1.0301918983459473,5.610176086425781,4.784050464630127,6.8166069984436035,5.300005912780762,7.8938069343566895,7.5179901123046875,7.795039653778076,2.072864294052124,5.08466911315918,4.615286827087402,2.900522470474243,5.442957878112793
1992-09-02,114.24517822265625,4.787850379943848,8.318685531616211,11.193217277526855,13.557823181152344,4.967400074005127,9.502613067626953,1.0628619194030762,5.846832752227783,4.770382881164551,6.765549182891846,5.4415507316589355,7.9237847328186035,7.556251049041748,7.899666786193848,2.0860462188720703,5.057476043701172,4.6270880699157715,2.8968262672424316,5.284424304962158
1992-09-09,115.44771575927734,4.700480937957764,8.707693099975586,11.193217277526855,14.129399299621582,5.108321666717529,9.433649063110352,1.1107780933380127,5.624094486236572,4.838725566864014,6.931489944458008,5.630279541015625,8.153606414794922,7.4387993812561035,8.031778335571289,2.0992279052734375,5.288599014282227,4.509054183959961,2.9665534496307373,5.273859024047852
1992-09-16,114.9967269897461,4.604374408721924,8.79745864868164,11.30125904083252,14.129399299621582,5.237494468688965,9.185394287109375,1.119490146636963,5.638014793395996,4.634897708892822,6.714484691619873,5.567370414733887,7.993723392486572,7.301767349243164,7.769305229187012,2.109114170074463,5.193436145782471,4.532659530639648,2.9602134227752686,5.37954568862915
1992-09-23,124.01615142822266,4.455846309661865,8.737613677978516,11.366085052490234,14.396117210388184,5.178779602050781,8.93714427947998,1.1412692070007324,5.30391263961792,4.470347881317139,6.357059478759766,5.5988240242004395,8.183581352233887,6.890674591064453,7.953033924102783,1.9641127586364746,5.315791606903076,4.591679573059082,2.985569715499878,5.400686740875244
1992-09-30,128.82644653320312,4.407445430755615,8.258840560913086,11.149999618530273,13.728134155273438,5.026115894317627,8.799227714538574,1.1412692070007324,5.011569499969482,4.250942230224609,6.140053749084473,5.394371509552002,7.863831996917725,6.6361846923828125,7.926784992218018,1.9014983177185059,5.397363185882568,4.4500322341918945,2.9348602294921875,5.252717971801758
1992-10-07,129.8787078857422,4.4604387283325195,8.660757064819336,11.4525146484375,13.797235488891602,5.049602031707764,8.688892364501953,1.1260234117507935,5.359597682952881,4.154956817626953,6.140053749084473,5.4415507316589355,7.883816242218018,6.675340175628662,8.110517501831055,1.8883168697357178,5.492532253265381,4.534730434417725,2.9475350379943848,5.2210164070129395
1992-10-14,135.1400604248047,4.663588523864746,8.630789756774902,11.841470718383789,14.096677780151367,5.331443786621094,7.544159889221191,1.1630496978759766,5.484884262084961,4.470347881317139,6.191114902496338,5.394371509552002,7.913791656494141,6.59703254699707,8.425488471984863,1.9641127586364746,5.5605058670043945,4.546696186065674,3.106004238128662,5.294994354248047
1992-10-21,133.4864044189453,4.7165846824646,9.529830932617188,11.819865226745605,14.11970043182373,5.354927062988281,7.254534721374512,1.1717621088027954,5.470962047576904,4.538912296295166,6.076227188110352,5.756093502044678,8.233536720275879,6.753647327423096,8.373001098632812,1.9575212001800537,5.795689582824707,4.510798931121826,3.1313607692718506,5.305563449859619
1992-10-28,131.38194274902344,4.813741207122803,9.499862670898438,11.912590980529785,14.396117210388184,5.413641452789307,7.626919269561768,1.173510193824768,5.540568828582764,4.470347881317139,6.446417808532715,5.819000244140625,8.303487777709961,6.890674591064453,8.373001098632812,2.0201358795166016,5.8093581199646,4.522767066955566,3.125023126602173,5.030774116516113
1992-11-04,134.68902587890625,4.6900858879089355,10.00931453704834,12.673431396484375,14.234878540039062,5.636763572692871,7.2683281898498535,1.219315528869629,5.498806953430176,4.484062194824219,6.191114902496338,5.771817207336426,8.393415451049805,6.714496612548828,8.373001098632812,1.967408299446106,5.7683539390563965,4.259537220001221,3.175731658935547,4.97792911529541
1992-11-11,136.19219970703125,4.822574138641357,9.769572257995605,12.564740180969238,14.373078346252441,5.495847702026367,7.216979026794434,1.1822351217269897,5.580552577972412,4.470347881317139,6.439951419830322,6.023454189300537,7.993723392486572,7.184311389923096,8.60922622680664,2.0366134643554688,5.850364685058594,4.379184246063232,3.118683099746704,5.027821063995361
1992-11-18,135.1400604248047,4.787245750427246,10.00931453704834,12.97776985168457,15.225329399108887,5.683740139007568,7.287182331085205,1.2258602380752563,5.748385906219482,4.4429240226745605,6.581631660461426,6.149267673492432,8.197054862976074,7.066858291625977,8.687967300415039,2.09294056892395,5.973384857177734,4.582592487335205,3.1884095668792725,5.10270357131958
1992-11-25,137.69544982910156,4.804908275604248,9.679671287536621,12.803863525390625,15.133194923400879,5.765942573547363,7.610121250152588,1.2738475799560547,5.6364970207214355,4.361918926239014,6.504353046417236,6.177799701690674,8.227266311645508,7.16473388671875,8.556722640991211,2.06644606590271,5.877704620361328,4.534730434417725,3.2517991065979004,5.049213886260986
1992-12-02,141.17576599121094,5.008055686950684,9.919413566589355,12.803863525390625,15.503893852233887,6.0977864265441895,7.343347072601318,1.3654603958129883,5.818322658538818,4.416958808898926,6.697552680969238,6.256596565246582,8.287689208984375,7.321340084075928,8.924201965332031,2.0863165855407715,5.795689582824707,4.66634464263916,3.2644736766815186,5.1668853759765625
1992-12-09,143.8849334716797,4.946231842041016,9.679671287536621,12.912551879882812,15.619945526123047,6.08603572845459,6.304325580596924,1.3501912355422974,5.720416069030762,4.472001075744629,6.5558695793151855,6.020200252532959,8.408522605895996,7.361567497253418,9.004651069641113,2.0962517261505127,5.700006008148193,4.8099260330200195,3.2417855262756348,5.231072425842285
1992-12-16,145.23944091796875,5.034554958343506,10.15915584564209,13.216889381408691,16.153743743896484,6.321016788482666,5.812900543212891,1.5486845970153809,5.944197654724121,4.802239418029785,6.594507694244385,6.193557262420654,8.338034629821777,7.361567497253418,8.951991081237793,2.043264865875244,5.98705530166626,5.073154926300049,3.2100648880004883,5.338048934936523
1992-12-23,142.8313446044922,4.840239524841309,10.578710556030273,13.04297924041748,16.014507293701172,6.379765033721924,5.588244438171387,1.5530468225479126,5.6364970207214355,4.7334394454956055,6.439951419830322,6.2093186378479,8.066143035888672,6.948218822479248,8.873000144958496,1.947229266166687,5.905043125152588,5.013332843780518,3.267160177230835,5.273865699768066
1992-12-30,139.67063903808594,4.769577503204346,10.308998107910156,13.28210735321045,15.875242233276367,6.344512939453125,5.658451557159424,1.5181467533111572,5.6504807472229,4.609598636627197,6.259632587432861,6.146277904510498,8.106426239013672,6.830120086669922,8.741350173950195,1.9207361936569214,5.864034652709961,4.905646800994873,3.248129367828369,5.231072425842285
