Date,AIG,BMY,DIS,FNMA,GE,HD,IBM,INTC,JNJ,KO,LLY,MCD,MMM,MRK,PEP,PFE,PG,VZ,WMT,XOM
1992-01-01,117.01895141601562,6.033725738525391,7.151224136352539,12.003642082214355,13.615025520324707,4.321831226348877,10.03422737121582,0.8973343372344971,6.277797222137451,4.466664791107178,8.519891738891602,5.1390485763549805,7.56077241897583,8.584112167358398,7.036215782165527,2.194659948348999,4.916105270385742,4.271526336669922,2.856975793838501,4.838001728057861
1992-01-08,115.07356262207031,5.879446506500244,7.803328990936279,11.875944137573242,13.750268936157227,4.4312424659729,9.795639991760254,0.9496060013771057,6.24345588684082,4.330898284912109,8.64462947845459,5.37335729598999,7.599745273590088,8.243060111999512,7.24392557144165,2.1686887741088867,5.183651447296143,4.2704949378967285,2.9833905696868896,4.919658184051514
1992-01-15,113.57719421386719,5.605188369750977,7.698885917663574,10.72665786743164,14.06585693359375,3.860732316970825,9.84865951538086,1.0367261171340942,5.72144889831543,3.984698534011841,7.8837080001831055,5.295253753662109,7.570518493652344,7.799055099487305,6.828502178192139,1.9187045097351074,4.949550628662109,4.236152172088623,2.755845069885254,4.970693588256836
1992-01-22,109.8362045288086,5.528054237365723,8.44489574432373,11.428997993469238,14.088393211364746,3.946700096130371,9.88842487335205,1.0911756753921509,5.797003746032715,3.984698534011841,7.94608211517334,5.435837745666504,7.336675643920898,7.876275062561035,6.958321571350098,1.8927333354949951,5.521129608154297,4.213253498077393,2.8000876903533936,4.92986536026001
1992-01-29,111.0333251953125,5.605188369750977,8.459819793701172,11.18091106414795,13.862979888916016,4.017036437988281,9.782382011413574,1.0911756753921509,5.906898021697998,4.290168285369873,7.858756065368652,5.435837745666504,7.219756126403809,8.178711891174316,7.010250091552734,1.925197720527649,5.480780124664307,4.156007766723633,2.806411027908325,4.858419418334961
1992-02-05,107.29225158691406,5.485202312469482,8.676169395446777,11.052647590637207,13.885519027709961,4.040483474731445,9.570294380187988,1.1412692070007324,5.735185146331787,4.222287178039551,7.78391170501709,5.37335729598999,7.219756126403809,7.921320915222168,6.698680877685547,1.9284791946411133,5.393356800079346,4.19035530090332,2.7495229244232178,4.746142387390137
1992-02-12,106.09515380859375,5.322359561920166,8.743308067321777,10.411293983459473,13.908060073852539,3.7903952598571777,9.631742477416992,1.1238455772399902,5.3845086097717285,4.120460033416748,7.5755438804626465,5.170290946960449,7.210010528564453,7.515920639038086,6.387117385864258,1.8338508605957031,5.285757541656494,4.075862407684326,2.5978260040283203,4.7176127433776855
1992-02-19,103.25198364257812,5.5194830894470215,9.138700485229492,10.817481994628906,14.313804626464844,3.891991138458252,9.48397159576416,1.1107780933380127,5.570662975311279,4.324111461639404,7.4247846603393555,5.310873508453369,7.292913436889648,7.8505353927612305,6.646753311157227,1.9382673501968384,5.41353178024292,4.030066013336182,2.6041462421417236,4.727936744689941
1992-02-26,104.29954528808594,5.493772029876709,9.243136405944824,10.924375534057617,14.156021118164062,3.985774278640747,9.48397159576416,1.1303799152374268,5.501715660095215,4.425933361053467,7.374539375305176,5.134709358215332,7.115999698638916,7.921320915222168,6.724649429321289,1.954584002494812,5.500951766967773,3.9384756088256836,2.692636013031006,4.59373664855957
1992-03-04,103.54957580566406,5.485202312469482,9.049177169799805,11.031265258789062,14.118444442749023,3.8547215461730957,9.443673133850098,1.1238455772399902,5.329356670379639,4.412357807159424,7.261466979980469,5.009472846984863,7.135659217834473,7.865658760070801,6.5688629150390625,1.9154272079467773,5.346280097961426,3.892679214477539,2.6673529148101807,4.573093414306641
1992-03-11,103.84930419921875,5.42520809173584,8.996953010559082,11.159534454345703,14.27734088897705,4.1283860206604,9.4168062210083,1.1456259489059448,5.370723724365234,4.489388465881348,7.236344814300537,5.36953067779541,7.115999698638916,7.742863655090332,6.776223659515381,1.8664811849594116,5.373180866241455,3.8468828201293945,2.7179200649261475,4.69696569442749
1992-03-18,104.5985107421875,5.5194830894470215,8.82536792755127,10.902996063232422,14.118444442749023,4.120564937591553,9.161575317382812,1.0672181844711304,5.343140125274658,4.441699981689453,7.186089992523193,5.259947299957275,7.057030200958252,7.755782127380371,6.750156879425049,1.840376377105713,5.406804084777832,3.858330249786377,2.6889469623565674,4.552443981170654
1992-03-25,103.99915313720703,5.228084087371826,9.049177169799805,10.967131614685059,13.755270004272461,4.050197601318359,8.973505973815918,0.9626742005348206,5.3776164054870605,4.455327033996582,7.135837078094482,4.993819236755371,6.978398323059082,7.607128143310547,7.1410980224609375,1.8142704963684082,5.500951766967773,3.801086187362671,2.6952743530273438,4.5214738845825195
1992-04-01,102.2009048461914,5.187469005584717,9.213295936584473,10.774724006652832,13.460189819335938,3.9485480785369873,8.852605819702148,0.9800987839698792,5.287989139556885,4.407637119293213,7.135837078094482,5.2286376953125,6.821138381958008,7.5812811851501465,7.1410980224609375,1.8012197017669678,5.258858680725098,3.7323920726776123,2.6130237579345703,4.6763200759887695
1992-04-08,104.14898681640625,5.4036173820495605,8.934199333190918,11.50158977508545,13.936861991882324,4.19875431060791,9.48397159576416,0.9104022979736328,5.639602184295654,4.46895170211792,7.374539375305176,5.212985515594482,7.214287757873535,8.027239799499512,7.401719093322754,1.925216555595398,5.621999263763428,3.896836519241333,2.764869213104248,4.758903503417969
