Date,AIG,BMY,C,CSCO,DIS,FNMA,GE,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,PEP,PFE,PG,VZ,WMT,XOM
1997-01-01,301.03759765625,9.273139953613281,75.53356170654297,4.880360126495361,16.950407028198242,29.53121566772461,41.718505859375,19.69468116760254,10.133356094360352,12.331440925598145,12.686670303344727,18.220550537109375,14.616393089294434,6.4755635261535645,13.281647682189941,4.921402454376221,13.258654594421387,7.512950897216797,2.491027355194092,10.191155433654785
1997-01-08,315.50396728515625,10.114219665527344,81.40839385986328,5.1574530601501465,17.042692184448242,30.78995132446289,43.2158203125,20.133562088012695,10.39840030670166,12.45293140411377,12.949153900146484,18.967296600341797,14.792497634887695,6.504133224487305,13.394207954406738,5.045166015625,13.154255867004395,7.642240047454834,2.4519009590148926,10.53425121307373
1997-01-15,317.91510009765625,10.359089851379395,86.02433013916016,5.354095935821533,17.193206787109375,30.693113327026367,43.5772590637207,20.252229690551758,10.46466064453125,12.999648094177246,13.911591529846191,19.923124313354492,15.232745170593262,7.237396240234375,14.294658660888672,5.045166015625,13.363059043884277,7.785445213317871,2.386690855026245,10.53425121307373
1997-01-22,314.81512451171875,10.220685958862305,85.3948974609375,4.925053596496582,17.901885986328125,30.015357971191406,41.5635986328125,18.17275047302246,10.672273635864258,13.212258338928223,12.949153900146484,19.654296875,15.32079792022705,7.285013198852539,15.53277587890625,4.979641437530518,13.184083938598633,7.62567138671875,2.386690855026245,10.216568946838379
1997-01-29,335.8257751464844,10.976593017578125,91.47950744628906,4.7999162673950195,17.901885986328125,30.983585357666016,42.90605163574219,18.519325256347656,11.644083023071289,14.305680274963379,13.853261947631836,20.878948211669922,16.135257720947266,7.856380462646484,14.801161766052246,5.299971103668213,14.090803146362305,7.974269866943359,2.4519009590148926,10.508829116821289
1997-02-05,339.95904541015625,10.902059555053711,88.80326080322266,4.330650806427002,18.487314224243164,32.12592697143555,43.2158203125,17.509733200073242,10.728833198547363,14.57904052734375,13.824095726013184,21.356884002685547,16.37740135192871,7.504038333892822,14.632323265075684,5.307254314422607,14.83951473236084,8.2938232421875,2.5562376976013184,10.330933570861816
1997-02-12,348.56988525390625,11.498269081115723,98.06245422363281,4.558579444885254,19.103559494018555,33.58619689941406,44.40334701538086,17.551029205322266,10.932101249694824,15.2472505569458,14.349067687988281,22.13349723815918,17.478031158447266,7.418331623077393,14.744879722595215,5.7729105949401855,15.513358116149902,8.192151069641113,2.5953638553619385,10.666996955871582
1997-02-19,342.3700256347656,11.647322654724121,97.22064971923828,4.0401530265808105,18.764629364013672,32.90473175048828,43.78376770019531,17.702070236206055,10.525567054748535,14.624683380126953,14.611544609069824,22.462921142578125,17.213882446289062,7.580220699310303,15.25139331817627,5.56830358505249,14.764647483825684,8.134045600891113,2.751866340637207,10.602960586547852
1997-02-26,335.1368408203125,11.264047622680664,88.5928726196289,3.9865241050720215,17.932701110839844,31.152414321899414,41.87338638305664,17.505725860595703,10.348821640014648,13.984856605529785,13.824095726013184,20.63349723815918,16.069215774536133,7.551651954650879,14.519767761230469,5.26869535446167,14.240548133850098,7.858073711395264,2.7649099826812744,10.244409561157227
1997-03-05,346.84771728515625,11.476981163024902,94.48499298095703,3.772001028060913,19.01112174987793,32.61268615722656,43.64188766479492,17.64165496826172,10.17206859588623,14.837965965270996,14.465719223022461,21.29330062866211,16.531484603881836,7.494516372680664,14.632323265075684,5.590224742889404,15.153974533081055,7.7999677658081055,2.895329713821411,10.52613353729248
1997-03-12,345.7543640136719,11.2853364944458,88.5928726196289,3.6021721363067627,18.610563278198242,30.08154296875,42.75968551635742,16.841135025024414,9.668327331542969,14.045790672302246,14.086581230163574,20.423566818237305,15.988733291625977,7.589743614196777,13.956989288330078,5.356384754180908,14.884439468383789,7.567567825317383,3.038792371749878,10.372462272644043
1997-03-19,351.6143798828125,11.242754936218262,90.48673248291016,3.423403024673462,18.42569351196289,31.152414321899414,43.58999252319336,16.418210983276367,9.420870780944824,14.015326499938965,13.913839340209961,21.413249969482422,16.09929656982422,6.880289554595947,15.023155212402344,5.290619850158691,14.405259132385254,7.262540817260742,3.0590693950653076,10.833463668823242
1997-03-26,324.7263488769531,10.540081024169922,83.96331024169922,3.459157705307007,17.84026336669922,28.815980911254883,40.94346237182617,16.523944854736328,9.849492073059082,13.375494003295898,13.124611854553223,20.123655319213867,15.325292587280273,7.104075908660889,14.401898384094238,4.976395130157471,14.045891761779785,7.0156145095825195,2.9021949768066406,10.948713302612305
1997-04-02,322.3132019042969,10.56137466430664,82.9111557006836,3.959707021713257,18.21000862121582,30.08154296875,42.0332145690918,16.508846282958984,10.365388870239258,13.28409481048584,13.270757675170898,19.793773651123047,15.08203411102295,7.484989643096924,14.51485538482666,5.027549743652344,13.866189002990723,7.0156145095825195,2.9937045574188232,10.65418529510498
1997-04-09,320.24481201171875,10.455238342285156,84.5946273803711,3.584294319152832,18.21000862121582,29.98419952392578,42.70782470703125,16.659883499145508,9.261796951293945,13.405961036682129,13.563075065612793,20.063684463500977,14.949352264404297,7.399282455444336,14.853718757629395,4.991011619567871,14.599935531616211,6.8806986808776855,2.9806296825408936,10.70540714263916
1997-04-16,328.17333984375,10.883728981018066,84.3841781616211,3.3965904712677,19.322961807250977,30.47095489501953,45.043006896972656,16.91667366027832,9.959964752197266,14.380934715270996,14.469226837158203,20.39357566833496,15.789690971374512,8.427757263183594,15.136106491088867,5.363693714141846,15.408543586730957,6.983614444732666,2.9021949768066406,11.32007122039795
