Date,AAPL,BRK-A,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,MSFT,ORCL,PFE,PG,PM,T,VZ,WFC,WMT,XOM
2011-01-01,10.167047500610352,122425.0,51.398372650146484,71.73785400390625,14.90086841583252,90.33209991455078,14.323762893676758,38.46336364746094,29.770652770996094,19.68108367919922,21.10706901550293,25.915071487426758,9.22864055633545,40.3082389831543,28.094703674316406,6.984317779541016,16.17416000366211,21.43516731262207,13.680354118347168,45.09259033203125
2011-02-01,10.583233833312988,131300.0,56.1738395690918,74.51616668701172,15.224519729614258,90.26513671875,14.330437660217285,39.53804397583008,30.965473175048828,20.016151428222656,20.231731414794922,26.66173553466797,9.745281219482422,40.55561447143555,30.813865661621094,7.342000961303711,16.984485626220703,21.32938003540039,12.682442665100098,47.80327224731445
2011-03-01,10.442404747009277,125300.0,58.63652420043945,71.91151428222656,14.563318252563477,91.28872680664062,13.583442687988281,38.47355270385742,30.57416534423828,20.77395248413086,19.440183639526367,27.09124183654785,10.395417213439941,39.62294387817383,32.212703704833984,7.918911457061768,17.72974967956543,20.99713706970215,12.699518203735352,47.26862335205078
2011-04-01,10.490946769714355,124750.0,59.70027542114258,73.3461685180664,13.504500389099121,95.49292755126953,15.582596778869629,42.67479705810547,30.262468338012695,21.27784538269043,19.845979690551758,29.141530990600586,10.733233451843262,41.74557876586914,34.432823181152344,8.050849914550781,17.380115509033203,19.31851577758789,13.508427619934082,49.431739807128906
2011-05-01,10.422033309936523,118775.0,57.2291145324707,70.44098663330078,13.130218505859375,94.56925964355469,15.151803970336914,43.694271087646484,28.832897186279297,21.072818756103516,19.149227142333984,27.781137466430664,10.978918075561523,43.45378494262695,35.57825469970703,8.318949699401855,17.207889556884766,18.82741928100586,13.567397117614746,46.89779281616211
2011-06-01,10.0576810836792,116105.0,56.533729553222656,67.64344787597656,12.5682954788208,96.4654541015625,15.033348083496094,43.568885803222656,27.29923439025879,21.224224090576172,20.0377197265625,26.717632293701172,10.645926475524902,41.22920608520508,33.108848571777344,8.279409408569336,17.34766960144043,18.697721481323242,13.142729759216309,45.98284912109375
2011-07-01,11.69995403289795,111500.0,57.182376861572266,64.76441192626953,14.983516693115234,102.25728607177734,15.148675918579102,42.4358024597168,26.97249984741211,21.606626510620117,21.116666793823242,24.8260498046875,9.948253631591797,39.880191802978516,35.62066650390625,7.7126898765563965,16.44371795654297,18.617765426635742,13.03637981414795,45.084434509277344
2011-08-01,11.53066635131836,109769.0,54.33479309082031,58.978660583496094,13.426567077636719,96.66785430908203,13.656194686889648,43.09733200073242,25.199291229248047,22.381807327270508,20.50012969970703,22.828685760498047,9.80871868133545,41.63888168334961,34.69474411010742,7.644688606262207,17.07406997680664,17.39168357849121,13.1550931930542,41.82416534423828
2011-09-01,11.425492286682129,106800.0,51.30680465698242,55.037105560302734,12.783236503601074,98.76054382324219,14.618400573730469,42.08697509765625,20.207740783691406,21.46365737915039,19.303335189819336,23.373584747314453,9.238750457763672,41.31195068359375,31.221256256103516,7.655423641204834,17.3714599609375,16.143585205078125,12.928908348083496,41.30977249145508
2011-10-01,12.128426551818848,116950.0,58.21124267578125,61.00459671020508,14.709258079528809,104.27263641357422,16.810470581054688,42.549530029296875,23.320755004882812,21.85315704345703,20.65277671813965,26.651086807250977,10.064384460449219,41.84159469604492,35.389522552490234,7.867478847503662,17.45642852783203,17.341642379760742,14.129627227783203,44.415252685546875
2011-11-01,11.451866149902344,118500.0,56.97557067871094,58.08399963378906,14.876792907714844,106.17589569091797,17.063928604125977,42.76759719848633,20.96091651916504,21.504493713378906,19.838455200195312,25.547212600708008,10.487650871276855,42.56504821777344,38.615928649902344,7.938540935516357,18.05852508544922,17.30817413330078,14.672694206237793,45.75188446044922
2011-12-01,12.135016441345215,114755.0,59.425437927246094,65.38557434082031,16.03116798400879,104.26652526855469,16.759382247924805,43.738075256347656,22.504045486450195,22.54350471496582,20.28476905822754,20.90226173400879,11.421884536743164,43.97574996948242,39.75051498413086,8.283699035644531,19.20243263244629,18.535789489746094,14.886927604675293,48.4962043762207
