Date,AIG,BAC,C,CSCO,CVX,GE,HD,IBM,INTC,JNJ,KO,MRK,MSFT,PFE,PG,UPS,VZ,WFC,WMT,XOM
2003-01-01,638.148193359375,20.124778747558594,199.42465209960938,8.604454040527344,13.331180572509766,63.12491989135742,12.250997543334961,39.14030838012695,8.962201118469238,28.20381736755371,10.216094017028809,21.819177627563477,14.462603569030762,11.287708282470703,22.719478607177734,29.798690795898438,10.604931831359863,12.410547256469727,10.306829452514648,15.99829387664795
2003-02-01,581.1959228515625,19.89207649230957,194.65597534179688,8.997027397155762,13.28356647491455,65.60735321044922,13.74574089050293,39.01515197753906,9.872159957885742,27.59354019165039,10.155497550964355,20.779232025146484,14.444321632385254,11.1408109664917,21.838563919067383,28.420621871948242,9.665205001831055,11.881326675415039,10.362895965576172,15.937397003173828
2003-03-01,583.0824584960938,19.20257568359375,201.13674926757812,8.353462219238281,13.529699325561523,70.1184310913086,14.27915096282959,39.331783294677734,9.328963279724121,30.570316314697266,10.221145629882812,21.57889175415039,14.802595138549805,11.641435623168945,23.756690979003906,28.25450325012207,9.880422592163086,11.862680435180664,11.218918800354004,16.484159469604492
2003-04-01,683.9851684570312,21.475929260253906,229.1615753173828,9.653463363647461,13.144632339477539,80.97990417480469,16.534276962280273,42.57639694213867,10.543785095214844,29.77262306213379,10.26088809967041,23.079193115234375,15.634126663208008,11.48825454711914,23.970125198364258,30.792442321777344,10.44781494140625,12.724889755249023,12.164900779724121,16.602075576782227
2003-05-01,683.1588745117188,21.519420623779297,239.49575805664062,10.560888290405273,14.846046447753906,78.91765594482422,19.097000122070312,44.15107727050781,11.930520057678223,28.710834503173828,11.573978424072266,22.047813415527344,15.04715633392334,11.589136123657227,24.607845306396484,30.946128845214844,10.69556713104248,12.73543643951416,11.363554954528809,17.16805076599121
2003-06-01,651.290771484375,22.920225143432617,251.16818237304688,10.80544376373291,15.267309188842773,78.86260986328125,19.467308044433594,41.4486198425293,11.937336921691895,27.42970848083496,11.787323951721191,24.019338607788086,15.67692756652832,12.816250801086426,23.900320053100586,31.682388305664062,11.14769172668457,13.372052192687988,11.592509269714355,17.057613372802734
2003-07-01,758.36962890625,24.151037216186523,262.9048767089844,12.543062210083008,15.248278617858887,78.71382904052734,18.37262535095215,40.82062530517578,14.277763366699219,27.477458953857422,11.475764274597168,22.06992530822754,16.147722244262695,12.519779205322266,23.549236297607422,31.3740291595459,9.89022445678711,13.406543731689453,12.096116065979004,16.90085792541504
2003-08-01,703.6770629882812,23.179977416992188,256.3797607421875,12.317816734313965,15.408985137939453,81.84130859375,18.937952041625977,41.202449798583984,16.40021324157715,26.304922103881836,11.10574722290039,20.089712142944336,16.214981079101562,11.228764533996582,23.514358520507812,31.214872360229492,10.077519416809082,13.303075790405273,12.80141544342041,17.907875061035156
2003-09-01,681.5877075195312,22.826051712036133,269.1543273925781,12.607417106628418,15.258759498596191,82.50556182861328,18.755395889282227,44.46676254272461,15.79899787902832,26.397310256958008,10.962841033935547,21.352636337280273,16.99760627746582,11.453667640686035,25.004024505615234,31.856843948364258,9.25579833984375,13.788601875305176,12.083130836486816,17.505203247070312
2003-10-01,719.3533325195312,22.375764846801758,280.3321533203125,13.469799041748047,15.867398262023926,80.78961181640625,21.876895904541016,45.04567337036133,18.916316986083984,26.829105377197266,11.898920059204102,18.80183982849121,15.982640266418457,11.913628578186035,26.477550506591797,36.21095275878906,9.586771011352539,15.079103469848633,12.753812789916992,17.49563980102539
2003-11-01,685.2957153320312,22.287124633789062,280.2046203613281,14.608902931213379,16.038246154785156,79.84275817871094,21.693954467773438,45.57929611206055,19.255037307739258,26.28004264831543,11.924559593200684,17.250959396362305,15.807918548583984,12.656341552734375,26.049137115478516,36.33577346801758,9.478858947753906,15.349522590637207,12.056713104248047,17.313888549804688
2003-12-01,783.802978515625,23.764461517333984,289.20111083984375,15.59355640411377,18.628849029541016,86.2758560180664,20.944459915161133,46.741146087646484,18.410568237304688,27.669994354248047,13.076216697692871,19.63039779663086,16.828571319580078,13.383015632629395,27.034381866455078,37.35359573364258,10.125409126281738,15.894998550415039,11.495485305786133,19.74709701538086
